Time	Aircraft Simulation Roll Angle	Aircraft Simulation Yaw Rate
106.3	-34.19901	2.48154E-05
106.4	-34.22761	4.771311E-05
106.5	-34.25623	3.415253E-05
106.6	-34.28478	2.817709E-05
106.7	-34.31342	4.842978E-05
106.8	-34.34201	2.848803E-05
106.9	-34.37063	3.555236E-05
107	-34.39926	4.94077E-05
107.1	-34.42785	2.598262E-05
107.2	-34.45647	4.430666E-05
107.3	-34.48507	4.912456E-05
107.4	-34.51366	2.564291E-05
107.5	-34.54225	5.148228E-05
107.6	-34.57084	4.645593E-05
107.7	-34.59946	2.48664E-05
107.8	-34.62811	5.405807E-05
107.9	-34.65677	4.04553E-05
108	-34.68538	2.367105E-05
108.1	-34.71399	5.335175E-05
108.2	-34.74262	3.239594E-05
108.3	-34.77126	2.821332E-05
108.4	-34.79985	5.500742E-05
108.5	-34.82846	2.978593E-05
108.6	-34.85711	3.648976E-05
108.7	-34.88578	5.478485E-05
108.8	-34.91437	2.823194E-05
108.9	-34.94299	4.29871E-05
109	-34.97158	4.925745E-05
109.1	-35.00019	2.569372E-05
109.2	-35.02879	4.529018E-05
109.3	-35.05741	3.987696E-05
109.4	-35.08606	2.545331E-05
109.5	-35.11467	4.865613E-05
109.6	-35.14336	3.409473E-05
109.7	-35.172	3.290466E-05
109.8	-35.2007	5.632863E-05
109.9	-35.2294	3.268438E-05
110	-35.25806	4.262495E-05
110.1	-35.28676	6.138063E-05
110.2	-35.31543	2.853903E-05
110.3	-35.34408	4.693352E-05
110.4	-35.37262	5.319734E-05
110.5	-35.40119	2.018252E-05
110.6	-35.4297	4.646245E-05
110.7	-35.45831	4.243201E-05
110.8	-35.48689	1.68007E-05
110.9	-35.51545	4.922366E-05
111	-35.54413	3.686647E-05
111.1	-35.57282	2.321483E-05
111.2	-35.60138	5.640175E-05
111.3	-35.6301	3.634928E-05
111.4	-35.65887	3.338733E-05
111.5	-35.68752	5.891042E-05
111.6	-35.71606	3.184975E-05
111.7	-35.7446	3.759237E-05
111.8	-35.77316	5.095222E-05
111.9	-35.80182	2.341279E-05
112	-35.83044	4.043233E-05
112.1	-35.859	4.13075E-05
112.2	-35.88761	2.031145E-05
112.3	-35.91628	4.955467E-05
112.4	-35.945	3.622413E-05
112.5	-35.97369	2.674571E-05
112.6	-36.00241	5.773083E-05
112.7	-36.03101	3.406381E-05
112.8	-36.05965	3.394659E-05
112.9	-36.08822	5.827977E-05
113	-36.1168	2.513421E-05
113.1	-36.14544	3.607935E-05
113.2	-36.17406	5.259012E-05
113.3	-36.20261	1.762523E-05
113.4	-36.23119	4.00768E-05
113.5	-36.25975	4.73065E-05
113.6	-36.28844	1.617229E-05
113.7	-36.31703	4.670082E-05
113.8	-36.3457	4.363029E-05
113.9	-36.37428	2.039644E-05
114	-36.40292	5.225089E-05
114.1	-36.43151	3.744028E-05
114.2	-36.46016	2.495872E-05
114.3	-36.48872	5.270567E-05
114.4	-36.51732	3.068606E-05
114.5	-36.54591	3.517429E-05
114.6	-36.57451	5.193271E-05
114.7	-36.60311	2.710894E-05
114.8	-36.63173	4.284354E-05
114.9	-36.66027	4.881893E-05
115	-36.68891	2.489153E-05
115.1	-36.71751	4.879809E-05
115.2	-36.7462	4.201772E-05
115.3	-36.77482	2.351961E-05
115.4	-36.80347	5.236481E-05
115.5	-36.83211	3.454868E-05
115.6	-36.86074	2.67083E-05
115.7	-36.8893	5.654318E-05
115.8	-36.91799	3.01396E-05
115.9	-36.94662	3.409778E-05
116	-36.97526	5.951435E-05
116.1	-37.0039	2.696497E-05
116.2	-37.03249	4.071651E-05
116.3	-37.06118	5.603797E-05
116.4	-37.08978	2.158011E-05
116.5	-37.11842	4.146737E-05
116.6	-37.14704	4.575525E-05
116.7	-37.17574	2.013213E-05
116.8	-37.2044	4.374198E-05
116.9	-37.23306	3.997642E-05
117	-37.26172	2.569065E-05
117.1	-37.29045	5.146644E-05
117.2	-37.31916	3.861806E-05
117.3	-37.34789	3.537903E-05
117.4	-37.37653	5.713038E-05
117.5	-37.40525	3.567196E-05
117.6	-37.4339	4.157545E-05
117.7	-37.46262	5.348531E-05
117.8	-37.49124	2.818174E-05
117.9	-37.51992	4.447575E-05
118	-37.54856	4.554132E-05
118.1	-37.57728	2.193447E-05
118.2	-37.60599	4.757448E-05
118.3	-37.63473	3.957607E-05
118.4	-37.66344	2.412029E-05
118.5	-37.69217	5.57451E-05
118.6	-37.72089	3.90118E-05
118.7	-37.74958	3.137394E-05
118.8	-37.77819	6.092473E-05
118.9	-37.80681	3.671268E-05
119	-37.83536	3.416669E-05
119.1	-37.86398	5.691077E-05
119.2	-37.89259	2.857649E-05
119.3	-37.92112	3.4818E-05
119.4	-37.94986	5.046384E-05
119.5	-37.97854	2.395084E-05
119.6	-38.00719	4.131563E-05
119.7	-38.03603	4.853587E-05
119.8	-38.06473	2.760589E-05
119.9	-38.09332	4.931619E-05
120	-38.12192	4.395239E-05
120.1	-38.15043	2.932741E-05
120.2	-38.17896	5.003563E-05
120.3	-38.20747	3.338696E-05
120.4	-38.23599	2.921461E-05
120.5	-38.26448	4.706333E-05
120.6	-38.29301	2.483607E-05
120.7	-38.32159	3.475567E-05
120.8	-38.35014	4.817671E-05
120.9	-38.37875	2.3811E-05
121	-38.40733	4.451541E-05
121.1	-38.43594	4.942591E-05
121.2	-38.46449	2.256188E-05
121.3	-38.49309	5.01261E-05
121.4	-38.52167	4.625956E-05
121.5	-38.55019	2.271978E-05
121.6	-38.57871	5.356951E-05
121.7	-38.60732	3.871059E-05
121.8	-38.63589	2.456155E-05
121.9	-38.66449	5.478194E-05
122	-38.69309	3.254494E-05
122.1	-38.72166	3.132554E-05
122.2	-38.75029	5.437318E-05
122.3	-38.77888	2.759469E-05
122.4	-38.80749	3.537744E-05
122.5	-38.83619	5.140243E-05
122.6	-38.86479	2.589701E-05
122.7	-38.89342	4.285958E-05
122.8	-38.922	4.753433E-05
122.9	-38.9506	2.691149E-05
123	-38.97921	4.911625E-05
123.1	-39.00782	4.075083E-05
123.2	-39.03645	2.898348E-05
123.3	-39.06508	5.372349E-05
123.4	-39.0937	3.233201E-05
123.5	-39.12227	3.159108E-05
123.6	-39.15091	5.59906E-05
123.7	-39.17947	2.552226E-05
123.8	-39.2081	3.805984E-05
123.9	-39.23671	5.547161E-05
124	-39.26525	2.364147E-05
124.1	-39.29392	4.737451E-05
124.2	-39.32251	5.437277E-05
124.3	-39.35119	2.600814E-05
124.4	-39.37977	5.446313E-05
124.5	-39.40841	4.825057E-05
124.6	-39.437	2.339098E-05
124.7	-39.46561	5.456025E-05
124.8	-39.4943	3.799401E-05
124.9	-39.52292	2.379417E-05
125	-39.55159	5.357258E-05
125.1	-39.58017	3.12159E-05
125.2	-39.60886	3.103227E-05
125.3	-39.63747	5.452488E-05
125.4	-39.6661	2.929303E-05
125.5	-39.69473	4.230607E-05
125.6	-39.72334	5.245926E-05
125.7	-39.75188	2.656038E-05
125.8	-39.78044	4.928547E-05
125.9	-39.809	4.199849E-05
126	-39.83749	2.207441E-05
126.1	-39.86605	4.98984E-05
126.2	-39.89471	3.214396E-05
126.3	-39.9234	2.429899E-05
126.4	-39.95205	5.455777E-05
126.5	-39.98075	2.957912E-05
126.6	-40.00943	3.490283E-05
126.7	-40.03819	6.036714E-05
126.8	-40.06673	2.775846E-05
126.9	-40.09523	4.224404E-05
127	-40.12378	5.637848E-05
127.1	-40.15232	2.07168E-05
127.2	-40.1809	4.366574E-05
127.3	-40.20948	4.742185E-05
127.4	-40.23805	1.68855E-05
127.5	-40.26662	4.652842E-05
127.6	-40.29538	4.071805E-05
127.7	-40.32403	2.187295E-05
127.8	-40.35272	5.293754E-05
127.9	-40.38132	3.803247E-05
128	-40.40992	3.469992E-05
128.1	-40.43856	5.63038E-05
128.2	-40.4672	3.389798E-05
128.3	-40.49584	4.095746E-05
128.4	-40.52443	5.408314E-05
128.5	-40.55301	2.797171E-05
128.6	-40.58164	4.410153E-05
128.7	-40.61015	4.508349E-05
128.8	-40.63872	2.119316E-05
128.9	-40.66732	4.607704E-05
129	-40.69588	3.578478E-05
129.1	-40.72442	1.973688E-05
129.2	-40.75297	4.972387E-05
129.3	-40.78146	3.033226E-05
129.4	-40.81007	2.583801E-05
129.5	-40.83865	5.654498E-05
129.6	-40.86721	2.999763E-05
129.7	-40.89588	3.645638E-05
129.8	-40.9245	6.101652E-05
129.9	-40.9531	2.917748E-05
130	-40.98165	4.210164E-05
130.1	-41.01023	5.455803E-05
130.2	-41.0389	2.511403E-05
130.3	-41.06753	4.122949E-05
130.4	-41.0961	4.416642E-05
130.5	-41.12469	2.178472E-05
130.6	-41.15327	4.529742E-05
130.7	-41.18185	3.998972E-05
130.8	-41.21045	2.832153E-05
130.9	-41.23907	5.317606E-05
