Time	Aircraft Simulation Airspeed	Aircraft Simulation Position Z	Aircraft Simulation Altitude	Aircraft Simulation Net Global Force Y
64.4	12.61859	121.3372	171.901	0
64.5	12.61845	120.2556	172.2146	0
64.6	12.61797	119.1581	172.5282	0
64.7	12.61725	118.0457	172.8417	0
64.8	12.61654	116.9193	173.1553	0
64.9	12.61631	115.7798	173.4689	0
65	12.61579	114.6282	173.7825	0
65.1	12.61512	113.4653	174.096	0
65.2	12.61448	112.2922	174.4096	0
65.3	12.61418	111.1099	174.7232	0
65.4	12.61365	109.9192	175.0367	0
65.5	12.61302	108.7211	175.3503	0
65.6	12.61244	107.5167	175.6639	0
65.7	12.61204	106.307	175.9775	0
65.8	12.6115	105.0928	176.291	0
65.9	12.61092	103.8753	176.6046	0
66	12.61041	102.6554	176.9182	0
66.1	12.60769	101.4342	177.2317	0
66.2	12.58485	100.2139	177.5446	0
66.3	12.56113	98.99651	177.8568	0
66.4	12.53809	97.7829	178.1683	0
66.5	12.51552	96.57395	178.4786	0
66.6	12.48304	95.37087	178.7878	0
66.7	12.43762	94.17624	179.0952	0
66.8	12.39418	92.99116	179.4006	0
66.9	12.352	91.81639	179.7039	0
67	12.31173	90.65267	180.0047	0
67.1	12.27347	89.50077	180.3033	0
67.2	12.23729	88.36142	180.5994	0
67.3	12.20255	87.23534	180.8931	0
67.4	12.16999	86.12335	181.1845	0
67.5	12.13938	85.02626	181.4739	0
67.6	12.11056	83.94482	181.7613	0
67.7	12.08256	82.87983	182.0467	0
67.8	12.05651	81.83212	182.3304	0
67.9	12.03211	80.80256	182.6126	0
68	12.00914	79.79182	182.8934	0
68.1	11.98641	78.80077	183.1726	0
68.2	11.96511	77.8302	183.4506	0
68.3	11.94533	76.88091	183.7273	0
68.4	11.92682	75.95366	184.0031	0
68.5	11.9083	75.04914	184.2777	0
68.6	11.8906	74.1681	184.5511	0
68.7	11.87437	73.31131	184.8236	0
68.8	11.85939	72.47948	185.0952	0
68.9	11.84453	71.67324	185.3659	0
69	11.82982	70.89323	185.6356	0
69.1	11.81654	70.14015	185.9044	0
69.2	11.80449	69.41469	186.1725	0
69.3	11.79284	68.7174	186.44	0
69.4	11.78073	68.04885	186.7066	0
69.5	11.76982	67.4096	186.9723	0
69.6	11.76016	66.80031	187.2377	0
69.7	11.75114	66.22149	187.5024	0
69.8	11.74133	65.67357	187.7665	0
69.9	11.73218	65.15704	188.0299	0
70	11.72424	64.67245	188.2931	0
70.1	11.71717	64.22025	188.5559	0
70.2	11.70935	63.80076	188.8183	0
70.3	11.70144	63.41432	189.08	0
70.4	11.69464	63.06134	189.3414	0
70.5	11.68899	62.74221	189.6023	0
70.6	11.6828	62.45714	189.8631	0
70.7	11.67589	62.20631	190.1236	0
70.8	11.66986	61.98997	190.3839	0
70.9	11.66514	61.80841	190.644	0
71	11.66026	61.66178	190.9042	0
71.1	11.65447	61.5501	191.1636	0
71.2	11.64903	61.47343	191.4226	0
71.3	11.64499	61.43196	191.6813	0
71.4	11.64119	61.42574	191.9399	0
71.5	11.63657	61.45466	192.1985	0
71.6	11.63162	61.51864	192.4566	0
71.7	11.62794	61.61768	192.7146	0
71.8	11.62505	61.75177	192.9724	0
71.9	11.62146	61.92072	193.2302	0
72	11.61711	62.12424	193.4879	0
72.1	11.61353	62.36219	193.7451	0
72.2	11.61124	62.63444	194.0023	0
72.3	11.60833	62.94072	194.2599	0
72.4	11.60474	63.28061	194.517	0
72.5	11.60111	63.65376	194.7741	0
72.6	11.59901	64.05991	195.0313	0
72.7	11.59674	64.4987	195.2884	0
72.8	11.59377	64.96961	195.5454	0
72.9	11.5903	65.47215	195.8018	0
73	11.58809	66.00585	196.0583	0
73.1	11.5863	66.57031	196.3147	0
73.2	11.58385	67.16492	196.571	0
73.3	11.58078	67.789	196.8273	0
73.4	11.57832	68.44191	197.0838	0
73.5	11.57683	69.12321	197.3401	0
73.6	11.5748	69.83219	197.5964	0
73.7	11.57229	70.56807	197.8528	0
73.8	11.56961	71.33012	198.1086	0
73.9	11.56824	72.11765	198.3646	0
74	11.56659	72.92996	198.6209	0
74.1	11.56448	73.7662	198.8771	0
74.2	11.56193	74.62548	199.1327	0
74.3	11.56039	75.50701	199.3883	0
74.4	11.55905	76.40999	199.6439	0
74.5	11.55726	77.33351	199.8995	0
74.6	11.55506	78.27666	200.155	0
74.7	11.55326	79.23848	200.4107	0
74.8	11.552	80.21808	200.6663	0
74.9	11.55047	81.21449	200.9218	0
75	11.54864	82.22673	201.1774	0
75.1	11.54667	83.25378	201.433	0
75.2	11.54537	84.29469	201.6886	0
75.3	11.54397	85.34843	201.9442	0
75.4	11.54234	86.41396	202.1998	0
75.5	11.54056	87.49024	202.4554	0
75.6	11.53911	88.5762	202.711	0
75.7	11.53777	89.67081	202.9666	0
75.8	11.53631	90.77299	203.2222	0
75.9	11.53474	91.88168	203.4777	0
76	11.53328	92.99573	203.7333	0
76.1	11.53185	94.11411	203.9889	0
76.2	11.53052	95.23569	204.2445	0
76.3	11.52909	96.35939	204.5001	0
76.4	11.52781	97.48409	204.7557	0
76.5	11.52632	98.60868	205.0113	0
76.6	11.52497	99.73212	205.2669	0
76.7	11.52364	100.8533	205.5225	0
76.8	11.52254	101.971	205.778	0
76.9	11.52108	103.0844	206.0335	0
77	11.51964	104.1921	206.2883	0
77.1	11.51844	105.2931	206.5432	0
77.2	11.51736	106.3865	206.7983	0
77.3	11.51624	107.471	207.0537	0
77.4	11.51466	108.5456	207.3085	0
77.5	11.51341	109.6094	207.5634	0
77.6	11.51237	110.6611	207.8182	0
77.7	11.51168	111.6999	208.073	0
77.8	11.50718	112.7247	208.3278	0
77.9	11.47927	113.7331	208.5824	0
78	11.44853	114.7228	208.836	0
78.1	11.39708	115.6925	209.0885	0
78.2	11.34015	116.6398	209.3389	0
78.3	11.28502	117.5642	209.5865	0
78.4	11.23253	118.4652	209.8313	0
78.5	11.18293	119.3421	210.0731	0
78.6	11.1361	120.1947	210.3117	0
78.7	11.09091	121.0223	210.5468	0
78.8	11.04896	121.8243	210.7784	0
78.9	11.01032	122.6004	211.007	0
79	10.97493	123.3497	211.2326	0
79.1	10.94108	124.0719	211.4553	0
79.2	10.90905	124.7662	211.6751	0
79.3	10.88008	125.4322	211.8925	0
79.4	10.85389	126.0691	212.1077	0
79.5	10.82949	126.6763	212.3209	0
79.6	10.80547	127.2535	212.5321	0
79.7	10.78305	127.7999	212.7413	0
79.8	10.76309	128.3151	212.9492	0
79.9	10.74516	128.7985	213.1557	0
80	10.72775	129.2496	213.361	0
80.1	10.71002	129.6682	213.5648	0
80.2	10.69393	130.0538	213.7673	0
80.3	10.67999	130.4058	213.9689	0
80.4	10.66727	130.724	214.1698	0
80.5	10.65429	131.0081	214.3697	0
80.6	10.64103	131.2579	214.5683	0
80.7	10.62953	131.4731	214.7661	0
80.8	10.62012	131.6534	214.9632	0
80.9	10.61109	131.7987	215.1597	0
81	10.60145	131.9089	215.3553	0
81.1	10.59184	131.984	215.55	0
81.2	10.58416	132.0237	215.7438	0
81.3	10.57812	132.0281	215.9376	0
81.4	10.5718	131.997	216.1307	0
81.5	10.56472	131.9307	216.3231	0
81.6	10.55789	131.8293	216.5148	0
81.7	10.55309	131.6927	216.7063	0
81.8	10.54917	131.521	216.8978	0
81.9	10.5445	131.3146	217.0887	0
82	10.539	131.0737	217.2791	0
82.1	10.53396	130.7986	217.4692	0
82.2	10.53091	130.4895	217.6592	0
82.3	10.5279	130.1468	217.8491	0
82.4	10.52402	129.7708	218.039	0
82.5	10.5193	129.3623	218.2282	0
82.6	10.51547	128.9215	218.4176	0
82.7	10.51323	128.4488	218.6068	0
82.8	10.51047	127.9449	218.7959	0
82.9	10.50702	127.4105	218.9851	0
83	10.5028	126.8462	219.1737	0
83.1	10.49997	126.2526	219.3622	0
83.2	10.49814	125.6304	219.5507	0
83.3	10.49558	124.9803	219.7391	0
83.4	10.49253	124.3031	219.9275	0
83.5	10.48898	123.5998	220.1155	0
83.6	10.48698	122.8709	220.3034	0
83.7	10.48534	122.1174	220.4918	0
83.8	10.48305	121.3402	220.68	0
83.9	10.48039	120.5402	220.8676	0
84	10.47757	119.7185	221.0554	0
84.1	10.47604	118.8758	221.2431	0
84.2	10.47442	118.0131	221.4308	0
84.3	10.47233	117.1316	221.6184	0
84.4	10.4699	116.2324	221.8061	0
84.5	10.46759	115.3164	221.9938	0
84.6	10.4661	114.3847	222.1815	0
84.7	10.46437	113.4384	222.3692	0
84.8	10.46227	112.4787	222.5569	0
84.9	10.45999	111.5067	222.7446	0
85	10.45795	110.5236	222.9323	0
85.1	10.45618	109.5305	223.12	0
85.2	10.4543	108.5286	223.3077	0
85.3	10.45223	107.5191	223.4954	0
85.4	10.45018	106.5032	223.6831	0
85.5	10.44817	105.4821	223.8708	0
85.6	10.44623	104.4571	224.0585	0
85.7	10.4443	103.4293	224.2462	0
85.8	10.44233	102.3999	224.4339	0
85.9	10.44066	101.3703	224.6215	0
86	10.43855	100.3416	224.8087	0
86.1	10.43656	99.31503	224.9957	0
86.2	10.43478	98.29179	225.1826	0
86.3	10.4331	97.27313	225.3696	0
86.4	10.43166	96.26024	225.5566	0
86.5	10.42942	95.25433	225.7435	0
86.6	10.42739	94.25662	225.9305	0
86.7	10.42568	93.26828	226.1174	0
86.8	10.42441	92.29053	226.3044	0
86.9	10.4229	91.32446	226.4912	0
87	10.42043	90.37129	226.6782	0
87.1	10.41844	89.43212	226.8651	0
87.2	10.41681	88.50813	227.0521	0
87.3	10.41584	87.60035	227.2392	0
87.4	10.4141	86.70986	227.4263	0
87.5	10.41145	85.83775	227.6133	0
87.6	10.40945	84.98508	227.8003	0
87.7	10.40801	84.15287	227.9872	0
87.8	10.40727	83.34211	228.1746	0
87.9	10.40514	82.55372	228.3616	0
88	10.40241	81.78866	228.5486	0
88.1	10.40054	81.04786	228.7356	0
88.2	10.3994	80.33224	228.9226	0
88.3	10.39868	79.64261	229.1098	0
88.4	10.3963	78.97975	229.2967	0
88.5	10.39358	78.34445	229.4837	0
88.6	10.39181	77.73753	229.6707	0
88.7	10.39113	77.15972	229.8576	0
88.8	10.3903	76.6117	230.0445	0
88.9	10.38768	76.09406	230.2314	0
89	10.38509	75.60741	230.4183	0
89.1	10.38359	75.1524	230.6053	0
89.2	10.38318	74.72961	230.7923	0
89.3	10.3821	74.33951	230.9791	0
89.4	10.37936	73.98248	231.166	0
89.5	10.37684	73.65894	231.353	0
89.6	10.37569	73.36938	231.54	0
89.7	10.37539	73.11417	231.7269	0
89.8	10.37404	72.89355	231.9137	0
89.9	10.37118	72.70768	232.1006	0
90	10.36881	72.55682	232.2871	0
90.1	10.36805	72.44127	232.4741	0
90.2	10.36762	72.36117	232.661	0
90.3	10.36604	72.31653	232.8478	0
90.4	10.3632	72.3073	233.0347	0
90.5	10.36102	72.33353	233.2211	0
90.6	10.3606	72.39533	233.408	0
90.7	10.35999	72.4926	233.5949	0
90.8	10.35825	72.62511	233.7817	0
90.9	10.35543	72.79262	233.9684	0
91	10.35358	72.99501	234.1548	0
91.1	10.35337	73.23214	234.3417	0
91.2	10.35249	73.50368	234.5286	0
91.3	10.35065	73.80921	234.7154	0
91.4	10.34794	74.1483	234.9019	0
91.5	10.34651	74.52061	235.0883	0
91.6	10.34625	74.92579	235.2752	0
91.7	10.34519	75.36331	235.4621	0
91.8	10.34336	75.83254	235.649	0
91.9	10.34074	76.33286	235.8353	0
92	10.33971	76.86372	236.0217	0
92.1	10.33932	77.42461	236.2086	0
92.2	10.3381	78.01476	236.3954	0
92.3	10.33626	78.63338	236.5822	0
92.4	10.33392	79.27969	236.7685	0
92.5	10.33314	79.953	236.9549	0
92.6	10.3325	80.65253	237.1418	0
92.7	10.33117	81.37738	237.3287	0
92.8	10.32944	82.12658	237.5153	0
92.9	10.32742	82.89925	237.7015	0
93	10.32666	83.6945	237.8879	0
93.1	10.32583	84.51141	238.0748	0
93.2	10.32449	85.34892	238.2617	0
93.3	10.32283	86.20592	238.448	0
93.4	10.32117	87.08149	238.6342	0
93.5	10.32036	87.97453	238.8204	0
93.6	10.31938	88.88399	239.0071	0
93.7	10.31804	89.80872	239.1936	0
93.8	10.31654	90.74757	239.3798	0
93.9	10.31521	91.69942	239.566	0
94	10.3142	92.66312	239.7522	0
94.1	10.3131	93.63747	239.9383	0
94.2	10.31188	94.62132	240.1245	0
94.3	10.31067	95.61344	240.3106	0
94.4	10.30942	96.61263	240.4968	0
94.5	10.30819	97.6177	240.683	0
94.6	10.30707	98.62739	240.8692	0
94.7	10.30591	99.64045	241.0553	0
94.8	10.30502	100.6557	241.2415	0
94.9	10.30374	101.6719	241.4276	0
95	10.30236	102.6877	241.6138	0
95.1	10.30123	103.702	241.8	0
95.2	10.30016	104.7135	241.9861	0
95.3	10.29967	105.721	242.1723	0
95.4	10.29827	106.7232	242.3584	0
95.5	10.29672	107.719	242.5446	0
95.6	10.29561	108.707	242.7308	0
95.7	10.29481	109.6862	242.917	0
95.8	10.29458	110.6553	243.1031	0
95.9	10.29296	111.6131	243.2892	0
96	10.29134	112.5585	243.4754	0
96.1	10.29035	113.4902	243.6616	0
96.2	10.2899	114.4073	243.8478	0
96.3	10.28973	115.3085	244.0339	0
96.4	10.28794	116.1928	244.22	0
96.5	10.28635	117.059	244.4057	0
96.6	10.28549	117.9062	244.5916	0
96.7	10.28543	118.7332	244.7777	0
96.8	10.28521	119.5391	244.9638	0
96.9	10.28333	120.323	245.1497	0
97	10.28179	121.0837	245.3351	0
97.1	10.28112	121.8205	245.5206	0
97.2	10.28145	122.5324	245.7068	0
97.3	10.28111	123.2185	245.8928	0
97.4	10.27913	123.8781	246.0784	0
97.5	10.27768	124.5103	246.2638	0
97.6	10.27732	125.1142	246.4493	0
97.7	10.27788	125.6893	246.6352	0
97.8	10.27737	126.2347	246.8211	0
97.9	10.27537	126.7499	247.0065	0
98	10.27405	127.2343	247.192	0
98.1	10.27405	127.6871	247.3775	0
98.2	10.27465	128.1078	247.5631	0
98.3	10.27401	128.4959	247.7485	0
98.4	10.27205	128.8511	247.9339	0
98.5	10.27084	129.1729	248.1194	0
98.6	10.27122	129.4607	248.3049	0
98.7	10.27174	129.7143	248.4902	0
98.8	10.27099	129.9333	248.6755	0
98.9	10.26908	130.1177	248.8607	0
99	10.26805	130.2671	249.0456	0
99.1	10.26875	130.3812	249.231	0
99.2	10.26913	130.4599	249.4163	0
99.3	10.26828	130.5033	249.6016	0
99.4	10.26643	130.5112	249.7865	0
99.5	10.26566	130.4837	249.9713	0
99.6	10.26653	130.4207	250.1566	0
99.7	10.2667	130.3222	250.342	0
99.8	10.26579	130.1885	250.5273	0
99.9	10.26402	130.0198	250.712	0
100	10.26358	129.8163	250.8967	0
100.1	10.26444	129.578	251.082	0
100.2	10.2644	129.3053	251.2673	0
100.3	10.26349	128.9987	251.4524	0
100.4	10.26182	128.6586	251.6371	0
100.5	10.26171	128.2853	251.8218	0
100.6	10.2624	127.8791	252.007	0
100.7	10.26219	127.4407	252.1923	0
100.8	10.26133	126.9706	252.3772	0
100.9	10.25981	126.4695	252.5618	0
101	10.25992	125.9379	252.7466	0
101.1	10.26039	125.3763	252.9316	0
101.2	10.26008	124.7855	253.1168	0
101.3	10.25927	124.1664	253.3015	0
101.4	10.25797	123.5197	253.4861	0
101.5	10.25814	122.846	253.6708	0
101.6	10.25838	122.1463	253.8554	0
101.7	10.25801	121.4214	254.04	0
101.8	10.25722	120.6722	254.2246	0
101.9	10.25622	119.8997	254.4093	0
102	10.2563	119.1048	254.594	0
102.1	10.25627	118.2884	254.7786	0
102.2	10.25581	117.4516	254.9632	0
102.3	10.25509	116.5954	255.1478	0
102.4	10.25442	115.7209	255.3325	0
102.5	10.25425	114.8291	255.5171	0
102.6	10.25399	113.9211	255.7018	0
102.7	10.25349	112.9981	255.8864	0
102.8	10.25294	112.0611	256.071	0
102.9	10.25244	111.1115	256.2556	0
103	10.25197	110.1502	256.4403	0
103.1	10.25152	109.1786	256.6249	0
103.2	10.25104	108.1977	256.8096	0
103.3	10.2507	107.2088	256.9942	0
103.4	10.2502	106.2132	257.1788	0
103.5	10.24942	105.2121	257.3635	0
103.6	10.24887	104.2066	257.5481	0
103.7	10.24839	103.1981	257.7328	0
103.8	10.24831	102.1877	257.9174	0
103.9	10.2477	101.1768	258.102	0
104	10.24667	100.1665	258.2866	0
104.1	10.24603	99.15816	258.4713	0
104.2	10.24556	98.15298	258.6559	0
104.3	10.24576	97.15218	258.8405	0
104.4	10.24495	96.15698	259.0251	0
104.5	10.2437	95.16869	259.2098	0
104.6	10.243	94.18848	259.3945	0
104.7	10.24266	93.21753	259.5791	0
104.8	10.24306	92.25707	259.7637	0
104.9	10.24201	91.30827	259.9483	0
105	10.24058	90.37231	260.133	0
105.1	10.23986	89.45036	260.3177	0
105.2	10.23978	88.54356	260.5023	0
105.3	10.24022	87.65299	260.6869	0
105.4	10.23895	86.77973	260.8715	0
105.5	10.23738	85.92489	261.0562	0
105.6	10.23668	85.08954	261.2409	0
105.7	10.23693	84.27475	261.4255	0
105.8	10.23728	83.48145	261.61	0
105.9	10.23579	82.71063	261.7946	0
106	10.23418	81.96325	261.9793	0
106.1	10.23355	81.24023	262.1641	0
106.2	10.23408	80.5425	262.3487	0
106.3	10.23424	79.87088	262.5332	0
106.4	10.23261	79.22619	262.7178	0
106.5	10.23099	78.60921	262.9025	0
106.6	10.23051	78.02074	263.0872	0
106.7	10.2312	77.46156	263.2719	0
106.8	10.23116	76.93229	263.4564	0
106.9	10.22944	76.43354	263.641	0
107	10.22782	75.96594	263.8257	0
107.1	10.22753	75.53013	264.0104	0
107.2	10.22827	75.12669	264.195	0
107.3	10.21625	74.7562	264.3796	0
107.4	10.1966	74.41946	264.5639	0
107.5	10.17793	74.11676	264.7471	0
107.6	10.16155	73.84845	264.9302	0
107.7	10.14669	73.61474	265.1117	0
107.8	10.13166	73.41571	265.2924	0
107.9	10.11635	73.25143	265.4717	0
108	10.10226	73.12206	265.6495	0
108.1	10.09111	73.02776	265.8265	0
108.2	10.08154	72.96864	266.0019	0
108.3	10.07207	72.94469	266.1763	0
108.4	10.06244	72.95586	266.3493	0
108.5	10.05376	73.00211	266.521	0
108.6	10.04805	73.08353	266.6919	0
108.7	10.04338	73.20005	266.8621	0
108.8	10.03858	73.35148	267.0313	0
108.9	10.0335	73.53761	267.1994	0
109	10.02872	73.7582	267.3673	0
109.1	10.02657	74.01315	267.5337	0
109.2	10.02498	74.30215	267.7	0
109.3	10.0229	74.62483	267.8662	0
109.4	10.02036	74.98072	268.0321	0
109.5	10.01773	75.3694	268.197	0
109.6	10.01714	75.79047	268.3618	0
109.7	10.01682	76.24347	268.5266	0
109.8	10.01587	76.72773	268.6913	0
109.9	10.01443	77.24261	268.8561	0
110	10.01271	77.78743	269.021	0
110.1	10.01251	78.36159	269.1858	0
110.2	10.01243	78.9644	269.3506	0
110.3	10.0118	79.59501	269.5154	0
110.4	10.01071	80.25256	269.6801	0
110.5	10.00943	80.93622	269.845	0
110.6	10.00916	81.64516	270.0098	0
110.7	10.00897	82.37849	270.1746	0
110.8	10.00838	83.13523	270.3394	0
110.9	10.00745	83.91437	270.5042	0
111	10.00646	84.71492	270.669	0
111.1	10.00596	85.53587	270.8338	0
111.2	10.00552	86.37606	270.9986	0
111.3	10.00489	87.23461	271.1634	0
111.4	10.00401	88.11028	271.3282	0
111.5	10.0032	89.00194	271.493	0
111.6	10.00235	89.90845	271.6578	0
111.7	10.00157	90.82865	271.8226	0
111.8	10.00077	91.76135	271.9874	0
111.9	9.999895	92.70532	272.1522	0
112	9.999191	93.65933	272.317	0
112.1	9.997958	94.62218	272.4818	0
112.2	9.996828	95.59261	272.6466	0
112.3	9.995883	96.56933	272.8115	0
112.4	9.995058	97.55114	272.9763	0
112.5	9.994514	98.53677	273.141	0
112.6	9.992974	99.5249	273.3058	0
112.7	9.991582	100.5142	273.4706	0
112.8	9.990587	101.5035	273.6355	0
112.9	9.989982	102.4915	273.8003	0
113	9.989688	103.477	273.965	0
113.1	9.988011	104.4586	274.1298	0
113.2	9.986501	105.4351	274.2946	0
113.3	9.985566	106.4052	274.4595	0
113.4	9.985281	107.3677	274.6243	0
113.5	9.985269	108.3214	274.789	0
113.6	9.983579	109.265	274.9538	0
113.7	9.98199	110.1973	275.1186	0
113.8	9.981131	111.117	275.2835	0
113.9	9.981193	112.0231	275.4483	0
114	9.981411	112.9144	275.613	0
114.1	9.979749	113.7896	275.7777	0
114.2	9.978083	114.6477	275.9418	0
114.3	9.97729	115.4875	276.1062	0
114.4	9.977627	116.3081	276.271	0
114.5	9.977951	117.1082	276.4357	0
114.6	9.976349	117.8869	276.6003	0
114.7	9.974582	118.6432	276.7637	0
114.8	9.973837	119.376	276.9271	0
114.9	9.974424	120.0845	277.0918	0
115	9.974779	120.7678	277.2565	0
115.1	9.973311	121.425	277.4207	0
115.2	9.971453	122.0551	277.584	0
115.3	9.970739	122.6575	277.7474	0
115.4	9.971562	123.2312	277.9114	0
115.5	9.971917	123.7757	278.0761	0
115.6	9.970652	124.2901	278.2397	0
115.7	9.968761	124.7739	278.403	0
115.8	9.968102	125.2264	278.5664	0
115.9	9.9691	125.6469	278.7297	0
116	9.969537	126.0351	278.893	0
116.1	9.96852	126.3903	279.0562	0
116.2	9.96662	126.7121	279.2195	0
116.3	9.966028	127.0001	279.3829	0
116.4	9.967074	127.254	279.5462	0
116.5	9.967492	127.4732	279.7094	0
116.6	9.966638	127.6578	279.8726	0
116.7	9.964748	127.8073	280.0359	0
116.8	9.964198	127.9216	280.1993	0
116.9	9.965202	128.0005	280.3625	0
117	9.96552	128.0439	280.5257	0
117.1	9.964772	128.0518	280.6889	0
117.2	9.962928	128.0242	280.8523	0
117.3	9.962395	127.9611	281.0156	0
117.4	9.963284	127.8626	281.1789	0
117.5	9.963494	127.7287	281.3421	0
117.6	9.962836	127.5598	281.5053	0
117.7	9.961102	127.356	281.6686	0
117.8	9.960602	127.1176	281.832	0
117.9	9.961327	126.8448	281.9952	0
118	9.961442	126.538	282.1584	0
118.1	9.960865	126.1977	282.3217	0
118.2	9.959343	125.8243	282.485	0
118.3	9.95887	125.4184	282.6483	0
118.4	9.959399	124.9802	282.8116	0
118.5	9.959429	124.5105	282.9748	0
118.6	9.958897	124.0099	283.138	0
118.7	9.957619	123.479	283.3013	0
118.8	9.957157	122.9186	283.4647	0
118.9	9.957462	122.3293	283.6279	0
119	9.957401	121.7119	283.7911	0
119.1	9.956921	121.0672	283.9544	0
119.2	9.955924	120.3961	284.1177	0
119.3	9.955471	119.6994	284.281	0
119.4	9.955509	118.978	284.4443	0
119.5	9.955334	118.2329	284.6075	0
119.6	9.954884	117.465	284.7708	0
119.7	9.954197	116.6753	284.9341	0
119.8	9.953739	115.8649	285.0973	0
119.9	9.953458	115.0348	285.2606	0
120	9.95315	114.1861	285.4239	0
120.1	9.952752	113.3199	285.5872	0
120.2	9.952349	112.4373	285.7504	0
120.3	9.951912	111.5395	285.9137	0
120.4	9.951324	110.6276	286.077	0
120.5	9.950451	109.7029	286.2402	0
120.6	9.934391	108.7671	286.4035	0
120.7	9.917059	107.8225	286.5656	0
120.8	9.900315	106.8701	286.7274	0
120.9	9.883803	105.9113	286.8877	0
121	9.868436	104.947	287.0471	0
121.1	9.854339	103.9784	287.2052	0
121.2	9.841939	103.0068	287.3621	0
121.3	9.830585	102.0331	287.5175	0
121.4	9.819427	101.0585	287.6712	0
121.5	9.809882	100.0843	287.8235	0
121.6	9.802035	99.11148	287.9744	0
121.7	9.796142	98.1412	288.1238	0
121.8	9.791355	97.17457	288.2719	0
121.9	9.786148	96.21285	288.4185	0
122	9.782261	95.25721	288.5638	0
122.1	9.780007	94.30875	288.7083	0
122.2	9.779538	93.36867	288.8516	0
122.3	9.779884	92.4381	288.994	0
122.4	9.77904	91.51832	289.1358	0
122.5	9.778797	90.6105	289.2762	0
122.6	9.779911	89.71578	289.4167	0
122.7	9.782605	88.83532	289.557	0
122.8	9.785744	87.97027	289.696	0
122.9	9.787181	87.12184	289.8348	0
123	9.788315	86.29122	289.9738	0
123.1	9.790533	85.47942	290.1127	0
123.2	9.794254	84.68759	290.2516	0
123.3	9.798061	83.91678	290.3903	0
123.4	9.800043	83.16812	290.5291	0
123.5	9.800915	82.44267	290.6681	0
123.6	9.802614	81.74133	290.8071	0
123.7	9.805889	81.06507	290.946	0
123.8	9.809043	80.41481	291.0852	0
123.9	9.8104	79.79151	291.2256	0
124	9.810118	79.19604	291.3661	0
124.1	9.810453	78.6292	291.5066	0
124.2	9.812495	78.09171	291.647	0
124.3	9.814386	77.58434	291.7876	0
124.4	9.814649	77.1078	291.9294	0
124.5	9.813059	76.66277	292.0714	0
124.6	9.811836	76.24979	292.2134	0
124.7	9.81251	75.86942	292.3554	0
124.8	9.813137	75.52218	292.4972	0
124.9	9.812401	75.20853	292.6391	0
125	9.809874	74.92889	292.781	0
125.1	9.807424	74.68361	292.9237	0
125.2	9.806988	74.47301	293.0672	0
125.3	9.806691	74.29736	293.2105	0
125.4	9.805242	74.15688	293.3539	0
125.5	9.802344	74.05175	293.4973	0
125.6	9.799185	73.98206	293.6409	0
125.7	9.798177	73.94788	293.7844	0
125.8	9.797551	73.94929	293.9278	0
125.9	9.795962	73.98625	294.0711	0
126	9.793355	74.05869	294.2146	0
126.1	9.790154	74.16646	294.3581	0
126.2	9.789038	74.30944	294.5016	0
126.3	9.788481	74.48746	294.645	0
126.4	9.787215	74.70024	294.7883	0
126.5	9.785247	74.94749	294.9316	0
126.6	9.782582	75.22886	295.0736	0
126.7	9.781698	75.54397	295.2156	0
126.8	9.781491	75.89246	295.3575	0
126.9	9.780783	76.27384	295.4993	0
127	9.779593	76.68758	295.6412	0
127.1	9.777683	77.1331	295.7831	0
127.2	9.777008	77.60985	295.9251	0
127.3	9.77702	78.11722	296.067	0
127.4	9.776752	78.65454	296.2089	0
127.5	9.776093	79.22108	296.3507	0
127.6	9.774987	79.81606	296.4927	0
127.7	9.774475	80.43869	296.6346	0
127.8	9.774502	81.08818	296.7765	0
127.9	9.77448	81.76369	296.9175	0
128	9.774204	82.46428	297.0579	0
128.1	9.773819	83.189	297.1983	0
128.2	9.773476	83.93695	297.3387	0
128.3	9.773361	84.7071	297.4791	0
128.4	9.773346	85.49843	297.6195	0
128.5	9.773204	86.3099	297.7599	0
128.6	9.773209	87.1404	297.9002	0
128.7	9.772945	87.98883	298.0406	0
128.8	9.772505	88.85404	298.181	0
128.9	9.764457	89.73468	298.3214	0
129	9.750216	90.62867	298.4618	0
129.1	9.737082	91.53476	298.6017	0
129.2	9.724335	92.4518	298.7405	0
129.3	9.711679	93.37856	298.8783	0
129.4	9.700109	94.3139	299.015	0
129.5	9.689916	95.25674	299.1505	0
129.6	9.681318	96.20591	299.2845	0
129.7	9.674066	97.16033	299.417	0
129.8	9.666638	98.11874	299.5479	0
129.9	9.660595	99.08005	299.6772	0
130	9.656358	100.0432	299.8048	0
130.1	9.654159	101.007	299.9308	0
130.2	9.653758	101.9704	300.0551	0
130.3	9.652744	102.9321	300.1779	0
130.4	9.652608	103.8909	300.299	0
130.5	9.654253	104.8459	300.4186	0
130.6	9.658007	105.7958	300.5367	0
130.7	9.663546	106.7395	300.6535	0
130.8	9.668226	107.6757	300.7689	0
130.9	9.672724	108.6033	300.8834	0
131	9.678785	109.521	300.9963	0
131.1	9.686685	110.4279	301.1083	0
131.2	9.696148	111.3227	301.2196	0
131.3	9.704543	112.2042	301.33	0
131.4	9.711661	113.0711	301.4399	0
131.5	9.719614	113.9223	301.5499	0
131.6	9.729298	114.7567	301.6594	0
131.7	9.740156	115.5733	301.7676	0
131.8	9.749692	116.3708	301.8759	0
