Time	Aircraft Simulation Altitude	Aircraft Simulation Position Z	Aircraft Simulation Net Global Force X	Aircraft Simulation Net Global Force Y	Aircraft Simulation Net Global Force Z	Aircraft Simulation Airspeed
70.7	56.37078	581.5237	0	0	0	12.8527
70.8	56.40141	582.8055	0	0	0	12.79268
70.9	56.44334	584.0805	0	0	0	12.72397
71	56.49589	585.3478	0	0	0	12.64718
71.1	56.55836	586.6066	0	0	0	12.56271
71.2	56.62988	587.8561	0	0	0	12.47109
71.3	56.70955	589.0955	0	0	0	12.37281
71.4	56.79647	590.3243	0	0	0	12.26853
71.5	56.88963	591.542	0	0	0	12.15897
71.6	56.98801	592.748	0	0	0	12.04474
71.7	57.09054	593.942	0	0	0	11.92657
71.8	57.19614	595.1236	0	0	0	11.8053
71.9	57.30371	596.2928	0	0	0	11.68167
72	57.41217	597.4496	0	0	0	11.55659
72.1	57.52042	598.5938	0	0	0	11.43085
72.2	57.6274	599.7255	0	0	0	11.30534
72.3	57.73205	600.8449	0	0	0	11.18104
72.4	57.83337	601.9524	0	0	0	11.05878
72.5	57.93036	603.0482	0	0	0	10.93945
72.6	58.0221	604.1329	0	0	0	10.82401
72.7	58.10773	605.2065	0	0	0	10.71339
72.8	58.18641	606.2701	0	0	0	10.60836
72.9	58.25736	607.3242	0	0	0	10.50982
73	58.31988	608.3692	0	0	0	10.41856
73.1	58.37335	609.4063	0	0	0	10.33532
73.2	58.4172	610.4359	0	0	0	10.26086
73.3	58.45091	611.4591	0	0	0	10.1958
73.4	58.47407	612.4767	0	0	0	10.14065
73.5	58.48632	613.4894	0	0	0	10.09582
73.6	58.48739	614.4985	0	0	0	10.06183
73.7	58.4771	615.5046	0	0	0	10.03888
73.8	58.4553	616.5098	0	0	0	10.0271
73.9	58.42196	617.5125	0	0	0	10.02653
74	58.37709	618.5157	0	0	0	10.03723
74.1	58.32082	619.5209	0	0	0	10.059
74.2	58.25329	620.5276	0	0	0	10.09145
74.3	58.17473	621.5372	0	0	0	10.13427
74.4	58.08546	622.5507	0	0	0	10.18707
74.5	57.98586	623.5691	0	0	0	10.24934
74.6	57.87635	624.5931	0	0	0	10.32033
74.7	57.75742	625.6236	0	0	0	10.3994
74.8	57.6296	626.6614	0	0	0	10.48583
74.9	57.49352	627.7072	0	0	0	10.57886
75	57.34983	628.7615	0	0	0	10.67775
75.1	57.19923	629.825	0	0	0	10.7816
75.2	57.04245	630.8983	0	0	0	10.88949
75.3	56.88025	631.9818	0	0	0	11.00061
75.4	56.71349	633.076	0	0	0	11.11423
75.5	56.54302	634.1811	0	0	0	11.22952
75.6	56.36971	635.2973	0	0	0	11.34546
75.7	56.19442	636.425	0	0	0	11.46136
75.8	56.01807	637.5642	0	0	0	11.57644
75.9	55.84158	638.7148	0	0	0	11.68996
76	55.6659	639.8769	0	0	0	11.80124
76.1	55.49195	641.0503	0	0	0	11.90944
76.2	55.32066	642.2349	0	0	0	12.01397
76.3	55.1529	643.4301	0	0	0	12.11424
76.4	54.98959	644.6359	0	0	0	12.20964
76.5	54.83161	645.8517	0	0	0	12.29961
76.6	54.67979	647.077	0	0	0	12.38364
76.7	54.53491	648.3113	0	0	0	12.46117
76.8	54.39771	649.5538	0	0	0	12.53187
76.9	54.26892	650.804	0	0	0	12.59539
77	54.1492	652.061	0	0	0	12.65129
77.1	54.03908	653.3241	0	0	0	12.69924
77.2	53.93907	654.5922	0	0	0	12.739
77.3	53.84964	655.8649	0	0	0	12.77052
77.4	53.77116	657.141	0	0	0	12.79349
77.5	53.70387	658.4189	0	0	0	12.80775
77.6	53.64795	659.6998	0	0	0	12.81328
77.7	53.60355	660.9807	0	0	0	12.81015
77.8	53.57065	662.2615	0	0	0	12.7984
77.9	53.54918	663.5397	0	0	0	12.77789
78	53.53897	664.8161	0	0	0	12.74895
78.1	53.53983	666.0892	0	0	0	12.71173
78.2	53.5514	667.3581	0	0	0	12.66644
78.3	53.57322	668.6219	0	0	0	12.61323
78.4	53.6048	669.8797	0	0	0	12.55254
78.5	53.64556	671.1307	0	0	0	12.48484
78.6	53.69487	672.3745	0	0	0	12.41044
78.7	53.75201	673.61	0	0	0	12.32976
78.8	53.81623	674.8369	0	0	0	12.24337
78.9	53.8867	676.0544	0	0	0	12.15183
79	53.96257	677.2623	0	0	0	12.05575
79.1	54.04296	678.46	0	0	0	11.95564
79.2	54.12694	679.6474	0	0	0	11.85222
79.3	54.21359	680.824	0	0	0	11.74623
79.4	54.30198	681.9899	0	0	0	11.63831
79.5	54.39112	683.1447	0	0	0	11.52921
79.6	54.48013	684.2887	0	0	0	11.41969
79.7	54.56806	685.4219	0	0	0	11.3105
79.8	54.654	686.5443	0	0	0	11.20251
79.9	54.73709	687.6564	0	0	0	11.09642
80	54.81644	688.7581	0	0	0	10.99296
80.1	54.89127	689.8501	0	0	0	10.89304
80.2	54.9608	690.9327	0	0	0	10.79737
80.3	55.02431	692.0064	0	0	0	10.70664
80.4	55.08113	693.0718	0	0	0	10.62161
80.5	55.13063	694.1295	0	0	0	10.54298
80.6	55.17227	695.18	0	0	0	10.47136
80.7	55.20554	696.2241	0	0	0	10.40732
80.8	55.22998	697.2626	0	0	0	10.35141
80.9	55.24521	698.2962	0	0	0	10.30403
81	55.25101	699.3259	0	0	0	10.26564
81.1	55.24699	700.3521	0	0	0	10.23652
81.2	55.23306	701.3754	0	0	0	10.21689
81.3	55.2091	702.3979	0	0	0	10.20683
81.4	55.17503	703.4182	0	0	0	10.20643
81.5	55.13091	704.4384	0	0	0	10.21569
81.6	55.07684	705.4615	0	0	0	10.23441
81.7	55.01292	706.4854	0	0	0	10.26227
81.8	54.93934	707.5122	0	0	0	10.29912
81.9	54.85647	708.5425	0	0	0	10.34462
82	54.76455	709.5766	0	0	0	10.39817
82.1	54.66397	710.616	0	0	0	10.45928
82.2	54.55514	711.6609	0	0	0	10.52745
82.3	54.43858	712.7121	0	0	0	10.60208
82.4	54.3148	713.7703	0	0	0	10.68253
82.5	54.18438	714.836	0	0	0	10.76806
82.6	54.0479	715.9098	0	0	0	10.85796
82.7	53.90605	716.9921	0	0	0	10.9515
82.8	53.7595	718.0833	0	0	0	11.04805
82.9	53.609	719.1838	0	0	0	11.14689
83	53.45527	720.2938	0	0	0	11.24714
83.1	53.29908	721.4135	0	0	0	11.34813
83.2	53.14119	722.5433	0	0	0	11.44923
83.3	52.98244	723.683	0	0	0	11.54975
83.4	52.82363	724.8327	0	0	0	11.64897
83.5	52.6656	725.9924	0	0	0	11.74624
83.6	52.50912	727.162	0	0	0	11.84091
83.7	52.35501	728.3414	0	0	0	11.93245
83.8	52.20404	729.53	0	0	0	12.02033
83.9	52.05701	730.7278	0	0	0	12.10394
