Time	Aircraft Simulation Altitude	Aircraft Simulation Position Z	Aircraft Simulation Net Global Force X	Aircraft Simulation Net Global Force Y	Aircraft Simulation Net Global Force Z	Aircraft Simulation Airspeed
14.5	1.439746	5.402288	0	0	0	1.699351
14.6	1.441745	5.587863	0	0	0	1.993601
14.7	1.444064	5.80248	0	0	0	2.280626
14.8	1.446688	6.045424	0	0	0	2.560561
14.9	1.449613	6.315995	0	0	0	2.833624
15	1.452831	6.613522	0	0	0	3.10013
15.1	1.456336	6.937353	0	0	0	3.360215
15.2	1.460117	7.286859	0	0	0	3.614098
15.3	1.464168	7.661444	0	0	0	3.862171
15.4	1.468488	8.060545	0	0	0	4.104814
15.5	1.473067	8.483625	0	0	0	4.342343
15.6	1.477901	8.930182	0	0	0	4.574708
15.7	1.482984	9.399742	0	0	0	4.802615
15.8	1.488311	9.891857	0	0	0	5.026098
15.9	1.493878	10.40611	0	0	0	5.245566
16	1.49968	10.94209	0	0	0	5.461133
16.1	1.505714	11.49943	0	0	0	5.673114
16.2	1.511979	12.07779	0	0	0	5.881566
16.3	1.518464	12.67682	0	0	0	6.086752
16.4	1.525171	13.2962	0	0	0	6.288876
16.5	1.532097	13.93564	0	0	0	6.488023
16.6	1.539234	14.59485	0	0	0	6.684539
16.7	1.546586	15.27356	0	0	0	6.878563
16.8	1.554143	15.97156	0	0	0	7.070221
16.9	1.561908	16.68861	0	0	0	7.259909
17	1.569879	17.42451	0	0	0	7.447415
17.1	1.578056	18.17907	0	0	0	7.632916
17.2	1.586758	18.95194	0	0	0	7.813779
17.3	1.596601	19.74275	0	0	0	7.992693
17.4	1.608028	20.55162	0	0	0	8.174387
17.5	1.621312	21.37933	0	0	0	8.363832
17.6	1.636351	22.22762	0	0	0	8.565061
17.7	1.652478	23.09896	0	0	0	8.773403
17.8	1.667277	23.99545	0	0	0	8.974221
17.9	1.669281	24.91862	0	0	0	9.178214
18	1.648117	25.86876	0	0	0	9.420047
18.1	1.605549	26.84471	0	0	0	9.711652
18.2	1.60588	27.83581	0	0	0	9.931106
18.3	1.624411	28.8453	0	0	0	10.1152
18.4	1.656615	29.87519	0	0	0	10.27409
18.5	1.697107	30.92474	0	0	0	10.42549
18.6	1.742754	31.99185	0	0	0	10.58831
18.7	1.798144	33.07352	0	0	0	10.74922
18.8	1.871577	34.16682	0	0	0	10.88664
18.9	1.968958	35.26936	0	0	0	10.99462
19	2.092609	36.37879	0	0	0	11.07554
19.1	2.242958	37.49236	0	0	0	11.13273
19.2	2.420127	38.60674	0	0	0	11.16201
19.3	2.623589	39.71871	0	0	0	11.16635
19.4	2.85217	40.82557	0	0	0	11.15076
19.5	3.104955	41.92458	0	0	0	11.11658
19.6	3.381322	43.0131	0	0	0	11.06221
19.7	3.680275	44.08876	0	0	0	10.98812
19.8	4.000145	45.14962	0	0	0	10.89575
19.9	4.338777	46.19403	0	0	0	10.78683
20	4.693713	47.22073	0	0	0	10.66288
20.1	5.062229	48.22881	0	0	0	10.52569
20.2	5.441344	49.2178	0	0	0	10.37827
20.3	5.828038	50.18766	0	0	0	10.22258
20.4	6.219269	51.13863	0	0	0	10.06049
20.5	6.61191	52.07145	0	0	0	9.894786
20.6	7.002814	52.98732	0	0	0	9.730392
20.7	7.389139	53.88754	0	0	0	9.569129
20.8	7.768383	54.77351	0	0	0	9.411664
20.9	8.138012	55.647	0	0	0	9.259918
21	8.495234	56.51016	0	0	0	9.117356
21.1	8.837158	57.36559	0	0	0	8.991083
21.2	9.161458	58.21572	0	0	0	8.884114
21.3	9.466712	59.06255	0	0	0	8.796162
21.4	9.751922	59.9081	0	0	0	8.727289
21.5	10.01601	60.75458	0	0	0	8.678883
21.6	10.25769	61.60439	0	0	0	8.65494
21.7	10.47598	62.45984	0	0	0	8.659814
21.8	10.67103	63.32272	0	0	0	8.692559
21.9	10.84422	64.19441	0	0	0	8.749777
22	10.9975	65.07619	0	0	0	8.827866
22.1	11.13292	65.9693	0	0	0	8.923675
22.2	11.25238	66.87494	0	0	0	9.033917
22.3	11.35762	67.79408	0	0	0	9.157019
22.4	11.45039	68.72764	0	0	0	9.292296
22.5	11.5329	69.67617	0	0	0	9.437875
22.6	11.60805	70.63995	0	0	0	9.590289
22.7	11.67935	71.61888	0	0	0	9.74319
22.8	11.75016	72.61266	0	0	0	9.890999
22.9	11.82309	73.62088	0	0	0	10.03371
23	11.90038	74.64291	0	0	0	10.17115
23.1	11.98459	75.67776	0	0	0	10.30194
23.2	12.0787	76.72397	0	0	0	10.42042
23.3	12.1854	77.77987	0	0	0	10.52255
23.4	12.3064	78.84386	0	0	0	10.60998
23.5	12.44291	79.91419	0	0	0	10.68379
23.6	12.59634	80.98885	0	0	0	10.74294
23.7	12.76816	82.06551	0	0	0	10.78321
23.8	12.95917	83.142	0	0	0	10.80463
23.9	13.16935	84.21636	0	0	0	10.80935
24	13.39838	85.28654	0	0	0	10.79852
24.1	13.64598	86.35052	0	0	0	10.77126
24.2	13.91159	87.40634	0	0	0	10.7269
24.3	14.19402	88.45246	0	0	0	10.66742
24.4	14.49173	89.48751	0	0	0	10.59468
24.5	14.80305	90.51033	0	0	0	10.50995
24.6	15.12621	91.51995	0	0	0	10.41383
24.7	15.45922	92.51581	0	0	0	10.30852
24.8	15.79993	93.49753	0	0	0	10.19563
24.9	16.14615	94.4651	0	0	0	10.07645
25	16.49556	95.41869	0	0	0	9.952822
25.1	16.84573	96.35892	0	0	0	9.827991
25.2	17.19431	97.28664	0	0	0	9.704656
25.3	17.53925	98.20271	0	0	0	9.583548
25.4	17.87857	99.10824	0	0	0	9.465731
25.5	18.2102	100.0046	0	0	0	9.353167
25.6	18.5319	100.8934	0	0	0	9.25051
25.7	18.84171	101.7766	0	0	0	9.161196
25.8	19.1383	102.6556	0	0	0	9.085159
25.9	19.42079	103.532	0	0	0	9.02234
26	19.68832	104.4074	0	0	0	8.973439
26.1	19.93986	105.2836	0	0	0	8.945697
26.2	20.17524	106.1627	0	0	0	8.948007
26.3	20.39681	107.0449	0	0	0	8.958453
26.4	20.6067	107.9305	0	0	0	8.971376
26.5	20.80455	108.8212	0	0	0	8.993112
26.6	20.98868	109.7189	0	0	0	9.029181
26.7	21.15765	110.6251	0	0	0	9.083624
26.8	21.31149	111.5408	0	0	0	9.15718
26.9	21.45187	112.4665	0	0	0	9.24646
27	21.58156	113.4026	0	0	0	9.34622
27.1	21.70347	114.3496	0	0	0	9.452132
27.2	21.82015	115.3077	0	0	0	9.559969
27.3	21.93352	116.277	0	0	0	9.667226
27.4	22.04493	117.2577	0	0	0	9.775161
27.5	22.15575	118.2495	0	0	0	9.883917
27.6	22.26797	119.2519	0	0	0	9.992034
27.7	22.38419	120.2641	0	0	0	10.09461
27.8	22.50689	121.2851	0	0	0	10.18779
27.9	22.63785	122.314	0	0	0	10.2714
28	22.77841	123.3496	0	0	0	10.34596
28.1	22.92993	124.3906	0	0	0	10.41088
28.2	23.09386	125.4355	0	0	0	10.46251
28.3	23.27128	126.4826	0	0	0	10.49951
28.4	23.46254	127.5305	0	0	0	10.52367
28.5	23.6677	128.5777	0	0	0	10.53602
28.6	23.88693	129.6226	0	0	0	10.53625
28.7	24.12034	130.6635	0	0	0	10.52261
28.8	24.36757	131.6992	0	0	0	10.49584
28.9	24.62784	132.7283	0	0	0	10.45744
29	24.90015	133.7498	0	0	0	10.40859
29.1	25.18345	134.7628	0	0	0	10.34955
29.2	25.47656	135.7662	0	0	0	10.28104
29.3	25.77801	136.7597	0	0	0	10.20476
29.4	26.08621	137.7428	0	0	0	10.12191
29.5	26.39953	138.7153	0	0	0	10.03366
29.6	26.71622	139.6774	0	0	0	9.941592
29.7	27.03449	140.6292	0	0	0	9.848193
29.8	27.35262	141.5713	0	0	0	9.754763
29.9	27.66903	142.5042	0	0	0	9.6618
30	27.98211	143.4286	0	0	0	9.570724
30.1	28.29013	144.3455	0	0	0	9.48371
30.2	28.59137	145.2561	0	0	0	9.404391
30.3	28.88446	146.1616	0	0	0	9.333603
30.4	29.16846	147.063	0	0	0	9.271114
30.5	29.44248	147.9615	0	0	0	9.217478
30.6	29.70555	148.8584	0	0	0	9.174307
30.7	29.9567	149.755	0	0	0	9.144463
30.8	30.19529	150.6529	0	0	0	9.128853
30.9	30.42132	151.5531	0	0	0	9.126661
31	30.63511	152.4566	0	0	0	9.136818
31.1	30.83708	153.3643	0	0	0	9.158709
31.2	31.02762	154.2775	0	0	0	9.192158
31.3	31.20723	155.1968	0	0	0	9.237343
31.4	31.37673	156.1232	0	0	0	9.293338
31.5	31.53724	157.0572	0	0	0	9.358573
31.6	31.69022	157.9993	0	0	0	9.431487
31.7	31.83727	158.9499	0	0	0	9.509233
31.8	31.97993	159.9089	0	0	0	9.589353
31.9	32.11956	160.8766	0	0	0	9.671699
32	32.25747	161.853	0	0	0	9.75564
32.1	32.39522	162.8378	0	0	0	9.840061
32.2	32.53466	163.8306	0	0	0	9.921798
32.3	32.67761	164.8307	0	0	0	9.997497
32.4	32.82541	165.8374	0	0	0	10.06723
32.5	32.97908	166.85	0	0	0	10.13151
32.6	33.13972	167.8678	0	0	0	10.18966
32.7	33.30868	168.8894	0	0	0	10.2393
32.8	33.48705	169.9138	0	0	0	10.27797
32.9	33.67544	170.9399	0	0	0	10.30678
33	33.87406	171.9667	0	0	0	10.32667
33.1	34.08318	172.9928	0	0	0	10.33752
33.2	34.30308	174.0171	0	0	0	10.33768
33.3	34.53381	175.0385	0	0	0	10.32698
33.4	34.77493	176.0558	0	0	0	10.30666
33.5	35.02584	177.0684	0	0	0	10.27785
33.6	35.28583	178.0751	0	0	0	10.24086
33.7	35.55423	179.0755	0	0	0	10.19553
33.8	35.83007	180.0687	0	0	0	10.14324
33.9	36.11226	181.0544	0	0	0	10.08489
34	36.39961	182.0323	0	0	0	10.02156
34.1	36.69088	183.0023	0	0	0	9.954088
34.2	36.98474	183.9644	0	0	0	9.884036
34.3	37.27984	184.9187	0	0	0	9.813036
34.4	37.57492	185.8657	0	0	0	9.741653
34.5	37.86872	186.8057	0	0	0	9.6707
34.6	38.15995	187.7392	0	0	0	9.601431
34.7	38.44724	188.6671	0	0	0	9.536258
34.8	38.72935	189.5902	0	0	0	9.476974
34.9	39.00541	190.5092	0	0	0	9.42345
35	39.27465	191.425	0	0	0	9.375939
35.1	39.53629	192.3385	0	0	0	9.335342
35.2	39.78949	193.2508	0	0	0	9.303451
35.3	40.03355	194.1631	0	0	0	9.281931
35.4	40.26823	195.0759	0	0	0	9.270578
35.5	40.49357	195.9905	0	0	0	9.26851
35.6	40.70974	196.9074	0	0	0	9.275366
35.7	40.9169	197.8276	0	0	0	9.291233
35.8	41.11528	198.7519	0	0	0	9.316448
35.9	41.30528	199.681	0	0	0	9.35056
36	41.48763	200.6154	0	0	0	9.392735
36.1	41.66331	201.5556	0	0	0	9.441727
36.2	41.83338	202.502	0	0	0	9.495758
36.3	41.99894	203.4548	0	0	0	9.55319
36.4	42.16098	204.4142	0	0	0	9.613581
36.5	42.32048	205.3802	0	0	0	9.676525
36.6	42.4786	206.3529	0	0	0	9.741185
36.7	42.63673	207.332	0	0	0	9.80539
36.8	42.79631	208.317	0	0	0	9.866364
36.9	42.95844	209.3076	0	0	0	9.923658
37	43.12395	210.3033	0	0	0	9.977812
37.1	43.29378	211.3035	0	0	0	10.02821
37.2	43.46899	212.3076	0	0	0	10.07343
37.3	43.65062	213.3145	0	0	0	10.11069
37.4	43.8393	214.3237	0	0	0	10.14056
37.5	44.03536	215.3341	0	0	0	10.16377
37.6	44.2391	216.3448	0	0	0	10.18042
37.7	44.4509	217.3553	0	0	0	10.18934
37.8	44.671	218.3643	0	0	0	10.18932
37.9	44.89928	219.3713	0	0	0	10.18155
38	45.13538	220.3752	0	0	0	10.1668
38.1	45.37889	221.3755	0	0	0	10.14552
38.2	45.62944	222.3716	0	0	0	10.11736
38.3	45.88648	223.3627	0	0	0	10.08272
38.4	46.14922	224.3484	0	0	0	10.04284
38.5	46.41683	225.3286	0	0	0	9.998305
38.6	46.68841	226.3028	0	0	0	9.949983
38.7	46.96304	227.271	0	0	0	9.89834
38.8	47.2397	228.2332	0	0	0	9.845045
38.9	47.51738	229.1896	0	0	0	9.790683
39	47.79513	230.1403	0	0	0	9.736004
39.1	48.07193	231.0856	0	0	0	9.681571
39.2	48.34675	232.0261	0	0	0	9.62894
39.3	48.61855	232.9622	0	0	0	9.579825
39.4	48.88649	233.8946	0	0	0	9.53473
39.5	49.14993	234.8238	0	0	0	9.493734
39.6	49.4082	235.7505	0	0	0	9.457153
39.7	49.66063	236.6754	0	0	0	9.426283
39.8	49.90655	237.5994	0	0	0	9.402696
39.9	50.14556	238.5229	0	0	0	9.386626
40	50.37754	239.4471	0	0	0	9.377624
40.1	50.60252	240.3725	0	0	0	9.37536
40.2	50.8205	241.2997	0	0	0	9.379838
40.3	51.03154	242.2293	0	0	0	9.391644
40.4	51.23579	243.1621	0	0	0	9.410728
40.5	51.43367	244.0985	0	0	0	9.43645
40.6	51.62579	245.039	0	0	0	9.468112
40.7	51.81287	245.9839	0	0	0	9.504564
40.8	51.99569	246.9334	0	0	0	9.544491
40.9	52.17493	247.8879	0	0	0	9.587739
41	52.3513	248.8474	0	0	0	9.633862
41.1	52.52564	249.8121	0	0	0	9.68232
41.2	52.69899	250.7818	0	0	0	9.731767
41.3	52.87242	251.7564	0	0	0	9.779768
41.4	53.04689	252.7355	0	0	0	9.82589
41.5	53.22306	253.7189	0	0	0	9.870247
41.6	53.40166	254.7064	0	0	0	9.912739
41.7	53.58355	255.6972	0	0	0	9.952178
41.8	53.76965	256.691	0	0	0	9.986347
41.9	53.96061	257.687	0	0	0	10.01491
42	54.15676	258.6846	0	0	0	10.03867
42.1	54.3584	259.6834	0	0	0	10.05767
42.2	54.56594	260.6821	0	0	0	10.0714
42.3	54.77976	261.6807	0	0	0	10.07817
42.4	54.9999	262.6785	0	0	0	10.07841
42.5	55.2262	263.6747	0	0	0	10.07312
42.6	55.45842	264.6686	0	0	0	10.06258
42.7	55.69635	265.6599	0	0	0	10.04677
42.8	55.93976	266.6478	0	0	0	10.0252
42.9	56.18814	267.6321	0	0	0	9.998968
43	56.44091	268.6124	0	0	0	9.968625
43.1	56.69746	269.5883	0	0	0	9.934835
43.2	56.95713	270.5599	0	0	0	9.897765
43.3	57.2192	271.5268	0	0	0	9.858339
43.4	57.4829	272.4891	0	0	0	9.817474
43.5	57.74745	273.447	0	0	0	9.775784
43.6	58.01208	274.4005	0	0	0	9.733648
43.7	58.27604	275.3499	0	0	0	9.691936
43.8	58.53848	276.2957	0	0	0	9.651792
43.9	58.79866	277.238	0	0	0	9.614361
44	59.05597	278.1774	0	0	0	9.579624
44.1	59.30987	279.1142	0	0	0	9.550173
44.2	59.56016	280.0496	0	0	0	9.536981
44.3	59.80851	280.9837	0	0	0	9.540768
44.4	60.05862	281.9158	0	0	0	9.554445
44.5	60.31433	282.8455	0	0	0	9.568541
44.6	60.57736	283.7723	0	0	0	9.578645
44.7	60.847	284.6967	0	0	0	9.585413
44.8	61.1212	285.6194	0	0	0	9.588487
44.9	61.39738	286.5409	0	0	0	9.592491
45	61.67244	287.4626	0	0	0	9.600619
45.1	61.94239	288.3865	0	0	0	9.612752
45.2	62.20299	289.3139	0	0	0	9.627454
45.3	62.45121	290.2466	0	0	0	9.654532
45.4	62.68527	291.1863	0	0	0	9.696416
45.5	62.90387	292.1348	0	0	0	9.752305
45.6	63.10622	293.0932	0	0	0	9.823485
45.7	63.29218	294.063	0	0	0	9.910768
45.8	63.46211	295.0454	0	0	0	10.01447
45.9	63.61635	296.0417	0	0	0	10.13333
46	63.75503	297.0526	0	0	0	10.25409
46.1	63.87805	298.0768	0	0	0	10.36548
46.2	63.98584	299.1147	0	0	0	10.4902
46.3	64.07936	300.1671	0	0	0	10.62735
46.4	64.15947	301.2349	0	0	0	10.77518
46.5	64.22715	302.3188	0	0	0	10.93217
46.6	64.28333	303.4194	0	0	0	11.09708
46.7	64.32912	304.5374	0	0	0	11.26866
46.8	64.36564	305.6732	0	0	0	11.44543
46.9	64.39417	306.827	0	0	0	11.62607
47	64.41602	307.9992	0	0	0	11.80924
47.1	64.4326	309.1898	0	0	0	11.99361
47.2	64.44534	310.3989	0	0	0	12.17774
47.3	64.45572	311.6263	0	0	0	12.36049
47.4	64.46532	312.8719	0	0	0	12.54064
47.5	64.47551	314.1353	0	0	0	12.71709
47.6	64.48787	315.4161	0	0	0	12.88863
47.7	64.50394	316.7137	0	0	0	13.05438
47.8	64.52531	318.0275	0	0	0	13.21342
47.9	64.55344	319.3566	0	0	0	13.36481
48	64.58974	320.7	0	0	0	13.49893
48.1	64.6356	322.0544	0	0	0	13.59152
48.2	64.69239	323.4154	0	0	0	13.64192
48.3	64.76118	324.7786	0	0	0	13.65135
48.4	64.84283	326.14	0	0	0	13.62149
48.5	64.93787	327.4955	0	0	0	13.55394
48.6	65.04643	328.8413	0	0	0	13.45085
48.7	65.16806	330.1738	0	0	0	13.31454
48.8	65.30197	331.4898	0	0	0	13.149
48.9	65.44725	332.7866	0	0	0	12.95913
49	65.60256	334.062	0	0	0	12.74968
49.1	65.76617	335.3145	0	0	0	12.52801
49.2	65.93661	336.5457	0	0	0	12.34862
49.3	66.1127	337.7586	0	0	0	12.17347
49.4	66.29259	338.953	0	0	0	11.99299
49.5	66.47436	340.1287	0	0	0	11.80897
49.6	66.65633	341.2856	0	0	0	11.6228
49.7	66.83677	342.4239	0	0	0	11.43577
49.8	67.01421	343.5439	0	0	0	11.24915
49.9	67.1871	344.6459	0	0	0	11.06417
50	67.354	345.7303	0	0	0	10.88224
50.1	67.51346	346.7978	0	0	0	10.70468
50.2	67.66418	347.8491	0	0	0	10.53289
50.3	67.80484	348.8849	0	0	0	10.36825
50.4	67.93432	349.9061	0	0	0	10.21218
50.5	68.0516	350.9138	0	0	0	10.06606
50.6	68.15567	351.909	0	0	0	9.93118
50.7	68.24569	352.8928	0	0	0	9.808802
50.8	68.32088	353.8664	0	0	0	9.70012
50.9	68.38059	354.8312	0	0	0	9.606128
51	68.4243	355.7883	0	0	0	9.527822
51.1	68.45158	356.7393	0	0	0	9.466039
51.2	68.46207	357.6855	0	0	0	9.421387
51.3	68.45561	358.6281	0	0	0	9.394245
51.4	68.43208	359.5687	0	0	0	9.384839
51.5	68.39147	360.5089	0	0	0	9.393193
51.6	68.33389	361.4499	0	0	0	9.419152
51.7	68.25957	362.3932	0	0	0	9.462257
51.8	68.16879	363.3403	0	0	0	9.521906
51.9	68.06202	364.2924	0	0	0	9.597383
52	67.93975	365.251	0	0	0	9.68777
52.1	67.80257	366.2174	0	0	0	9.791932
52.2	67.65112	367.1927	0	0	0	9.908644
52.3	67.48618	368.1782	0	0	0	10.03675
52.4	67.30861	369.1749	0	0	0	10.17503
52.5	67.11935	370.1839	0	0	0	10.32217
52.6	66.91932	371.2061	0	0	0	10.47665
52.7	66.70954	372.2422	0	0	0	10.63712
52.8	66.49114	373.2931	0	0	0	10.80236
52.9	66.26528	374.3595	0	0	0	10.97114
53	66.0332	375.4417	0	0	0	11.14217
53.1	65.7961	376.5404	0	0	0	11.31408
53.2	65.55527	377.6558	0	0	0	11.48569
53.3	65.31203	378.7881	0	0	0	11.65597
53.4	65.06772	379.9374	0	0	0	11.82398
53.5	64.82377	381.1037	0	0	0	11.98843
53.6	64.58155	382.2868	0	0	0	12.14838
53.7	64.3424	383.4865	0	0	0	12.30298
53.8	64.10771	384.7025	0	0	0	12.45133
53.9	63.87884	385.9343	0	0	0	12.59268
54	63.65717	387.1814	0	0	0	12.72619
54.1	63.44398	388.443	0	0	0	12.85114
54.2	63.24051	389.7183	0	0	0	12.96684
54.3	63.04797	391.0064	0	0	0	13.07276
54.4	62.86753	392.3065	0	0	0	13.16845
54.5	62.70026	393.6175	0	0	0	13.25321
54.6	62.54706	394.938	0	0	0	13.32657
54.7	62.40882	396.267	0	0	0	13.38837
54.8	62.28637	397.603	0	0	0	13.43829
54.9	62.18033	398.9448	0	0	0	13.4759
55	62.09116	400.2909	0	0	0	13.50092
55.1	62.01927	401.6398	0	0	0	13.51354
55.2	61.96495	402.9904	0	0	0	13.51356
55.3	61.92828	404.3409	0	0	0	13.50085
55.4	61.90918	405.6896	0	0	0	13.47551
55.5	61.90751	407.0353	0	0	0	13.43788
55.6	61.92297	408.3764	0	0	0	13.38802
55.7	61.95506	409.7116	0	0	0	13.32611
55.8	62.00314	411.0395	0	0	0	13.25256
55.9	62.06651	412.3588	0	0	0	13.16789
56	62.14433	413.6683	0	0	0	13.07245
56.1	62.23556	414.9668	0	0	0	12.96677
56.2	62.33913	416.2532	0	0	0	12.85152
56.3	62.45387	417.5266	0	0	0	12.72739
56.4	62.57855	418.7863	0	0	0	12.5951
56.5	62.7118	420.0313	0	0	0	12.45537
56.6	62.85224	421.2612	0	0	0	12.30914
56.7	62.99847	422.4754	0	0	0	12.15728
56.8	63.14905	423.6735	0	0	0	12.00077
56.9	63.30251	424.8553	0	0	0	11.84061
57	63.45737	426.0207	0	0	0	11.67782
57.1	63.61218	427.1696	0	0	0	11.51353
57.2	63.76554	428.3022	0	0	0	11.34886
57.3	63.91603	429.4186	0	0	0	11.18495
57.4	64.0623	430.5193	0	0	0	11.02307
57.5	64.20306	431.6046	0	0	0	10.86435
57.6	64.33709	432.675	0	0	0	10.70999
57.7	64.4632	433.7314	0	0	0	10.56125
57.8	64.58028	434.7742	0	0	0	10.41931
57.9	64.68739	435.8044	0	0	0	10.2854
58	64.78356	436.8228	0	0	0	10.16064
58.1	64.86798	437.8304	0	0	0	10.04615
58.2	64.93986	438.8282	0	0	0	9.942903
58.3	64.99857	439.8173	0	0	0	9.851868
58.4	65.04354	440.7988	0	0	0	9.773991
58.5	65.07435	441.7739	0	0	0	9.70997
58.6	65.09058	442.7437	0	0	0	9.660357
58.7	65.09196	443.7096	0	0	0	9.62563
58.8	65.07835	444.6729	0	0	0	9.606133
58.9	65.04967	445.6345	0	0	0	9.601979
59	65.00591	446.5958	0	0	0	9.613111
59.1	64.9472	447.5586	0	0	0	9.639299
59.2	64.87378	448.5237	0	0	0	9.680278
59.3	64.78593	449.4925	0	0	0	9.735478
59.4	64.68404	450.4661	0	0	0	9.804181
59.5	64.56857	451.4457	0	0	0	9.885556
59.6	64.44003	452.4324	0	0	0	9.978778
59.7	64.2991	453.4273	0	0	0	10.08295
59.8	64.14647	454.4315	0	0	0	10.19695
59.9	63.98288	455.4459	0	0	0	10.31964
60	63.80914	456.4713	0	0	0	10.44986
60.1	63.62615	457.5086	0	0	0	10.58649
60.2	63.43486	458.5584	0	0	0	10.72843
60.3	63.23628	459.6215	0	0	0	10.87459
60.4	63.03145	460.6982	0	0	0	11.02372
60.5	62.8214	461.7893	0	0	0	11.17462
60.6	62.60727	462.8948	0	0	0	11.32633
60.7	62.39024	464.0152	0	0	0	11.47793
60.8	62.17147	465.1506	0	0	0	11.62827
60.9	61.95218	466.301	0	0	0	11.77634
61	61.73352	467.4663	0	0	0	11.92128
61.1	61.51672	468.6466	0	0	0	12.06223
61.2	61.30303	469.8413	0	0	0	12.19842
61.3	61.09364	471.0504	0	0	0	12.32899
61.4	60.88974	472.2733	0	0	0	12.45317
61.5	60.69247	473.5095	0	0	0	12.57034
61.6	60.50295	474.7582	0	0	0	12.67977
61.7	60.32227	476.0189	0	0	0	12.78104
61.8	60.15149	477.2907	0	0	0	12.87353
61.9	59.99154	478.5727	0	0	0	12.95665
62	59.84329	479.8639	0	0	0	13.03001
62.1	59.70758	481.1634	0	0	0	13.09335
62.2	59.58516	482.47	0	0	0	13.14632
62.3	59.47661	483.7825	0	0	0	13.18846
62.4	59.38244	485.0998	0	0	0	13.21964
62.5	59.30307	486.4206	0	0	0	13.23986
62.6	59.23883	487.7437	0	0	0	13.24893
62.7	59.18987	489.0671	0	0	0	13.24665
62.8	59.1562	490.3904	0	0	0	13.23317
62.9	59.13782	491.7125	0	0	0	13.20868
63	59.13454	493.0315	0	0	0	13.1732
63.1	59.146	494.3464	0	0	0	13.12685
63.2	59.17177	495.6559	0	0	0	13.07
63.3	59.21134	496.9588	0	0	0	13.00306
63.4	59.26404	498.2541	0	0	0	12.9263
63.5	59.32909	499.5406	0	0	0	12.8401
63.6	59.40563	500.8174	0	0	0	12.74511
63.7	59.49271	502.0835	0	0	0	12.64184
63.8	59.58934	503.3382	0	0	0	12.53093
63.9	59.6944	504.5806	0	0	0	12.41295
64	59.80676	505.8102	0	0	0	12.28874
64.1	59.9252	507.0266	0	0	0	12.15904
64.2	60.04851	508.2292	0	0	0	12.02467
64.3	60.17542	509.4177	0	0	0	11.8865
64.4	60.30467	510.5919	0	0	0	11.74541
64.5	60.43502	511.7518	0	0	0	11.60238
64.6	60.56517	512.8972	0	0	0	11.45838
64.7	60.6939	514.0285	0	0	0	11.31438
64.8	60.82001	515.1456	0	0	0	11.17144
64.9	60.94233	516.2489	0	0	0	11.03063
65	61.05974	517.3389	0	0	0	10.89291
65.1	61.17116	518.416	0	0	0	10.75939
65.2	61.27557	519.4807	0	0	0	10.63111
65.3	61.37203	520.5336	0	0	0	10.50911
65.4	61.45964	521.5757	0	0	0	10.39437
65.5	61.5376	522.6074	0	0	0	10.28789
65.6	61.60519	523.6298	0	0	0	10.19051
65.7	61.66176	524.6437	0	0	0	10.10312
65.8	61.70674	525.6502	0	0	0	10.02655
65.9	61.73966	526.6503	0	0	0	9.961439
66	61.76009	527.6447	0	0	0	9.908329
66.1	61.76775	528.6349	0	0	0	9.86769
66.2	61.76239	529.6219	0	0	0	9.839944
66.3	61.74387	530.6059	0	0	0	9.825262
66.4	61.71213	531.5898	0	0	0	9.823691
66.5	61.6672	532.5739	0	0	0	9.835188
66.6	61.60921	533.558	0	0	0	9.859651
66.7	61.53834	534.545	0	0	0	9.896688
66.8	61.45486	535.5355	0	0	0	9.945798
66.9	61.35912	536.5301	0	0	0	10.00645
67	61.25152	537.5302	0	0	0	10.07804
67.1	61.13257	538.5367	0	0	0	10.15989
67.2	61.00284	539.5506	0	0	0	10.25108
67.3	60.8629	540.5728	0	0	0	10.35071
67.4	60.71342	541.6038	0	0	0	10.45789
67.5	60.55519	542.6447	0	0	0	10.57164
67.6	60.38898	543.6961	0	0	0	10.69113
67.7	60.21565	544.7586	0	0	0	10.8153
67.8	60.03604	545.8328	0	0	0	10.94305
67.9	59.8511	546.9191	0	0	0	11.07341
68	59.66176	548.018	0	0	0	11.20553
68.1	59.46905	549.1296	0	0	0	11.33855
68.2	59.27399	550.2542	0	0	0	11.47134
68.3	59.0776	551.392	0	0	0	11.60308
68.4	58.88098	552.5428	0	0	0	11.73289
68.5	58.68513	553.7069	0	0	0	11.86003
68.6	58.49115	554.884	0	0	0	11.98371
68.7	58.3001	556.0737	0	0	0	12.10308
68.8	58.11302	557.276	0	0	0	12.21748
68.9	57.93091	558.4902	0	0	0	12.32631
69	57.75479	559.7158	0	0	0	12.4289
69.1	57.58564	560.9526	0	0	0	12.52478
69.2	57.42439	562.1995	0	0	0	12.6133
69.3	57.27191	563.4561	0	0	0	12.69399
69.4	57.12901	564.7216	0	0	0	12.76643
69.5	56.99641	565.9949	0	0	0	12.83032
69.6	56.87486	567.2753	0	0	0	12.88528
69.7	56.76491	568.5616	0	0	0	12.93088
69.8	56.66707	569.8532	0	0	0	12.96699
69.9	56.58181	571.1486	0	0	0	12.99353
70	56.50946	572.4471	0	0	0	13.01028
70.1	56.45024	573.7464	0	0	0	13.01705
70.2	56.40426	575.0486	0	0	0	13.01388
70.3	56.37158	576.3486	0	0	0	13.00096
70.4	56.35213	577.6476	0	0	0	12.97823
70.5	56.34572	578.9438	0	0	0	12.94574
70.6	56.35206	580.236	0	0	0	12.90381
