Time	Aircraft Simulation Net Global Moment X	Aircraft Simulation Net Global Force Y
19.9	2.000012	41.94852
20	1.999307	41.9467
20.1	1.998821	41.94807
20.2	2.000291	41.94841
20.3	1.99915	41.94682
20.4	1.998969	41.94831
20.5	2.000521	41.9483
20.6	1.999018	41.94704
20.7	1.999172	41.94846
20.8	2.000678	41.9482
20.9	1.998934	41.94738
21	1.999414	41.94848
21.1	2.000742	41.94817
21.2	1.998922	41.94775
21.3	1.999656	41.9484
21.4	2.000667	41.94814
21.5	1.998998	41.94812
21.6	1.999451	41.94765
21.7	2.000415	41.94807
21.8	1.99917	41.94847
21.9	1.999597	41.94741
22	1.999853	41.94778
22.1	1.999419	41.94874
22.2	1.999669	41.94716
22.3	1.998938	41.94724
22.4	1.99974	41.94893
22.5	1.999664	41.94696
22.6	1.998864	41.94756
22.7	2.000097	41.94902
22.8	1.999588	41.94685
22.9	1.998861	41.9479
23	2.000453	41.94902
23.1	1.999467	41.94687
23.2	1.998939	41.94821
23.3	2.000757	41.94895
23.4	1.999332	41.94702
23.5	1.999092	41.94847
23.6	2.000933	41.94875
23.7	1.999222	41.94729
23.8	1.998881	41.94805
23.9	1.827677	39.97864
24	1.397956	35.05303
24.1	0.9201401	29.46954
24.2	0.2807656	21.33176
24.3	0.3555427	17.31258
24.4	-0.005334996	12.13928
24.5	-0.3072158	8.220459
24.6	-0.3332579	3.770267
24.7	-0.4663862	1.235114
24.8	-0.6370667	-1.04799
24.9	-0.5688563	-2.72744
25	-0.6545648	-4.612641
25.1	-0.8612025	-6.904271
25.2	-1.004921	-8.787715
25.3	-1.371308	-12.37421
25.4	-1.658945	-15.00646
25.5	-2.078108	-17.82021
25.6	-2.918098	-24.5504
25.7	-3.182221	-26.86547
25.8	-3.52431	-29.01369
25.9	-3.910815	-30.9122
26	-4.25577	-33.89067
26.1	-4.766132	-38.21095
26.2	-5.229432	-41.32383
26.3	-5.579032	-44.38333
26.4	-6.073556	-48.75681
26.5	-6.923282	-54.2418
26.6	-7.533593	-59.38736
26.7	-8.089747	-64.11806
26.8	-9.135983	-70.392
26.9	-9.793028	-75.1907
27	-10.25226	-78.57502
27.1	-10.85931	-81.33273
27.2	-11.78658	-86.73298
27.3	-12.74546	-91.11749
27.4	-13.69835	-93.33289
27.5	-14.51974	-93.60646
27.6	-15.83896	-89.34313
27.7	-16.89803	-80.49964
27.8	-17.30156	-75.47997
27.9	-17.52524	-72.08586
28	-17.77291	-68.37507
28.1	-17.96778	-66.12923
28.2	-18.04519	-63.58899
28.3	-18.0535	-61.11755
28.4	-18.10082	-59.93573
28.5	-17.9428	-58.35258
28.6	-17.60656	-56.53021
28.7	-17.47001	-55.72036
28.8	-17.49391	-55.75047
28.9	-17.50689	-55.75838
29	-17.53997	-55.80477
29.1	-17.55181	-55.8143
29.2	-17.5125	-55.69098
29.3	-17.30267	-55.12718
29.4	-16.75974	-53.92783
29.5	-16.75461	-53.92651
29.6	-16.80224	-53.97993
29.7	-16.82008	-53.99603
29.8	-16.81395	-53.99939
29.9	-16.82486	-54.00618
30	-16.8201	-53.99889
30.1	-16.81606	-54.00232
30.2	-16.82758	-54.00533
30.3	-17.9309	-57.10325
30.4	-18.19365	-63.78985
30.5	-17.9472	-66.94979
30.6	-17.17785	-74.68903
30.7	-16.10973	-82.70887
30.8	-13.22741	-92.61279
30.9	-12.24964	-88.68239
31	-11.54352	-83.98711
31.1	-10.84795	-79.04345
31.2	-9.767338	-72.13306
31.3	-9.255088	-68.06604
31.4	-8.854631	-64.66737
31.5	-7.546185	-55.41318
31.6	-6.080727	-42.7097
31.7	-4.45518	-27.96232
31.8	-2.801325	-18.73738
31.9	-1.483664	-8.790152
32	-0.7770826	-1.822825
32.1	-0.08376939	4.785626
32.2	0.5224872	10.86345
32.3	1.181245	18.76894
32.4	1.271037	22.68418
32.5	1.548764	29.50119
32.6	2.191978	37.34039
32.7	2.811275	46.27021
32.8	3.17286	54.57986
32.9	4.071178	64.67284
33	4.356475	68.75677
33.1	4.099015	71.30868
33.2	4.409404	75.13496
33.3	4.749748	78.6932
33.4	4.794001	81.60872
33.5	5.015392	84.1592
33.6	5.305765	87.08321
33.7	5.269461	88.72517
33.8	5.452673	90.93178
33.9	5.716469	93.52352
34	5.772485	95.26888
34.1	6.135399	99.08675
34.2	6.657026	103.9224
34.3	7.007098	108.7574
34.4	7.34615	112.7405
34.5	7.778163	116.529
34.6	8.09258	120.4521
34.7	8.357426	123.9351
34.8	8.691488	126.6653
34.9	9.068079	130.3661
35	9.602052	135.5457
35.1	9.92919	137.9746
35.2	9.987807	138.6761
35.3	9.900601	139.2133
35.4	10.06868	140.3059
35.5	10.17271	141.0271
35.6	10.34	142.4523
35.7	10.57	143.6833
35.8	11.01846	145.9988
35.9	11.19611	147.2864
36	11.61797	148.8596
36.1	11.94649	149.8068
36.2	11.92111	149.8622
36.3	12.12979	150.2503
36.4	12.21799	150.3905
36.5	12.44399	150.5658
36.6	13.0124	150.1819
36.7	14.07124	144.4377
36.8	14.54334	142.2966
36.9	14.94293	140.6227
37	15.48849	133.1452
37.1	16.56915	116.2964
37.2	17.62896	103.8159
37.3	18.45514	86.91788
37.4	18.99673	81.62008
37.5	19.65683	79.54243
37.6	19.47688	74.8834
37.7	19.12461	71.73077
37.8	17.69845	66.85748
37.9	16.88171	64.80301
38	15.78878	62.47208
38.1	14.7973	60.95079
38.2	14.34356	60.22408
38.3	13.61947	59.09684
38.4	12.97283	58.19859
38.5	12.1857	57.15928
38.6	11.61122	56.48095
38.7	11.1927	56.02707
38.8	10.9981	55.81822
38.9	10.81289	55.64331
39	10.65174	55.49019
39.1	10.64746	55.48111
39.2	10.63817	55.48061
39.3	10.54503	55.39184
39.4	10.48652	55.34029
39.5	10.48117	55.34093
39.6	10.34244	55.21892
39.7	10.33202	55.21367
39.8	10.33181	55.21359
39.9	10.18121	55.09195
40	10.08085	55.02489
40.1	9.913677	54.90899
40.2	9.786954	54.83007
40.3	9.789333	54.84018
40.4	9.75704	54.81707
40.5	9.641252	54.75996
40.6	9.607487	54.74915
40.7	9.611952	54.74611
40.8	9.396955	54.67486
40.9	9.404475	54.67878
41	9.405361	54.67592
41.1	9.367204	54.67064
41.2	9.377853	54.67353
41.3	9.373179	54.66941
41.4	9.339427	54.66574
41.5	9.257265	54.65663
41.6	9.222281	54.65319
41.7	9.223787	54.65384
41.8	9.231123	54.65548
41.9	9.221218	54.65521
42	9.227111	54.65481
42.1	9.228888	54.65495
42.2	9.221809	54.65635
42.3	9.228856	54.65469
42.4	9.223151	54.6528
42.5	9.224644	54.65627
42.6	9.229218	54.65374
42.7	9.220664	54.65384
42.8	9.227843	54.65597
42.9	9.227736	54.65297
43	9.220078	54.65496
43.1	9.230149	54.65664
43.2	9.225012	54.65307
43.3	9.221846	54.65522
43.4	9.231565	54.65626
43.5	9.2223	54.65407
43.6	9.224986	54.65438
43.7	9.231134	54.65569
43.8	9.220985	54.65539
