Time	Aircraft Simulation True Pitch Moment	Aircraft Simulation Net Global Force Y
50.3	3.997218	45.84362
50.4	3.996489	45.8427
50.5	3.996826	45.84311
50.6	3.997429	45.84387
50.7	3.996512	45.84274
50.8	3.99643	45.84261
50.9	3.99753	45.84399
51	3.996545	45.84278
51.1	3.996435	45.84262
51.2	3.997341	45.84374
51.3	3.996596	45.84285
51.4	3.996442	45.84263
51.5	3.996753	45.843
51.6	3.996675	45.84295
51.7	3.996451	45.84264
51.8	3.996769	45.84303
51.9	3.996792	45.8431
52	3.996461	45.84266
52.1	3.996789	45.84305
52.2	3.996966	45.84332
52.3	3.996473	45.84268
52.4	3.996807	45.84307
52.5	3.997185	45.84358
52.6	3.996487	45.8427
52.7	3.996825	45.8431
52.8	3.997404	45.84384
52.9	3.99651	45.84273
53	3.996428	45.84261
53.1	3.997528	45.84399
53.2	3.996541	45.84277
53.3	3.996435	45.84261
53.4	3.997399	45.84381
53.5	3.996588	45.84283
53.6	3.996441	45.84263
53.7	4.002474	45.85012
53.8	3.996661	45.84293
53.9	3.99645	45.84264
54	3.996768	45.84302
54.1	3.996772	45.84307
54.2	3.996459	45.84266
54.3	3.996785	45.84304
54.4	3.996937	45.84327
54.5	3.996471	45.84267
54.6	3.996804	45.84307
54.7	3.997152	45.84354
54.8	3.996486	45.8427
54.9	3.996821	45.84309
55	3.997378	45.84381
55.1	3.996505	45.84273
55.2	3.996843	45.84312
55.3	3.997519	45.84398
55.4	3.996536	45.84277
55.5	3.996433	45.84261
55.6	3.997442	45.84387
55.7	3.99658	45.84283
55.8	3.996439	45.84263
55.9	3.996766	45.84302
56	3.996648	45.84292
56.1	3.996448	45.84264
56.2	3.996764	45.84301
56.3	3.996753	45.84305
56.4	3.996457	45.84265
56.5	3.996783	45.84304
56.6	3.99691	45.84325
56.7	3.996469	45.84267
56.8	3.9968	45.84307
56.9	3.997121	45.8435
57	3.996483	45.8427
57.1	3.996819	45.84309
57.2	3.997347	45.84378
57.3	3.996502	45.84272
57.4	3.99684	45.84312
57.5	3.997508	45.84396
57.6	3.996532	45.84276
57.7	3.996433	45.84262
57.8	3.997476	45.84392
57.9	3.996572	45.84282
58	3.996441	45.84262
58.1	3.996868	45.84314
58.2	3.996637	45.8429
58.3	3.996446	45.84264
58.4	3.996762	45.84302
58.5	3.996736	45.84303
58.6	3.996457	45.84265
58.7	3.996781	45.84304
58.8	3.996885	45.84321
58.9	3.996468	45.84267
59	3.996797	45.84306
59.1	3.997086	45.84346
59.2	3.996481	45.84269
59.3	3.996815	45.84308
59.4	3.997315	45.84373
59.5	3.996499	45.84272
59.6	3.996835	45.84311
59.7	3.997493	45.84395
59.8	3.996526	45.84275
59.9	3.996431	45.84261
60	3.997502	45.84395
60.1	3.996565	45.8428
60.2	3.996439	45.84263
60.3	3.997036	45.84336
60.4	3.996626	45.84288
60.5	3.996444	45.84264
60.6	3.99676	45.84301
60.7	3.996718	45.843
60.8	3.996456	45.84265
60.9	3.996778	45.84303
61	3.996859	45.84318
61.1	3.996466	45.84267
61.2	3.996796	45.84306
61.3	3.997055	45.84342
61.4	3.996478	45.84268
61.5	3.996815	45.84309
61.6	3.997285	45.8437
61.7	3.996495	45.84271
61.8	3.996833	45.84311
61.9	3.997474	45.84393
62	3.996522	45.84274
62.1	3.99643	45.84261
62.2	3.997518	45.84397
62.3	3.996557	45.8428
62.4	3.996438	45.84262
62.5	3.997166	45.84352
62.6	3.996615	45.84287
62.7	3.996444	45.84264
62.8	3.996758	45.84301
62.9	3.996705	45.84299
63	3.996454	45.84265
63.1	3.996776	45.84303
63.2	3.996837	45.84315
63.3	3.996463	45.84266
63.4	3.996794	45.84306
63.5	3.997026	45.84339
63.6	3.996478	45.84268
63.7	3.996812	45.84308
63.8	3.997251	45.84366
63.9	3.996492	45.8427
64	3.996832	45.84311
64.1	3.997452	45.8439
64.2	3.996517	45.84274
64.3	3.996429	45.84261
64.4	3.997527	45.84399
64.5	3.996552	45.84279
64.6	3.996438	45.84262
64.7	3.997265	45.84365
64.8	3.996606	45.84286
64.9	3.996443	45.84263
65	3.996754	45.84301
65.1	3.996688	45.84297
65.2	3.996453	45.84265
65.3	3.996773	45.84303
65.4	3.996815	45.84312
65.5	3.996463	45.84266
65.6	3.99679	45.84305
65.7	3.996994	45.84335
65.8	3.996476	45.84268
65.9	3.99681	45.84308
66	3.997219	45.84362
66.1	3.99649	45.8427
66.2	3.996828	45.8431
66.3	3.997429	45.84387
66.4	3.996512	45.84274
66.5	3.996429	45.84261
66.6	3.997529	45.84399
66.7	3.996545	45.84278
66.8	3.996437	45.84262
66.9	3.997341	45.84374
67	3.996597	45.84285
67.1	3.996442	45.84263
67.2	3.996753	45.843
67.3	3.996674	45.84295
67.4	3.996453	45.84264
67.5	3.99677	45.84303
67.6	3.996792	45.84309
67.7	3.996462	45.84266
67.8	3.996789	45.84305
67.9	3.996964	45.84331
68	3.996473	45.84268
68.1	3.996806	45.84308
68.2	3.997184	45.84358
68.3	3.996487	45.8427
68.4	3.996824	45.8431
68.5	3.997404	45.84385
68.6	3.996509	45.84273
68.7	3.996428	45.84261
68.8	3.997526	45.84399
68.9	3.996541	45.84278
69	3.996435	45.84262
69.1	3.997399	45.84381
69.2	3.996588	45.84284
69.3	3.996442	45.84263
69.4	4.002472	45.85011
69.5	3.996661	45.84293
69.6	3.99645	45.84264
69.7	3.996768	45.84302
69.8	3.996773	45.84307
69.9	3.996459	45.84266
70	3.996786	45.84304
70.1	3.996937	45.84328
70.2	3.99647	45.84267
70.3	3.996803	45.84307
70.4	3.997152	45.84354
70.5	3.996485	45.8427
70.6	3.996821	45.84309
70.7	3.997377	45.84381
70.8	3.996505	45.84273
70.9	3.996843	45.84312
71	3.997519	45.84398
71.1	3.996536	45.84277
71.2	3.996433	45.84261
71.3	3.997443	45.84387
71.4	3.99658	45.84282
71.5	3.996439	45.84263
71.6	3.996767	45.84302
71.7	3.996649	45.84291
71.8	3.996448	45.84264
71.9	3.996765	45.84302
72	3.996753	45.84305
72.1	3.996458	45.84266
72.2	3.996783	45.84304
72.3	3.996909	45.84324
72.4	3.996469	45.84267
72.5	3.996799	45.84306
72.6	3.997121	45.8435
72.7	3.996484	45.8427
72.8	3.996819	45.84309
72.9	3.997348	45.84378
73	3.996502	45.84272
73.1	3.996839	45.84312
73.2	3.997508	45.84397
73.3	3.996531	45.84276
73.4	3.996433	45.84262
73.5	3.997476	45.84391
73.6	3.996573	45.84282
73.7	3.996441	45.84262
73.8	3.996867	45.84315
73.9	3.996638	45.8429
74	3.996446	45.84264
74.1	3.996762	45.84302
74.2	3.996736	45.84303
74.3	3.996456	45.84265
74.4	3.996781	45.84304
74.5	3.934938	44.78746
74.6	3.774117	42.237
74.7	3.573075	39.04601
74.8	3.244067	31.567
74.9	3.002619	25.95485
75	2.900448	24.05554
75.1	2.918893	21.41928
75.2	2.923304	17.5812
75.3	2.675443	12.83418
75.4	2.415522	6.588856
75.5	2.079091	-2.716799
75.6	1.707399	-7.6237
75.7	1.405702	-11.55364
75.8	0.9593363	-17.73301
75.9	0.4729177	-23.95409
76	0.01405668	-29.53817
76.1	-0.7241725	-33.98811
76.2	-1.030764	-37.00933
76.3	-1.248093	-39.61925
76.4	-2.150399	-48.57253
76.5	-2.619653	-53.72347
76.6	-3.074825	-59.04707
76.7	-3.519004	-60.42791
76.8	-3.786467	-61.85556
76.9	-3.942157	-63.40348
77	-4.073921	-64.37223
77.1	-4.337763	-66.814
77.2	-4.879939	-72.2677
77.3	-5.31526	-75.59414
77.4	-5.741786	-78.26021
77.5	-6.103378	-80.81366
77.6	-7.428788	-86.74667
77.7	-7.837592	-87.46037
77.8	-8.226016	-87.88541
77.9	-8.861197	-87.58416
78	-9.698843	-85.58813
78.1	-9.75027	-85.42889
78.2	-9.934832	-84.71149
78.3	-10.49878	-81.78147
78.4	-10.79303	-80.22402
78.5	-11.52698	-75.84924
78.6	-12.07853	-71.30418
78.7	-12.66632	-66.88249
78.8	-12.8803	-65.04414
78.9	-13.17272	-62.32714
79	-13.63289	-57.99527
79.1	-13.78507	-56.00298
79.2	-13.90938	-54.87197
79.3	-13.98208	-54.17603
79.4	-14.02624	-52.81454
79.5	-14.03688	-51.35083
79.6	-14.07902	-51.40659
79.7	-14.08437	-51.41365
79.8	-14.08777	-51.41819
79.9	-14.0885	-51.41914
80	-14.08885	-51.41957
80.1	-14.08333	-53.22626
80.2	-13.75224	-57.1522
80.3	-13.22345	-61.16048
80.4	-12.67832	-64.80987
80.5	-12.17463	-68.94927
80.6	-11.27087	-74.5546
80.7	-10.03644	-80.69281
80.8	-10.35598	-81.39987
80.9	-9.973065	-83.55066
81	-9.315127	-85.8162
81.1	-8.507291	-87.67987
81.2	-8.013697	-87.69245
81.3	-7.827187	-87.45739
81.4	-7.190666	-85.65636
81.5	-6.657917	-82.8387
81.6	-6.350399	-80.76088
81.7	-5.667537	-76.03363
81.8	-4.922128	-69.60117
81.9	-4.67275	-66.97121
82	-4.314954	-64.13793
82.1	-3.720306	-59.30099
82.2	-3.151333	-52.68499
82.3	-2.953565	-51.01046
82.4	-2.350372	-46.22811
82.5	-2.063928	-42.96997
82.6	-1.641563	-38.06577
82.7	-0.6337506	-28.48313
82.8	-0.04590529	-21.84658
82.9	0.6675929	-12.96904
83	2.108097	-1.396851
83.1	3.349635	17.32398
83.2	3.891821	27.4562
83.3	4.078049	36.24008
83.4	5.369318	56.92333
83.5	6.442299	73.39418
83.6	6.285786	82.73502
83.7	6.573494	92.26631
83.8	7.420815	103.244
83.9	8.328653	119.6028
84	8.75826	128.8583
84.1	8.83726	129.9768
84.2	8.857549	132.0132
84.3	8.711124	133.3102
84.4	9.376644	139.2471
84.5	9.643261	141.9025
84.6	10.15155	146.5026
84.7	10.85565	149.8513
84.8	11.37509	151.3435
84.9	11.98576	151.3043
85	13.52615	144.5645
85.1	14.54374	135.9367
85.2	15.8847	127.3572
85.3	17.07155	113.9899
85.4	18.14895	99.83912
85.5	19.33534	98.59913
85.6	19.94384	94.10728
85.7	20.38502	87.44717
85.8	20.75376	83.48679
85.9	20.7963	77.45333
86	20.69006	75.29794
86.1	20.02325	70.97072
86.2	18.9853	67.4558
86.3	18.34164	65.59621
86.4	17.49764	63.69505
86.5	15.79868	60.44694
86.6	14.68782	58.53637
86.7	13.03037	56.04671
86.8	12.57984	55.4593
86.9	12.13886	54.87278
87	11.66353	54.26715
87.1	11.33883	53.87277
87.2	11.05095	53.53571
87.3	10.65486	53.09557
87.4	10.17649	52.60565
87.5	9.712414	52.18642
87.6	9.32222	51.89336
87.7	9.12477	51.77504
87.8	8.895354	51.6698
87.9	8.779583	51.6345
88	8.784267	51.63999
88.1	8.784289	51.64006
88.2	8.783821	51.63954
88.3	8.501989	51.63541
88.4	8.191916	51.91218
88.5	8.132329	52.07003
88.6	8.0534	52.61977
88.7	8.124261	53.94249
88.8	8.249264	54.82539
88.9	8.44822	55.96901
89	8.521187	56.34628
89.1	8.854944	57.97305
89.2	8.928523	58.31267
89.3	9.195743	59.52661
89.4	9.309569	60.01848
89.5	9.389357	60.3622
89.6	9.479664	60.76511
89.7	9.685736	61.6453
89.8	9.768126	61.98918
89.9	9.765409	61.98604
90	9.767082	61.98808
90.1	9.768082	61.98928
90.2	9.764779	61.98534
90.3	9.766788	61.98774
90.4	9.76793	61.9891
90.5	9.7646	61.98514
90.6	9.766552	61.98745
90.7	9.767819	61.98896
90.8	9.764647	61.9852
90.9	9.7663	61.98715
91	9.767706	61.98883
91.1	9.764989	61.98562
91.2	9.766022	61.98682
91.3	9.767473	61.98856
91.4	9.765705	61.98647
91.5	9.765718	61.98646
91.6	9.767332	61.98839
91.7	9.767367	61.98845
91.8	9.765394	61.98607
91.9	9.767175	61.9882
92	9.768115	61.98932
92.1	9.765069	61.98569
92.2	9.766995	61.98798
92.3	9.768026	61.98922
92.4	9.764784	61.98535
92.5	9.7668	61.98775
92.6	9.767936	61.98911
92.7	9.764602	61.98514
92.8	9.76658	61.98749
92.9	9.767833	61.98898
93	9.764623	61.98517
93.1	9.766336	61.9872
93.2	9.767721	61.98885
93.3	9.764917	61.98554
93.4	9.766067	61.98687
93.5	9.767492	61.98858
93.6	9.765571	61.98632
93.7	9.765762	61.98651
93.8	9.767352	61.98841
93.9	9.766981	61.98799
94	9.76544	61.98613
