Time	Aircraft Simulation Roll Angle	Aircraft Simulation Pitch Angle	Aircraft Simulation Heading Angle	Aircraft Simulation Angle Of Attack_Deg	Aircraft Simulation Angle Of Sideslip_Deg	Aircraft Simulation Roll Rate	Aircraft Simulation Pitch Rate	Aircraft Simulation Yaw Rate	Aircraft Simulation Angular Velocity X	Aircraft Simulation Angular Velocity Y	Aircraft Simulation Angular Velocity Z	Aircraft Simulation Position X	Aircraft Simulation Position Y	Aircraft Simulation Position Z	Aircraft Simulation Global Velocity X	Aircraft Simulation Global Velocity Y	Aircraft Simulation Global Velocity Z	Aircraft Simulation Local Velocity X	Aircraft Simulation Local Velocity Y	Aircraft Simulation Local Velocity Z	Aircraft Simulation Airspeed	Aircraft Simulation Ground Speed	Aircraft Simulation Acceleration X	Aircraft Simulation Acceleration Y	Aircraft Simulation Acceleration Z	Aircraft Simulation Local Acceleration X	Aircraft Simulation Local Acceleration Y	Aircraft Simulation Local Acceleration Z	Aircraft Simulation Imu Acceleration X	Aircraft Simulation Imu Acceleration Y	Aircraft Simulation Imu Acceleration Z	Aircraft Simulation Altitude	Aircraft Simulation Time	Aircraft Simulation Net Global Force X	Aircraft Simulation Net Global Force Y	Aircraft Simulation Net Global Force Z	Aircraft Simulation Net Global Moment X	Aircraft Simulation Net Global Moment Y	Aircraft Simulation Net Global Moment Z	Electronic Speed Controller Input Value	Fin Input Value	Port Aileron Input Value	Port Flap Input Value	Propeller Total Thrust	Propeller Advance Ratio	Propeller Thrust Coefficient	Propeller Torque Coefficient	Propeller Propulsive Efficiency	Propeller Rps	Starboard Aileron Input Value	Starboard Flap Input Value	Tailplane Input Value
0.1	-0.002209086	118.7175	10.92503	0	0.00142311	0.03609916	1.411675E-12	-0.3046874	-9.178348E-15	9.642802	0	1.451587E-11	0.09499136	-1.363778E-13	-0.09499136	-1.363778E-13	-1.451587E-11	2.069406E-15	49.99918	0.0005293489	5.684342E-14	-5.218014E-05	-0.0001311754	5.68447E-14	-5.287696E-05	-0.000130896	15.76339	0.0001411728	2.842171E-11	-0.002473593	-0.006190966	2.842177E-11	-0.00250648	-0.006177725	2.818007E-11	9.807355	-0.05834509	49.99918	0.1	-1	0	2.539374E-13	-1	-1.19511	18.63788	-12.58166	0.576216	-64.76928	2.551847	-2.539374E-13	-1	-0.3155722
0.2	-0.0009239796	130.3797	11.38881	7.275957E-09	0.0001785146	0.03583125	-4.743899E-13	0.3664246	1.136949E-13	10.38076	0	1.509728E-12	-0.031263	5.778423E-13	0.031263	5.778423E-13	-1.509728E-12	-3.516648E-15	50.00098	-0.0006423444	-2.842171E-14	1.76914E-05	4.293304E-05	-2.842165E-14	1.741647E-05	4.30453E-05	15.7409	4.643524E-05	-1.421085E-11	0.002482906	0.006029382	-1.421085E-11	0.002444295	0.006045138	-1.412962E-11	9.812244	0.06878281	50.00098	0.2	-1	0	-1.014042E-12	-1	-1.193282	18.78463	-12.80039	0.5809947	-65.86792	2.528014	1.014042E-12	-1	0.3699951
0.3	-0.002394866	120.5496	11.08693	0	0.001315555	0.03610842	-7.2459E-13	-0.147895	-1.713424E-14	9.851889	0	-6.818443E-12	0.006198587	-2.949613E-13	-0.006198587	-2.949613E-13	6.818443E-12	-1.744529E-15	49.9996	0.0002574772	0	-3.430992E-06	-8.535571E-06	-4.622102E-20	-3.453014E-06	-8.526687E-06	15.76418	9.199331E-06	-2.842171E-11	-0.001998618	-0.004973262	-2.842174E-11	-0.002011449	-0.004968087	-2.829767E-11	9.807956	-0.03029016	49.9996	0.3	-1	0	-5.767634E-14	-1	-1.196624	18.64918	-12.60645	0.5763028	-64.92648	2.550951	5.767634E-14	-1	-0.1486053
0.4	-0.0007686109	128.6121	11.40193	1.913577E-06	0.0003471812	0.03582003	-4.434006E-13	0.2799683	-1.533902E-14	10.26849	0	-2.404745E-13	0.01458688	-2.284386E-13	-0.01458688	-2.284386E-13	2.404745E-13	-4.893701E-15	50.00075	-0.0004901737	0	-8.221716E-06	-2.003228E-05	-6.823093E-20	-8.123734E-06	-2.007222E-05	15.7412	2.165384E-05	2.842171E-11	0.001654029	0.004037516	2.842172E-11	0.001634281	0.00404555	2.849764E-11	9.811517	0.05198015	50.00075	0.4	-1	0	-4.172422E-13	-1	-1.192345	18.78689	-12.79263	0.5810686	-65.8275	2.527788	4.172422E-13	-1	0.2782898
0.5	-0.002542739	122.2899	11.20392	-1.826265E-06	0.001145712	0.03607906	-2.076219E-12	-0.05273675	4.653128E-15	9.965065	0	-2.265544E-11	-0.02617692	2.472779E-13	0.02617692	2.472779E-13	2.265544E-11	-4.171096E-15	49.99986	9.196997E-05	-1.136868E-13	1.454726E-05	3.60487E-05	-1.136863E-13	1.458043E-05	3.60353E-05	15.7624	3.887328E-05	-5.684342E-11	-0.001270324	-0.00314787	-5.684346E-11	-0.001273221	-0.003146699	-5.648798E-11	9.808723	-0.01217612	49.99986	0.5	-1	0	-5.209472E-13	-1	-1.196365	18.65588	-12.62381	0.5767615	-64.98754	2.548919	5.209472E-13	-1	-0.04973659
0.6	-0.0006292777	127.0736	11.39131	-1.899025E-06	0.0005300129	0.03585466	1.017773E-12	0.1958618	1.875221E-14	10.17551	0	9.328605E-12	0.03148414	2.587054E-13	-0.03148414	2.587054E-13	-9.328605E-12	6.78148E-16	50.00053	-0.0003425479	0	-1.768023E-05	-4.335633E-05	3.256178E-19	-1.753191E-05	-4.341651E-05	15.74402	4.682266E-05	1.421085E-11	0.0009573995	0.002358341	1.421084E-11	0.0009493321	0.002361601	1.403658E-11	9.810892	0.03589665	50.00053	0.6	-1	0	4.968019E-14	-1	-1.192789	18.77576	-12.76972	0.5804556	-65.74007	2.530524	-4.968019E-14	-1	0.1922607
0.7	-0.002687523	123.601	11.27313	7.275957E-09	0.0009414955	0.03604029	7.835268E-13	0.02175903	3.435533E-14	10.04075	0	-9.450612E-13	-0.02986935	5.689324E-14	0.02986935	5.689324E-14	9.450612E-13	1.979123E-15	50.00006	-3.793836E-05	0	1.664832E-05	4.113326E-05	-2.521184E-19	1.663271E-05	4.113957E-05	15.75894	4.437467E-05	0	-0.0007078051	-0.001744367	1.071621E-17	-0.000707143	-0.001744636	-1.341422E-13	9.809293	0.001978287	50.00006	0.7	-1	0	7.744858E-13	-1	-1.195854	18.67033	-12.64858	0.5774483	-65.08797	2.545879	-7.744858E-13	-1	0.025177
0.8	-0.0004920886	126.134	11.37009	-7.275957E-09	0.0007454084	0.03586713	7.431446E-13	0.1530151	-2.955463E-14	10.1344	0	-2.147881E-12	0.0298701	-5.745602E-13	-0.0298701	-5.745602E-13	2.147881E-12	6.85756E-16	50.00041	-0.0002674907	0	-1.674145E-05	-4.113419E-05	1.944983E-19	-1.663153E-05	-4.117876E-05	15.74645	4.441056E-05	0	0.0005029141	0.001237495	-5.841735E-18	0.0004996072	0.001238834	-1.272443E-13	9.810465	0.02743931	50.00041	0.8	-1	0	-9.886339E-13	-1	-1.192536	18.76739	-12.75319	0.5801461	-65.66066	2.531897	9.886339E-13	-1	0.1495972
0.9	-0.002805579	124.4429	11.29617	0	0.0007118917	0.03602958	1.379964E-12	0.06628418	-4.698553E-14	10.08343	0	8.583242E-12	-0.02786479	1.242872E-13	0.02786479	1.242872E-13	-8.583242E-12	-1.503146E-15	50.00018	-0.0001157075	1.136868E-13	1.556799E-05	3.837282E-05	1.136865E-13	1.552359E-05	3.83908E-05	15.75645	4.141057E-05	1.705302E-10	-0.0003278255	-0.0008093193	1.705303E-10	-0.0003268891	-0.000809698	1.70294E-10	9.809667	0.01053858	50.00018	0.9	-1	0	-3.967872E-13	-1	-1.196558	18.67748	-12.66191	0.5775906	-65.16545	2.545287	3.967872E-13	-1	0.06948853
1	-0.0003672088	125.4684	11.3539	0	0.0009803019	0.03587719	1.252557E-12	0.1187134	-6.981939E-15	10.10326	0	8.118165E-12	0.02542578	-9.742164E-14	-0.02542578	-9.742164E-14	-8.118165E-12	1.938251E-15	50.00032	-0.0002074093	0	-1.423433E-05	-3.501447E-05	3.053268E-19	-1.416175E-05	-3.504389E-05	15.74867	3.779721E-05	0	0.0001899898	0.000472879	-4.074361E-18	0.0001890096	0.0004732716	-2.144625E-13	9.810168	0.02080008	50.00032	1	-1	0	-3.206793E-13	-1	-1.191969	18.75857	-12.73826	0.5799419	-65.57608	2.532777	3.206793E-13	-1	0.1158142
1.1	-0.002925503	124.9381	11.3131	0	0.00047055	0.03599991	1.113296E-12	0.09057617	-1.910163E-14	10.1042	0	1.855241E-12	-0.02262769	-4.513752E-13	0.02262769	-4.513752E-13	-1.855241E-12	1.588718E-15	50.00024	-0.0001582056	2.273737E-13	1.265109E-05	3.116066E-05	2.273734E-13	1.260181E-05	3.118062E-05	15.75468	3.363088E-05	1.136868E-10	-9.685754E-05	-0.0002302695	1.136868E-10	-9.649337E-05	-0.0002304223	1.134962E-10	9.809892	0.01527873	50.00024	1.1	-1	0	-6.457504E-14	-1	-1.196359	18.69247	-12.68556	0.5781789	-65.27311	2.542701	6.457504E-14	-1	0.09317017
1.2	-0.0002604474	125.0741	11.34034	-1.855369E-06	0.001213235	0.03592186	1.05914E-12	0.0947876	4.594655E-14	10.08405	0	8.13506E-14	0.01797518	2.271763E-13	-0.01797518	2.271763E-13	-8.13506E-14	1.969313E-15	50.00026	-0.000165537	-7.105427E-15	-1.005456E-05	-2.475409E-05	-7.105222E-15	-1.00136E-05	-2.477069E-05	15.7506	2.671814E-05	-1.065814E-11	1.67638E-05	4.400499E-05	-1.065814E-11	1.669099E-05	4.403266E-05	-1.083948E-11	9.810004	0.01627181	50.00026	1.2	-1	0	-1.048554E-12	-1	-1.192639	18.74121	-12.71185	0.5791779	-65.46584	2.536119	1.048554E-12	-1	0.0927124
1.3	-0.003015404	125.1451	11.3237	-7.275957E-09	0.0002167924	0.03595581	-3.72538E-13	0.1025696	4.37308E-14	10.11032	0	-9.458444E-13	-0.01303306	4.5297E-13	0.01303306	4.5297E-13	9.458444E-13	-9.595856E-16	50.00028	-0.0001792014	0	7.286668E-06	1.794798E-05	3.347028E-20	7.254524E-06	1.7961E-05	15.75315	1.937074E-05	0	5.587935E-06	1.559965E-05	2.424481E-20	5.559998E-06	1.560963E-05	6.378468E-14	9.80999	0.0175786	50.00028	1.3	-1	0	2.642457E-13	-1	-1.195841	18.70951	-12.71071	0.5788876	-65.382	2.539635	-2.642457E-13	-1	0.1040649
1.4	-0.0001701066	125.0082	11.33469	7.275957E-09	0.001460603	0.03593859	1.140244E-12	0.09417725	-4.486954E-14	10.08833	0	5.302129E-12	0.009905471	-9.095867E-14	-0.009905471	-9.095867E-14	-5.302129E-12	2.384748E-15	50.00026	-0.0001644343	7.105427E-15	-5.535781E-06	-1.364062E-05	7.105526E-15	-5.513354E-06	-1.36497E-05	15.75141	1.472112E-05	7.105427E-12	-2.980232E-05	-7.031485E-05	7.105427E-12	-2.968671E-05	-7.036373E-05	6.910199E-12	9.809958	0.01605333	50.00026	1.4	-1	0	2.990474E-13	-1	-1.192269	18.73034	-12.6954	0.5788897	-65.37569	2.537369	-2.990474E-13	-1	0.0930481
1.5	-0.003101183	125.2195	11.32624	1.862645E-06	-3.310631E-05	0.03595004	-4.023954E-14	0.1052856	2.235637E-14	10.10979	0	-1.315341E-12	-0.007681621	4.523254E-13	0.007681621	4.523254E-13	1.315341E-12	-1.116973E-15	50.00028	-0.0001839399	1.136868E-13	4.291534E-06	1.057843E-05	1.136868E-13	4.272086E-06	1.05863E-05	15.7525	1.14158E-05	5.684342E-11	4.470348E-05	0.0001166481	5.684342E-11	4.448902E-05	0.0001167301	5.685031E-11	9.810028	0.01814574	50.00028	1.5	-1	0	-1.144635E-13	-1	-1.196697	18.71974	-12.72559	0.5790168	-65.47971	2.539058	1.144635E-13	-1	0.1061707
1.6	-8.720716E-05	124.9111	11.33084	-7.275957E-09	0.00170294	0.03595106	8.811368E-14	0.08990479	-2.472388E-14	10.08664	0	4.920254E-13	0.005739032	1.497421E-14	-0.005739032	1.497421E-14	-4.920254E-13	-2.201398E-16	50.00024	-0.0001570433	-3.552714E-15	-3.20375E-06	-7.903203E-06	-3.552712E-15	-3.191343E-06	-7.908221E-06	15.75203	8.527874E-06	-3.552713E-12	-7.636844E-05	-0.0001923181	-3.552713E-12	-7.606654E-05	-0.0001924377	-3.5678E-12	9.809913	0.01520299	50.00024	1.6	-1	0	-8.66409E-13	-1	-1.191625	18.71691	-12.67574	0.5786198	-65.25808	2.53865	8.66409E-13	-1	0.08926392
1.7	-0.003169721	125.3014	11.33072	0	-0.0002735241	0.03591746	3.827394E-13	0.1099243	1.390941E-14	10.11222	0	9.690912E-12	-0.004111805	4.733679E-13	0.004111805	4.733679E-13	-9.690912E-12	-3.858177E-15	50.0003	-0.0001920313	0	2.302229E-06	5.662907E-06	-1.668119E-20	2.291361E-06	5.667313E-06	15.75192	6.113E-06	5.684342E-11	8.381902E-05	0.00021304	5.684342E-11	8.341014E-05	0.0002132004	5.677788E-11	9.810066	0.01903392	50.0003	1.7	-1	0	7.28676E-13	-1	-1.196476	18.73596	-12.74923	0.5796049	-65.59158	2.536469	-7.28676E-13	-1	0.1103821
1.8	-2.278231E-05	124.8989	11.32791	-1.855369E-06	0.001931841	0.03599132	-5.782134E-13	0.08737183	3.098851E-14	10.08646	0	-1.018674E-12	0.001785911	5.384776E-13	-0.001785911	5.384776E-13	1.018674E-12	-2.514825E-15	50.00024	-0.000152573	-5.329071E-15	-9.983778E-07	-2.459157E-06	-5.329079E-15	-9.946262E-07	-2.460677E-06	15.75253	2.654094E-06	-1.776357E-12	-8.195638E-05	-0.0002009328	-1.776357E-12	-8.164984E-05	-0.0002010576	-1.677358E-12	9.809907	0.01475992	50.00024	1.8	-1	0	-3.715777E-13	-1	-1.192306	18.70354	-12.65627	0.5779904	-65.1822	2.541327	3.715777E-13	-1	0.08718872
1.9	-0.003223408	125.2203	11.33074	-7.275957E-09	-0.0005121204	0.03589369	-2.990405E-13	0.105072	2.804124E-14	10.10535	0	-4.235245E-12	-0.00065098	2.196049E-13	0.00065098	2.196049E-13	4.235245E-12	-4.354424E-15	50.00028	-0.000183478	0	3.613532E-07	8.96398E-07	1.4387E-21	3.597089E-07	8.970591E-07	15.75184	9.664913E-07	5.684342E-11	5.401671E-05	0.0001378357	5.684342E-11	5.376388E-05	0.0001379345	5.689462E-11	9.810038	0.01812543	50.00028	1.9	-1	0	-1.862367E-13	-1	-1.196353	18.74449	-12.76163	0.5799496	-65.6462	2.535106	1.862367E-13	-1	0.1051331
2	2.780321E-05	125.026	11.33091	0	0.002160191	0.03599932	2.767116E-14	0.09570313	-3.653022E-14	10.0957	0	2.242519E-12	0.0001071417	-4.51002E-13	-0.0001071417	-4.51002E-13	-2.242519E-12	1.042049E-15	50.00026	-0.0001671016	-5.329071E-15	-5.587935E-08	-1.47149E-07	-5.329071E-15	-5.563347E-08	-1.472421E-07	15.75226	1.574018E-07	5.939693E-12	-2.607703E-05	-7.636844E-05	5.939693E-12	-2.594942E-05	-7.64119E-05	5.934955E-12	9.809961	0.0163107	50.00026	2	-1	0	1.062167E-12	-1	-1.191819	18.69412	-12.64271	0.5778019	-65.1008	2.54217	-1.062167E-12	-1	0.09570313
2.1	-0.003268122	125.1537	11.32853	-7.275957E-09	-0.000734268	0.03587802	2.519369E-13	0.1012878	-2.999654E-14	10.10131	0	3.680606E-12	-0.000105073	6.507316E-15	0.000105073	6.507316E-15	-3.680606E-12	-7.185537E-16	50.00027	-0.0001769066	0	5.960464E-08	1.44355E-07	-1.853914E-22	5.934935E-08	1.444601E-07	15.75199	1.561764E-07	0	2.793968E-05	6.402842E-05	-8.88351E-20	2.782644E-05	6.407771E-05	-4.313586E-14	9.810013	0.01740691	50.00027	2.1	-1	0	-6.574201E-13	-1	-1.196921	18.76057	-12.78417	0.5802852	-65.78051	2.533471	6.574201E-13	-1	0.1013184
2.2	6.354765E-05	125.0313	11.32983	-7.275957E-09	0.002368854	0.03603334	2.254769E-13	0.09429932	-1.623816E-14	10.09471	0	2.955667E-12	-0.0006046041	1.185545E-13	0.0006046041	1.185545E-13	-2.955667E-12	-1.333622E-15	50.00026	-0.0001647025	-8.881784E-15	3.352761E-07	8.326024E-07	-8.881785E-15	3.339052E-07	8.331531E-07	15.75239	8.975727E-07	3.552713E-12	-2.607703E-05	-5.820766E-05	3.552713E-12	-2.598118E-05	-5.82505E-05	3.514108E-12	9.809961	0.01608927	50.00026	2.2	-1	0	1.124257E-13	-1	-1.192212	18.6792	-12.6215	0.5772325	-65.00378	2.544725	-1.124257E-13	-1	0.09439087
2.3	-0.003294068	125.1928	11.33104	7.275957E-09	-0.0009383784	0.03584431	-5.703566E-13	0.1045227	-1.015245E-13	10.10348	0	-2.059329E-12	0.001619008	-6.858625E-13	-0.001619008	-6.858625E-13	2.059329E-12	-5.165514E-15	50.00028	-0.000182569	0	-9.052455E-07	-2.229586E-06	-1.292154E-20	-9.01177E-07	-2.231234E-06	15.75166	2.406351E-06	0	4.284083E-05	0.0001019798	6.053127E-19	4.265474E-05	0.0001020578	9.765507E-14	9.810027	0.01799658	50.00028	2.3	-1	0	3.391168E-13	-1	-1.196594	18.77641	-12.80684	0.5808669	-65.88672	2.530882	-3.391168E-13	-1	0.1043396
2.4	8.302632E-05	125.0208	11.32923	-7.275957E-09	0.002564712	0.03604651	3.290984E-13	0.09436035	3.475925E-15	10.09584	0	1.748307E-12	-0.002375859	-2.244808E-13	0.002375859	-2.244808E-13	-1.748307E-12	3.820706E-17	50.00026	-0.0001648515	-3.552714E-15	1.326203E-06	3.271736E-06	-3.552721E-15	1.320813E-06	3.273916E-06	15.75256	3.530308E-06	7.993605E-12	-3.539025E-05	-7.98609E-05	7.993605E-12	-3.525867E-05	-7.991908E-05	7.937258E-12	9.809952	0.01607769	50.00026	2.4	-1	0	-1.255425E-13	-1	-1.192008	18.66947	-12.60803	0.5769789	-64.92911	2.545866	1.255425E-13	-1	0.09463501
2.5	-0.003306955	125.133	11.3289	-1.877197E-06	-0.001132286	0.03583977	8.662474E-14	0.09936523	3.890216E-14	10.09814	0	-1.946883E-12	0.002002714	-3.379369E-15	-0.002002714	-3.379369E-15	1.946883E-12	-1.441867E-15	50.00027	-0.0001735389	0	-1.121312E-06	-2.758577E-06	3.561056E-21	-1.116527E-06	-2.760518E-06	15.75188	2.977766E-06	5.684342E-11	2.421439E-05	5.308538E-05	5.684342E-11	2.412229E-05	5.31273E-05	5.682858E-11	9.810009	0.01706589	50.00027	2.5	-1	0	-3.097218E-13	-1	-1.197173	18.78439	-12.81791	0.5809703	-65.95997	2.530402	3.097218E-13	-1	0.09912109
2.6	8.699117E-05	125.0944	11.33263	-7.275957E-09	0.002747499	0.03605076	-3.949382E-13	0.09970093	9.56259E-15	10.10007	0	-2.68565E-12	-0.0005985882	-1.183648E-13	0.0005985882	-1.183648E-13	2.68565E-12	-8.697235E-16	50.00027	-0.0001741648	-3.552714E-15	3.278255E-07	8.246861E-07	-3.552712E-15	3.263899E-07	8.252554E-07	15.75212	8.874553E-07	-1.24345E-11	-3.72529E-06	-6.286427E-06	-1.24345E-11	-3.714345E-06	-6.2929E-06	-1.236688E-11	9.809981	0.01706538	50.00027	2.6	-1	0	-7.43346E-13	-1	-1.191493	18.66279	-12.59875	0.5769001	-64.86696	2.546253	7.43346E-13	-1	0.09976196
2.7	-0.003302562	125.1018	11.32733	-1.455191E-08	-0.001302117	0.03581572	1.059188E-12	0.09875488	-5.306835E-14	10.09872	0	7.859767E-12	4.663874E-05	-6.68577E-13	-4.663874E-05	-6.68577E-13	-7.859767E-12	1.57417E-15	50.00027	-0.0001724809	0	-2.607703E-08	-6.37956E-08	4.209466E-22	-2.596705E-08	-6.384045E-08	15.75211	6.891944E-08	0	3.72529E-06	6.519258E-06	-6.262086E-20	3.714049E-06	6.525668E-06	-1.813507E-13	9.80999	0.0169136	50.00027	2.7	-1	0	-1.635428E-13	-1	-1.197019	18.79704	-12.83546	0.5813928	-66.04674	2.528508	1.635428E-13	-1	0.09875488
2.8	7.299257E-05	125.0745	11.33113	0	0.002907024	0.03608528	1.063574E-13	0.09658813	2.471061E-16	10.0969	0	-1.370771E-12	-0.0005330589	-3.433706E-13	0.0005330589	-3.433706E-13	1.370771E-12	-2.187344E-15	50.00026	-0.0001686662	1.065814E-14	2.942979E-07	7.343479E-07	1.065814E-14	2.930597E-07	7.348429E-07	15.75227	7.911245E-07	1.776357E-12	-5.587935E-06	-1.164153E-05	1.776357E-12	-5.568304E-06	-1.165093E-05	1.758147E-12	9.80998	0.01652412	50.00026	2.8	-1	0	-1.094825E-12	-1	-1.192076	18.64863	-12.57936	0.5763307	-64.78193	2.548838	1.094825E-12	-1	0.09664917
2.9	-0.003282325	125.1154	11.32935	0	-0.001452706	0.03578314	2.202724E-13	0.1008301	-1.989169E-14	10.09963	0	5.727765E-12	0.002023571	-4.446748E-13	-0.002023571	-4.446748E-13	-5.727765E-12	-4.336701E-15	50.00027	-0.0001761615	1.136868E-13	-1.132488E-06	-2.786517E-06	1.136868E-13	-1.127582E-06	-2.788506E-06	15.75182	3.007858E-06	5.684342E-11	5.587935E-06	1.513399E-05	5.684342E-11	5.56129E-06	1.51438E-05	5.68057E-11	9.809991	0.01728109	50.00027	2.9	-1	0	-3.994014E-13	-1	-1.196503	18.81156	-12.85536	0.5819527	-66.13656	2.526005	3.994014E-13	-1	0.1006165
3	4.661268E-05	125.0911	11.33112	-1.455191E-08	0.003053939	0.03609617	-1.04958E-13	0.09832764	3.652656E-14	10.09978	0	6.750144E-12	-0.002406468	1.158139E-14	0.002406468	1.158139E-14	-6.750144E-12	-4.557644E-15	50.00027	-0.0001717359	1.598721E-14	1.348555E-06	3.314111E-06	1.598721E-14	1.342865E-06	3.316421E-06	15.75236	3.577979E-06	8.881783E-12	-1.862645E-06	-5.587935E-06	8.881783E-12	-1.853051E-06	-5.591124E-06	8.899754E-12	9.809984	0.01683205	50.00027	3	-1	0	4.877658E-14	-1	-1.191906	18.64087	-12.5694	0.5761511	-64.72387	2.549666	-4.877658E-14	-1	0.09863281
3.1	-0.003252997	125.0828	11.3273	1.455191E-08	-0.001586082	0.03578573	6.329052E-13	0.09692383	-5.424005E-14	10.09593	0	-1.818988E-12	0.00166432	-3.095135E-15	-0.00166432	-3.095135E-15	1.818988E-12	1.235756E-15	50.00026	-0.0001692623	1.136868E-13	-9.350479E-07	-2.291519E-06	1.136869E-13	-9.311705E-07	-2.293098E-06	15.75204	2.474949E-06	5.684342E-11	-5.587935E-06	-2.793967E-06	5.684342E-11	-5.583201E-06	-2.803415E-06	5.673505E-11	9.80998	0.01659042	50.00026	3.1	-1	0	-8.413466E-13	-1	-1.197166	18.81634	-12.86167	0.5819174	-66.18983	2.526085	8.413466E-13	-1	0.09671021
3.2	2.472262E-06	125.0825	11.33274	-7.275957E-09	0.003176423	0.03609426	2.826687E-14	0.09924316	1.862749E-14	10.09929	0	2.045966E-12	-5.304714E-05	2.30918E-13	5.304714E-05	2.30918E-13	-2.045966E-12	-2.435131E-15	50.00027	-0.0001733154	-7.438494E-15	2.980232E-08	7.264316E-08	-7.438494E-15	2.967645E-08	7.269468E-08	15.7521	7.851883E-08	-1.348921E-11	-9.313225E-06	-2.142042E-05	-1.348921E-11	-9.276107E-06	-2.143652E-05	-1.349405E-11	9.809977	0.01697115	50.00027	3.2	-1	0	2.054152E-13	-1	-1.191359	18.63625	-12.56341	0.5761625	-64.67571	2.549688	-2.054152E-13	-1	0.09924316
3.3	-0.003204766	125.1249	11.32791	0	-0.001690824	0.03576451	-8.813473E-13	0.1002808	-3.792127E-14	10.10049	0	-5.441157E-12	-0.0003800022	-9.190254E-13	0.0003800022	-9.190254E-13	5.441157E-12	-3.603556E-15	50.00027	-0.0001751631	-1.136868E-13	2.086163E-07	5.229376E-07	-1.136868E-13	2.077007E-07	5.233019E-07	15.75207	5.630138E-07	-5.684342E-11	9.313225E-06	3.073364E-05	-5.684342E-11	9.259419E-06	3.07499E-05	-5.669252E-11	9.809995	0.0172008	50.00027	3.3	-1	0	1.094674E-12	-1	-1.196891	18.82687	-12.87589	0.5822833	-66.25842	2.5244	-1.094674E-12	-1	0.1003418
3.4	-5.658584E-05	125.0567	11.33092	-7.275957E-09	0.003273719	0.03612829	-1.367399E-13	0.09573364	-7.297711E-15	10.09591	0	1.059087E-12	-0.0002726771	-2.256051E-13	0.0002726771	-2.256051E-13	-1.059087E-12	-3.127283E-15	50.00026	-0.0001671463	-1.065814E-14	1.490116E-07	3.75323E-07	-1.065814E-14	1.483843E-07	3.755714E-07	15.75229	4.038215E-07	-1.998401E-12	-1.67638E-05	-3.445893E-05	-1.998401E-12	-1.670621E-05	-3.448689E-05	-1.974989E-12	9.80997	0.01635584	50.00026	3.4	-1	0	-5.716343E-13	-1	-1.192128	18.62372	-12.54664	0.5756083	-64.60809	2.552215	5.716343E-13	-1	0.09576416
3.5	-0.003138373	125.0891	11.32872	-7.275957E-09	-0.001774191	0.03573803	3.907991E-13	0.09951782	-3.568903E-14	10.09872	0	6.608827E-12	0.001376589	-4.432771E-13	-0.001376589	-4.432771E-13	-6.608827E-12	-2.356524E-16	50.00027	-0.0001738369	0	-7.674098E-07	-1.895707E-06	4.031008E-21	-7.641156E-07	-1.897037E-06	15.75195	2.045146E-06	0	-3.72529E-06	-1.210719E-05	1.772425E-20	-3.704253E-06	-1.211365E-05	-6.691126E-14	9.809982	0.01702901	50.00027	3.5	-1	0	3.631717E-13	-1	-1.196258	18.83738	-12.88983	0.5827392	-66.31526	2.522368	-3.631717E-13	-1	0.09936523
3.6	-0.0001311809	125.1199	11.33219	0	0.003354002	0.03613285	7.655311E-13	0.1001282	3.842286E-15	10.10109	0	6.01789E-12	-0.001616893	2.379139E-13	0.001616893	2.379139E-13	-6.01789E-12	-8.514304E-16	50.00027	-0.0001749247	1.776357E-14	9.015203E-07	2.226327E-06	1.776356E-14	8.976276E-07	2.227899E-06	15.75219	2.40193E-06	3.552713E-12	9.313225E-06	2.351589E-05	3.552713E-12	9.272108E-06	2.353213E-05	3.421642E-12	9.809995	0.01716976	50.00027	3.6	-1	0	-7.588389E-14	-1	-1.191893	18.61846	-12.54025	0.5755327	-64.56541	2.552613	7.588389E-14	-1	0.1003418
3.7	-0.003067179	125.0671	11.32684	-7.275957E-09	-0.001838014	0.03574674	1.85079E-12	0.09640503	-1.608954E-13	10.09593	0	5.600597E-12	0.0008381212	-9.000991E-13	-0.0008381212	-9.000991E-13	-5.600597E-12	-1.076844E-15	50.00026	-0.0001683533	0	-4.693866E-07	-1.153909E-06	1.185921E-20	-4.674442E-07	-1.154697E-06	15.75215	1.245724E-06	-5.684342E-11	-9.313225E-06	-2.235174E-05	-5.684342E-11	-9.275601E-06	-2.236738E-05	-5.71603E-11	9.809977	0.01648476	50.00026	3.7	-1	0	-3.803024E-13	-1	-1.196968	18.83994	-12.89214	0.5825902	-66.35311	2.52289	3.803024E-13	-1	0.09631348
3.8	-0.0002199952	125.0634	11.33211	0	0.003404033	0.03613264	7.912821E-13	0.09783936	3.438227E-14	10.09798	0	4.995108E-12	-0.0001875591	8.532314E-15	0.0001875591	8.532314E-15	-4.995108E-12	1.68393E-15	50.00026	-0.0001709014	2.131628E-14	1.005828E-07	2.58442E-07	2.131628E-14	1.001414E-07	2.586134E-07	15.75218	2.773251E-07	7.105427E-12	-2.048909E-05	-3.981404E-05	7.105427E-12	-2.042108E-05	-3.984896E-05	6.969947E-12	9.809966	0.01671183	50.00026	3.8	-1	0	6.140671E-13	-1	-1.191403	18.61258	-12.53299	0.5755215	-64.50893	2.552828	-6.140671E-13	-1	0.09786987
