Time	Aircraft Simulation Net Global Moment X	Aircraft Simulation Net Global Force Y
19	18.14718	68.8071
19.1	17.78478	66.61984
19.2	17.22607	64.6576
19.3	16.56548	63.16964
19.4	15.65247	60.73772
19.5	14.97666	59.25225
19.6	13.43228	56.42895
19.7	11.69317	53.78619
19.8	11.67027	53.75896
19.9	11.52762	53.58924
20	11.50431	53.56153
20.1	11.488	53.54214
20.2	11.50165	53.55836
20.3	11.49776	53.55373
20.4	11.42522	53.45579
20.5	10.95726	52.84591
20.6	10.63791	52.45592
20.7	10.174	51.92987
20.8	9.804962	51.55032
20.9	9.521093	51.28716
21	9.157272	51.00076
21.1	9.052297	50.93276
21.2	8.950132	50.8718
21.3	8.795761	50.79648
21.4	8.799435	50.80079
21.5	8.798323	50.7995
21.6	8.797523	50.79858
21.7	8.744294	50.78092
21.8	8.518125	50.73274
21.9	8.49586	50.73224
22	8.436075	50.74039
22.1	8.237335	50.84121
22.2	8.199122	50.88447
22.3	8.19919	50.88457
22.4	8.202352	50.88825
22.5	8.202754	50.88875
22.6	8.202744	50.88876
22.7	8.203268	50.88932
22.8	8.202917	50.88894
22.9	8.202793	50.88881
23	8.203497	50.88958
23.1	8.202942	50.88897
23.2	8.202799	50.88882
23.3	8.203776	50.88991
23.4	8.202959	50.88898
