Time	Aircraft Simulation Net Global Force X	Aircraft Simulation Net Global Force Y	Aircraft Simulation Net Global Force Z	Aircraft Simulation Net Global Moment X	Aircraft Simulation Net Global Moment Y	Aircraft Simulation Net Global Moment Z	Aircraft Simulation Roll Angle	Aircraft Simulation Pitch Angle	Aircraft Simulation Heading Angle	Aircraft Simulation Angle Of Attack_Deg	Aircraft Simulation Angle Of Sideslip_Deg	Aircraft Simulation Roll Rate	Aircraft Simulation Pitch Rate	Aircraft Simulation Yaw Rate	Aircraft Simulation Angular Velocity X	Aircraft Simulation Angular Velocity Y	Aircraft Simulation Angular Velocity Z	Aircraft Simulation Position X	Aircraft Simulation Position Y	Aircraft Simulation Position Z	Aircraft Simulation Global Velocity X	Aircraft Simulation Global Velocity Y	Aircraft Simulation Global Velocity Z	Aircraft Simulation Local Velocity X	Aircraft Simulation Local Velocity Y	Aircraft Simulation Local Velocity Z	Aircraft Simulation Airspeed	Aircraft Simulation Ground Speed	Aircraft Simulation Acceleration X	Aircraft Simulation Acceleration Y	Aircraft Simulation Acceleration Z	Aircraft Simulation Local Acceleration X	Aircraft Simulation Local Acceleration Y	Aircraft Simulation Local Acceleration Z	Aircraft Simulation Imu Acceleration X	Aircraft Simulation Imu Acceleration Y	Aircraft Simulation Imu Acceleration Z	Aircraft Simulation Altitude	Aircraft Simulation Time	Electronic Speed Controller Input Value	Fin Input Value	Port Aileron Input Value	Port Flap Input Value	Propeller Total Thrust	Propeller Advance Ratio	Propeller Thrust Coefficient	Propeller Torque Coefficient	Propeller Propulsive Efficiency	Propeller Rps	Starboard Aileron Input Value	Starboard Flap Input Value	Tailplane Input Value
0.218	-0.0001082416	31.25007	-4.256468	1.818989E-09	-0.001000589	0.03604811	8.622063E-13	-1.477719	-1.390081E-13	0.619275	0	-2.452349E-12	-0.1456746	-8.443424E-13	0.1456746	-8.443424E-13	2.452349E-12	7.82972E-16	49.99599	0.002526283	-7.105427E-15	7.598475E-05	0.0002028322	-7.106157E-15	8.119016E-05	0.0002008052	16.01394	0.0002165977	-7.105427E-12	-0.0002710148	-0.0006472109	-7.105424E-12	-0.0002876151	-0.0006400067	-7.252999E-12	9.806451	-0.2536224	49.99599	0.218	-1	0	0	-1	-1.217842	18.99156	-12.8508	0.5765155	-67.37521	2.548882	0	-1	0.5
0.238	2.091866E-06	29.53685	-4.303679	-4.401954E-07	-0.0008445504	0.03605621	-5.53372E-13	-1.638439	8.254366E-14	0.4521175	0	4.836021E-12	-0.1356298	8.782745E-14	0.1356298	8.782745E-14	-4.836021E-12	-2.833134E-15	49.99556	0.002794832	-8.326673E-17	7.021055E-05	0.000188846	-8.280881E-17	7.558137E-05	0.0001867613	16.01332	0.0002014754	-6.425415E-12	-0.0002998858	-0.0007375492	-6.425417E-12	-0.0003208514	-0.0007286732	-6.330709E-12	9.805669	-0.2812187	49.99556	0.238	-1	0	0	-1	-1.217905	18.99062	-12.84815	0.5764335	-67.36754	2.549212	0	-1	0.5
0.258	-4.906147E-05	27.9639	-4.350129	4.165485E-07	-0.0008103245	0.03606509	-1.135123E-12	-1.786934	4.976989E-14	0.2964159	0	-1.466567E-11	-0.1245088	2.275886E-13	0.1245088	2.275886E-13	1.466567E-11	-4.850704E-15	49.99515	0.003041819	-1.953993E-14	6.400049E-05	0.0001733616	-1.95387E-14	6.937527E-05	0.0001712816	16.01243	0.000184798	-1.421085E-11	-0.0003171153	-0.0008004717	-1.421086E-11	-0.0003419221	-0.0007901939	-1.40166E-11	9.804888	-0.3066938	49.99515	0.258	-1	0	0	-1	-1.218042	18.9875	-12.84391	0.5763027	-67.34956	2.549776	0	-1	0.5
0.278	-0.0002234563	26.53955	-4.394321	3.956302E-07	-0.0009273094	0.03607488	-2.57097E-14	-1.922202	-3.738214E-14	0.1534148	0	-4.375457E-12	-0.1126658	-3.082077E-13	0.1126658	-3.082077E-13	4.375457E-12	-2.286651E-15	49.99478	0.003265873	-1.421085E-14	5.753804E-05	0.0001573015	-1.421072E-14	6.278195E-05	0.0001552831	16.01136	0.0001674945	-1.421085E-11	-0.0003264285	-0.0008430797	-1.421085E-11	-0.0003545238	-0.0008316561	-1.420646E-11	9.804126	-0.3298832	49.99478	0.278	-1	0	0	-1	-1.218245	18.98383	-12.83989	0.576165	-67.33152	2.550388	0	-1	0.5
0.298	-0.0004327517	25.2687	-4.435274	3.769855E-07	-0.001162066	0.03607823	1.359417E-12	-2.043605	-8.684026E-14	0.02395435	0	1.278316E-12	-0.1004052	-4.323158E-14	0.1004052	-4.323158E-14	-1.278316E-12	1.721938E-15	49.99444	0.003466278	0	5.097594E-05	0.0001401837	-1.114839E-18	5.594248E-05	0.0001382768	16.01016	0.0001491644	-7.105427E-12	-0.0003292225	-0.000863627	-7.10542E-12	-0.0003598101	-0.0008513376	-7.338027E-12	9.803401	-0.3506766	49.99444	0.298	-1	0	0	-1	-1.218456	18.98107	-12.83741	0.5760643	-67.3205	2.550854	0	-1	0.5
0.318	-0.0005986338	24.15324	-4.472324	-3.583409E-07	-0.001447147	0.03607582	2.741665E-13	-2.150839	-4.848506E-14	-0.09148157	0	-1.561349E-13	-0.0879892	6.284972E-15	0.0879892	6.284972E-15	1.561349E-13	-9.489892E-16	49.99415	0.003642589	0	4.443992E-05	0.0001228489	-1.306044E-19	4.901918E-05	0.0001210945	16.00887	0.0001306398	0	-0.0003236346	-0.0008668866	9.69637E-19	-0.0003559412	-0.0008541298	-4.690788E-14	9.802733	-0.3690274	49.99415	0.318	-1	0	0	-1	-1.218594	18.98002	-12.83693	0.5760285	-67.31844	2.551047	0	-1	0.5
0.338	-0.0006511717	23.30496	-4.500371	-3.465175E-07	-0.001710771	0.03606271	5.397869E-13	-2.244366	-7.038312E-15	-0.1925794	0	3.549998E-12	-0.07675758	-1.38407E-13	0.07675758	-1.38407E-13	-3.549998E-12	6.45581E-16	49.99389	0.003795981	0	3.858842E-05	0.0001071671	-3.896389E-19	4.275565E-05	0.0001055737	16.00764	0.0001139028	0	-0.0002617016	-0.0007043708	2.636962E-18	-0.0002890851	-0.0006935819	-9.234705E-14	9.802186	-0.3848685	49.99389	0.338	-1	0	0	-1	-1.218666	18.98097	-12.83848	0.5760505	-67.32735	2.550968	0	-1	0.5
0.358	-0.0005896452	22.61275	-4.522844	-4.547473E-10	-0.001897953	0.03604737	-3.175379E-13	-2.326805	2.714784E-14	-0.2806551	0	-2.423822E-12	-0.06855181	5.532292E-13	0.06855181	5.532292E-13	2.423822E-12	-1.53063E-15	49.99366	0.003930867	0	3.432389E-05	9.597186E-05	1.661898E-19	3.819198E-05	9.449921E-05	16.00667	0.0001019251	0	-0.0001695007	-0.0004548928	-8.254281E-19	-0.0001878293	-0.0004476362	5.432217E-14	9.801724	-0.3987262	49.99366	0.358	-1	0	0	-1	-1.218659	18.98366	-12.84154	0.5761241	-67.34435	2.550657	0	-1	0.5
0.378	-0.0004315781	22.00781	-4.542233	4.547473E-10	-0.001974484	0.03603513	-3.501506E-13	-2.402314	2.807399E-14	-0.3591724	0	-6.881766E-12	-0.06434312	-6.219781E-13	0.06434312	-6.219781E-13	6.881766E-12	-3.459948E-15	49.99346	0.004054099	-1.421085E-14	3.209896E-05	9.007996E-05	-1.421068E-14	3.584655E-05	8.865534E-05	16.00607	9.562815E-05	-1.421085E-11	-6.519257E-05	-0.0001662411	-1.421085E-11	-7.210344E-05	-0.0001633623	-1.415096E-11	9.801307	-0.4113594	49.99346	0.378	-1	0	0	-1	-1.218613	18.98697	-12.84482	0.5762093	-67.36335	2.550283	0	-1	0.5
0.398	-0.0002354086	21.38559	-4.563395	9.094946E-10	-0.00194303	0.0360276	4.126603E-13	-2.475429	4.721716E-14	-0.4327773	0	2.498724E-12	-0.06382649	-1.075633E-13	0.06382649	-1.075633E-13	-2.498724E-12	-1.185026E-15	49.99325	0.004173175	7.105427E-15	3.172643E-05	8.935679E-05	7.105097E-15	3.555623E-05	8.790311E-05	16.00584	9.482195E-05	3.552713E-12	1.303852E-05	5.366746E-05	3.552713E-12	1.53443E-05	5.305423E-05	3.482125E-12	9.800861	-0.4236501	49.99325	0.398	-1	0	0	-1	-1.218538	18.98948	-12.84681	0.576268	-67.37581	2.550007	0	-1	0.5
