Time	Aircraft Simulation Net Global Moment X	Aircraft Simulation Net Global Force Y
11.7	-1.321346	37.10233
11.8	-1.316206	35.2263
11.9	-1.335762	33.3163
12	-1.266283	30.89498
12.1	-1.231941	28.11058
12.2	-1.269669	23.65384
12.3	-1.16718	20.63983
12.4	-1.057967	16.68658
12.5	-1.042239	14.8148
12.6	-0.9934868	10.14538
12.7	-0.8223352	8.162862
12.8	-0.8147976	5.961952
12.9	-0.7908765	3.677055
13	-0.6448171	0.7117553
13.1	-0.636415	-2.121332
13.2	-0.6547596	-5.30633
13.3	-0.5169783	-7.651095
13.4	-0.5465493	-9.270616
13.5	-0.6207471	-11.89742
13.6	-0.8484833	-14.4125
13.7	-0.9738767	-17.42213
13.8	-1.012984	-18.73717
13.9	-1.180932	-20.22375
14	-1.285812	-22.25686
14.1	-1.359199	-24.56229
14.2	-1.495872	-26.00539
14.3	-1.596211	-27.39947
14.4	-1.785495	-33.62815
14.5	-2.060582	-39.01025
14.6	-2.255427	-41.14522
14.7	-2.429039	-46.45951
14.8	-2.551933	-47.86237
14.9	-2.810225	-50.67607
15	-2.983988	-55.49863
15.1	-3.110323	-58.08914
15.2	-3.360991	-60.02538
15.3	-3.465965	-62.24966
15.4	-3.603098	-65.65752
15.5	-3.846806	-69.13005
15.6	-3.958854	-71.23201
15.7	-4.114522	-74.40875
15.8	-4.414464	-76.62172
15.9	-4.609921	-79.10716
16	-4.668626	-79.89655
16.1	-5.051918	-83.88554
16.2	-5.331869	-86.27291
16.3	-5.481827	-87.41228
16.4	-5.961574	-89.80783
16.5	-6.305599	-90.84525
16.6	-6.865483	-91.62061
16.7	-7.553927	-91.11513
16.8	-8.596904	-88.49631
16.9	-8.992496	-87.06795
17	-9.837458	-83.21395
17.1	-10.27773	-80.68326
17.2	-10.75696	-78.18669
17.3	-11.64957	-72.98927
17.4	-12.39078	-68.25304
17.5	-12.65526	-66.47188
17.6	-13.09313	-63.14317
17.7	-13.26579	-62.47819
17.8	-13.45538	-61.041
17.9	-13.59936	-59.68223
18	-13.69974	-59.09377
18.1	-13.77662	-58.28626
18.2	-13.83799	-57.31585
18.3	-13.89583	-56.80659
18.4	-13.9062	-56.82044
18.5	-13.90815	-56.82314
18.6	-13.91539	-56.83287
18.7	-13.91817	-56.83656
18.8	-13.83769	-58.15039
18.9	-13.61543	-60.20603
19	-13.29832	-62.52243
19.1	-12.64536	-66.46088
19.2	-11.90759	-70.60696
19.3	-11.1711	-74.74136
19.4	-10.33389	-78.81207
19.5	-9.32019	-83.47932
19.6	-8.528166	-87.50779
19.7	-7.460648	-90.495
19.8	-6.743095	-91.29078
19.9	-6.540945	-91.32812
20	-5.972749	-89.57829
20.1	-5.611996	-87.33666
20.2	-5.090723	-82.34162
20.3	-4.676644	-75.50804
20.4	-4.333342	-67.59393
20.5	-3.520505	-55.50423
20.6	-3.261584	-50.86772
20.7	-3.110729	-46.3349
20.8	-2.722143	-43.32762
20.9	-2.463586	-39.54811
21	-2.273146	-33.65079
21.1	-1.894506	-26.53732
21.2	-1.570532	-20.42787
21.3	-1.446142	-16.78886
21.4	-1.173244	-12.63407
21.5	-0.7301338	-5.722847
21.6	-0.6353416	2.409689
21.7	-0.5257788	14.24001
21.8	-0.5652409	18.28829
21.9	-0.5435116	21.15433
22	-0.5240875	28.73705
22.1	-0.9083384	31.68513
22.2	-0.8992748	37.3494
22.3	-0.8223093	44.34525
22.4	-1.140705	48.92496
22.5	-1.15104	52.0324
22.6	-1.125015	54.97602
22.7	-1.309567	59.39818
22.8	-1.300135	63.75629
22.9	-1.251052	66.60938
23	-1.458841	67.57175
23.1	-1.539809	68.70124
23.2	-1.48188	71.24864
23.3	-1.51616	74.2859
23.4	-1.527752	76.73193
23.5	-1.463057	79.5812
23.6	-1.512518	81.35484
23.7	-1.610864	82.75515
23.8	-1.589607	84.00621
23.9	-1.573637	85.85912
24	-1.63963	86.68656
24.1	-1.612226	87.9412
24.2	-1.550097	90.65786
24.3	-1.614219	91.78647
24.4	-1.573648	93.45535
24.5	-1.529074	95.02555
24.6	-1.496361	98.98373
24.7	-1.361779	103.9468
24.8	-1.337866	104.5735
24.9	-1.466405	106.7774
25	-1.445419	108.5767
25.1	-1.289289	112.592
25.2	-1.279636	116.6535
25.3	-1.160201	120.5067
25.4	-0.9403481	124.9601
25.5	-0.9870133	128.1289
25.6	-0.9153094	131.5891
25.7	-0.8319187	132.9477
25.8	-0.5984988	137.7001
25.9	-0.5067043	139.9178
26	-0.3391066	141.5394
26.1	-0.1339974	143.6991
26.2	-0.03744173	144.9608
26.3	0.1902652	146.1067
26.4	0.3842773	146.8968
26.5	0.5721731	147.4268
26.6	0.9935923	147.7786
26.7	1.680686	146.9457
26.8	2.332059	144.9267
26.9	2.531154	144.3214
27	3.12334	141.636
27.1	3.531047	140.5344
27.2	4.397779	135.9314
27.3	6.022416	124.6727
27.4	6.764425	122.8945
27.5	8.299017	112.6937
27.6	9.114765	106.4732
27.7	9.819754	104.5105
27.8	11.18634	95.98424
27.9	12.00677	89.5976
28	12.51096	87.39397
28.1	13.1929	83.54507
28.2	13.65242	79.09453
28.3	13.7284	78.76992
28.4	13.89783	77.36827
28.5	14.03032	74.61734
28.6	14.0471	70.69673
28.7	13.72909	67.4319
28.8	13.27705	64.64884
28.9	12.54202	61.81586
29	11.68973	59.99926
29.1	10.83725	58.03981
29.2	9.430318	55.33632
29.3	9.187762	54.99437
29.4	9.145438	54.93996
29.5	8.767733	54.31941
29.6	8.2236	53.48753
29.7	7.940945	53.08376
29.8	7.446081	52.42313
29.9	7.323401	52.26907
30	7.311608	52.25408
30.1	7.045336	51.93506
30.2	6.849219	51.71514
30.3	6.641976	51.49619
30.4	6.551568	51.40588
30.5	6.153859	51.05809
30.6	6.114267	51.02647
30.7	6.07786	50.99933
30.8	5.819761	50.84052
30.9	5.73157	50.79863
31	5.693788	50.78291
31.1	5.69531	50.78486
31.2	5.615879	50.75878
31.3	5.589744	50.75126
31.4	5.564433	50.74511
31.5	5.566791	50.74802
31.6	5.566087	50.7472
31.7	5.565644	50.74665
31.8	5.56744	50.74886
31.9	5.566216	50.74738
32	5.565675	50.7467
32.1	5.567819	50.74939
32.2	5.566284	50.74749
32.3	5.565683	50.74671
32.4	5.568209	50.7499
32.5	5.566388	50.7476
32.6	5.56571	50.74674
