Time	Aircraft Simulation Net Global Moment X	Aircraft Simulation Net Global Force Y
17.6	-15.41354	-56.2359
17.7	-15.3609	-55.99879
17.8	-15.05755	-55.06313
17.9	-14.84658	-54.5093
18	-14.89589	-54.56527
18.1	-14.89954	-54.57912
18.2	-14.9087	-54.58015
18.3	-14.9049	-54.58142
18.4	-15.44799	-56.21862
18.5	-15.86084	-60.17084
18.6	-15.65995	-63.23054
18.7	-15.37616	-66.08174
18.8	-14.76153	-70.70895
18.9	-13.56711	-78.77715
19	-12.59191	-85.00262
19.1	-11.70867	-89.03688
19.2	-11.31717	-90.98774
19.3	-11.15111	-92.49969
19.4	-10.65519	-93.43065
19.5	-9.833252	-93.13918
19.6	-9.476322	-92.02349
19.7	-8.79105	-88.45121
19.8	-8.069401	-82.70529
19.9	-7.629941	-79.84729
20	-7.403372	-77.62161
20.1	-7.126015	-74.47272
20.2	-6.708759	-71.28761
20.3	-6.391321	-67.61089
20.4	-5.865407	-60.12306
20.5	-4.452853	-44.29726
20.6	-3.895825	-37.33475
20.7	-3.696772	-34.59405
20.8	-2.756888	-25.79445
20.9	-1.917186	-17.87518
21	-1.398242	-10.90697
21.1	-0.5430241	0.1800256
21.2	0.1988862	11.22513
21.3	0.7307045	23.10098
21.4	0.7667553	29.71037
21.5	0.4363775	33.91133
21.6	0.5609931	37.77492
21.7	0.8473561	45.51499
21.8	0.8030275	50.97577
21.9	0.9281308	54.19934
22	1.260552	61.33358
22.1	1.038206	64.68471
22.2	1.189742	68.52374
22.3	1.420397	72.75793
22.4	1.456911	77.92415
22.5	1.53637	80.13096
22.6	1.626388	81.74898
22.7	1.768691	87.6142
22.8	2.008202	92.39019
22.9	2.190339	95.29826
23	2.306886	100.4536
23.1	2.270433	101.5752
23.2	2.458075	104.4581
23.3	2.530478	107.164
23.4	2.740363	111.1782
23.5	2.904829	113.7056
23.6	2.989375	116.0781
23.7	3.00102	118.1587
23.8	3.284636	121.8831
23.9	3.454645	124.5571
24	3.773954	130.0306
24.1	3.950228	132.0699
24.2	4.203515	134.8674
24.3	4.032697	135.4553
24.4	4.263518	137.8765
24.5	4.730564	141.7324
24.6	5.058895	145.6333
24.7	5.340776	147.3507
24.8	5.602427	148.564
24.9	6.112804	150.211
25	6.365336	150.6343
25.1	6.678479	150.8032
25.2	7.227479	150.2283
25.3	7.363593	149.933
25.4	7.625504	149.1204
25.5	8.394357	145.2835
25.6	8.759667	143.3146
25.7	9.268217	139.4385
25.8	9.739734	136.4301
25.9	10.39443	133.2629
26	11.65453	119.898
26.1	11.89412	118.8494
26.2	13.39955	106.8786
26.3	14.00819	100.3789
26.4	14.10515	104.4665
26.5	15.10189	92.36382
26.6	15.28366	90.48283
26.7	15.40457	93.57011
26.8	16.02202	85.82558
26.9	16.18949	83.77603
27	16.16436	88.5642
27.1	16.4923	78.82178
27.2	16.50228	78.74677
27.3	16.51096	78.70981
27.4	16.49578	76.75959
27.5	16.39823	74.90134
27.6	16.3831	74.59489
27.7	16.30134	73.98586
27.8	16.27231	73.95779
27.9	16.27228	73.95609
28	16.18494	73.11489
28.1	16.15441	72.83344
28.2	16.12821	72.56079
28.3	16.01225	71.74616
28.4	15.89309	71.09526
28.5	15.80524	70.58497
28.6	15.5323	69.16257
28.7	15.19994	67.9322
28.8	15.12775	67.70356
28.9	14.98803	67.19753
29	14.84817	66.88007
29.1	14.63577	66.22805
29.2	14.30071	65.21407
29.3	13.81023	63.9976
29.4	13.53364	63.37283
29.5	13.12271	62.44938
29.6	12.31671	60.91954
29.7	11.79574	60.01432
29.8	11.16367	58.96237
29.9	9.311758	56.43742
30	9.21541	56.32271
30.1	9.089755	56.17107
30.2	8.771304	55.83408
30.3	8.642264	55.69574
30.4	8.205873	55.28337
30.5	8.106153	55.20849
30.6	7.926226	55.05807
30.7	7.834377	54.99123
30.8	7.557286	54.81942
30.9	7.561031	54.81462
31	7.479389	54.77581
31.1	7.315013	54.70708
31.2	7.192327	54.66934
31.3	7.009081	54.65215
31.4	6.94021	54.65641
31.5	6.920549	54.66269
31.6	6.870788	54.67567
31.7	6.87833	54.67345
31.8	6.873931	54.67404
31.9	6.852778	54.68203
32	6.856599	54.6807
32.1	6.80797	54.70057
32.2	6.717353	54.75714
32.3	6.699364	54.76825
32.4	6.695297	54.77316
32.5	6.703191	54.77198
32.6	6.697807	54.7696
32.7	6.69906	54.77404
32.8	6.703847	54.77104
32.9	6.69531	54.77158
33	6.70259	54.77407
33.1	6.702703	54.77058
33.2	6.69486	54.77306
33.3	6.704383	54.77406
33.4	6.700163	54.77011
33.5	6.69646	54.77324
33.6	6.702455	54.77079
33.7	6.697111	54.77142
33.8	6.700042	54.77207
33.9	6.702813	54.77053
34	6.69546	54.77318
34.1	6.70186	54.77313
34.2	6.700215	54.76994
34.3	6.696337	54.77424
