Time	Aircraft Simulation Altitude	Aircraft Simulation Position Z
100.5	47.2667	1427.707
100.6	47.17538	1429.52
100.7	47.11495	1431.339
100.8	47.08624	1433.162
100.9	47.08947	1434.985
101	47.12444	1436.804
101.1	47.19075	1438.617
101.2	47.2876	1440.421
101.3	47.4137	1442.214
101.4	47.56732	1443.991
101.5	47.74653	1445.751
101.6	47.9491	1447.491
101.7	48.17247	1449.21
101.8	48.41381	1450.905
101.9	48.67018	1452.575
102	48.9385	1454.219
102.1	49.21561	1455.837
102.2	49.49829	1457.427
102.3	49.78326	1458.989
102.4	50.06729	1460.524
102.5	50.34724	1462.032
102.6	50.62009	1463.513
102.7	50.88285	1464.969
102.8	51.13258	1466.4
102.9	51.36646	1467.809
103	51.58179	1469.196
103.1	51.77597	1470.563
103.2	51.94641	1471.913
103.3	52.09057	1473.247
103.4	52.2061	1474.568
103.5	52.29086	1475.879
103.6	52.34301	1477.182
103.7	52.36118	1478.479
103.8	52.34461	1479.771
103.9	52.29343	1481.064
104	52.2086	1482.359
104.1	52.09161	1483.658
104.2	51.94421	1484.966
104.3	51.76836	1486.284
104.4	51.56612	1487.615
104.5	51.33971	1488.963
104.6	51.09145	1490.328
104.7	50.82374	1491.715
104.8	50.53902	1493.124
104.9	50.23978	1494.557
105	49.9287	1496.015
105.1	49.60873	1497.5
105.2	49.28289	1499.014
105.3	48.95417	1500.556
105.4	48.6255	1502.126
105.5	48.30002	1503.724
105.6	47.98095	1505.352
105.7	47.67143	1507.007
105.8	47.37445	1508.69
105.9	47.09302	1510.398
106	46.83014	1512.13
106.1	46.5887	1513.885
106.2	46.37117	1515.661
106.3	46.17996	1517.454
106.4	46.01735	1519.264
106.5	45.88524	1521.087
106.6	45.78502	1522.919
106.7	45.71789	1524.759
106.8	45.6848	1526.6
106.9	45.68608	1528.441
107	45.72159	1530.282
107.1	45.79089	1532.115
107.2	45.8932	1533.94
107.3	46.02714	1535.751
107.4	46.19091	1537.547
107.5	46.38242	1539.325
107.6	46.59927	1541.082
107.7	46.8387	1542.815
107.8	47.09766	1544.523
107.9	47.373	1546.205
108	47.66133	1547.858
108.1	47.95929	1549.483
108.2	48.2634	1551.079
108.3	48.57013	1552.645
108.4	48.87596	1554.181
108.5	49.17757	1555.688
108.6	49.47171	1557.167
108.7	49.75521	1558.619
108.8	50.02495	1560.045
108.9	50.27788	1561.446
109	50.51118	1562.824
109.1	50.72204	1564.181
109.2	50.90763	1565.519
109.3	51.06522	1566.841
109.4	51.19211	1568.149
109.5	51.28587	1569.445
109.6	51.34435	1570.733
109.7	51.36586	1572.014
109.8	51.34945	1573.291
109.9	51.29528	1574.566
110	51.20448	1575.846
110.1	51.07891	1577.13
110.2	50.92072	1578.422
110.3	50.73207	1579.725
110.4	50.51522	1581.042
110.5	50.27248	1582.376
110.6	50.00633	1583.73
110.7	49.71942	1585.106
110.8	49.4143	1586.506
110.9	49.0936	1587.933
111	48.76015	1589.386
111.1	48.41705	1590.868
111.2	48.06753	1592.38
111.3	47.71482	1593.922
111.4	47.36206	1595.496
111.5	47.01258	1597.1
111.6	46.66982	1598.734
111.7	46.33717	1600.399
111.8	46.01789	1602.093
111.9	45.71516	1603.814
112	45.43229	1605.561
112.1	45.17238	1607.333
112.2	44.93821	1609.128
112.3	44.73233	1610.942
112.4	44.55734	1612.772
112.5	44.41532	1614.618
112.6	44.30782	1616.474
112.7	44.23622	1618.338
112.8	44.20156	1620.203
112.9	44.20424	1622.07
113	44.24409	1623.935
113.1	44.3207	1625.792
113.2	44.43318	1627.639
113.3	44.58002	1629.473
113.4	44.75922	1631.288
113.5	44.96849	1633.084
113.6	45.20514	1634.857
113.7	45.46613	1636.604
113.8	45.74817	1638.325
113.9	46.04774	1640.016
114	46.36118	1641.677
114.1	46.68481	1643.307
114.2	47.0148	1644.905
114.3	47.34732	1646.471
114.4	47.67863	1648.005
114.5	48.00513	1649.509
114.6	48.32334	1650.981
114.7	48.62983	1652.425
114.8	48.92125	1653.84
114.9	49.19442	1655.229
115	49.44631	1656.594
115.1	49.67386	1657.936
115.2	49.87402	1659.258
115.3	50.04376	1660.563
115.4	50.18007	1661.854
115.5	50.2801	1663.132
115.6	50.34129	1664.401
115.7	50.36162	1665.664
115.8	50.3401	1666.922
115.9	50.27707	1668.179
116	50.17413	1669.44
116.1	50.03366	1670.706
116.2	49.85824	1671.981
116.3	49.65038	1673.268
116.4	49.41251	1674.571
116.5	49.14714	1675.892
116.6	48.85691	1677.235
116.7	48.54463	1678.603
116.8	48.21304	1679.996
116.9	47.86494	1681.417
117	47.50337	1682.869
117.1	47.13163	1684.351
117.2	46.7532	1685.865
117.3	46.37152	1687.413
117.4	45.98998	1688.994
117.5	45.6122	1690.607
117.6	45.24194	1692.254
117.7	44.88283	1693.934
117.8	44.53839	1695.644
117.9	44.21222	1697.385
118	43.90789	1699.154
118.1	43.62877	1700.949
118.2	43.37788	1702.769
118.3	43.15814	1704.609
118.4	42.97238	1706.468
118.5	42.8228	1708.342
118.6	42.71112	1710.228
118.7	42.63897	1712.121
118.8	42.60743	1714.016
118.9	42.61678	1715.912
119	42.66691	1717.804
119.1	42.75732	1719.689
119.2	42.88689	1721.561
119.3	43.05383	1723.418
119.4	43.25594	1725.255
119.5	43.49066	1727.07
119.6	43.75493	1728.859
119.7	44.04532	1730.62
119.8	44.35808	1732.35
119.9	44.68929	1734.049
120	45.03492	1735.714
120.1	45.39085	1737.345
120.2	45.75282	1738.942
120.3	46.11663	1740.504
120.4	46.47828	1742.031
120.5	46.83388	1743.525
120.6	47.17964	1744.985
120.7	47.51183	1746.414
120.8	47.82692	1747.813
120.9	48.12159	1749.184
121	48.39258	1750.529
121.1	48.63659	1751.851
121.2	48.85021	1753.151
121.3	49.03004	1754.434
121.4	49.17261	1755.701
121.5	49.27453	1756.956
121.6	49.33274	1758.203
121.7	49.34506	1759.443
121.8	49.31074	1760.679
121.9	49.23064	1761.915
122	49.10691	1763.155
122.1	48.9426	1764.401
122.2	48.74101	1765.657
122.3	48.50515	1766.927
122.4	48.23771	1768.215
122.5	47.94127	1769.524
122.6	47.61856	1770.858
122.7	47.27247	1772.218
122.8	46.90584	1773.607
122.9	46.52177	1775.027
123	46.12363	1776.479
123.1	45.71509	1777.966
123.2	45.29986	1779.488
123.3	44.88158	1781.046
123.4	44.46406	1782.641
123.5	44.05134	1784.271
123.6	43.64748	1785.938
123.7	43.25643	1787.64
123.8	42.88208	1789.376
123.9	42.52851	1791.144
124	42.1997	1792.944
124.1	41.89919	1794.772
124.2	41.63047	1796.626
124.3	41.39699	1798.502
124.4	41.2017	1800.398
124.5	41.04691	1802.31
124.6	40.93476	1804.234
124.7	40.867	1806.165
124.8	40.84449	1808.097
124.9	40.86747	1810.029
125	40.93592	1811.956
125.1	41.04904	1813.873
125.2	41.20527	1815.776
125.3	41.40253	1817.659
125.4	41.63832	1819.521
125.5	41.90947	1821.355
125.6	42.21234	1823.161
125.7	42.54296	1824.934
125.8	42.89706	1826.674
125.9	43.27024	1828.377
126	43.65789	1830.043
126.1	44.05527	1831.672
126.2	44.45769	1833.261
126.3	44.86066	1834.813
126.4	45.25978	1836.326
126.5	45.65069	1837.803
126.6	46.02918	1839.245
126.7	46.39138	1840.652
126.8	46.73363	1842.027
126.9	47.05238	1843.372
127	47.34403	1844.69
127.1	47.60495	1845.983
127.2	47.83134	1847.253
127.3	48.01924	1848.506
127.4	48.16446	1849.744
127.5	48.26293	1850.969
127.6	48.31143	1852.187
127.7	48.30793	1853.399
127.8	48.25187	1854.609
127.9	48.14433	1855.819
128	47.98814	1857.033
128.1	47.78746	1858.254
128.2	47.54691	1859.488
128.3	47.27027	1860.739
128.4	46.95996	1862.011
128.5	46.61802	1863.307
128.6	46.24686	1864.63
128.7	45.84936	1865.983
128.8	45.42886	1867.368
128.9	44.98916	1868.788
129	44.53439	1870.246
129.1	44.06861	1871.742
129.2	43.5958	1873.278
129.3	43.12012	1874.854
129.4	42.6461	1876.471
129.5	42.17838	1878.129
129.6	41.72142	1879.828
129.7	41.27979	1881.566
129.8	40.8583	1883.343
129.9	40.4616	1885.156
130	40.09401	1887.004
130.1	39.7599	1888.884
130.2	39.46358	1890.793
130.3	39.2088	1892.727
130.4	38.9987	1894.683
130.5	38.83647	1896.655
130.6	38.72462	1898.639
130.7	38.66467	1900.631
130.8	38.65768	1902.624
130.9	38.7042	1904.615
131	38.8037	1906.597
131.1	38.95484	1908.565
131.2	39.15578	1910.514
131.3	39.40385	1912.44
131.4	39.69557	1914.337
131.5	40.02692	1916.202
131.6	40.39344	1918.032
131.7	40.79029	1919.823
131.8	41.2122	1921.573
131.9	41.6537	1923.28
132	42.10926	1924.944
132.1	42.57348	1926.564
132.2	43.04094	1928.14
132.3	43.50623	1929.672
132.4	43.96423	1931.161
132.5	44.41024	1932.609
132.6	44.8398	1934.017
132.7	45.24861	1935.387
132.8	45.63252	1936.722
132.9	45.98761	1938.025
133	46.31008	1939.297
133.1	46.59579	1940.544
133.2	46.84025	1941.768
133.3	47.03849	1942.974
133.4	47.18537	1944.164
133.5	47.27585	1945.345
133.6	47.30527	1946.517
133.7	47.26965	1947.687
133.8	47.167	1948.852
133.9	46.99966	1950.021
134	46.7752	1951.194
134.1	46.50328	1952.378
134.2	46.18916	1953.58
134.3	45.8324	1954.801
134.4	45.43307	1956.047
134.5	44.99363	1957.321
134.6	44.51811	1958.627
134.7	44.01129	1959.97
134.8	43.47789	1961.353
134.9	42.92225	1962.779
135	42.34851	1964.25
135.1	41.76133	1965.767
135.2	41.16606	1967.332
135.3	40.56828	1968.947
135.4	39.97339	1970.612
135.5	39.38714	1972.326
135.6	38.81563	1974.091
135.7	38.2649	1975.905
135.8	37.74079	1977.767
135.9	37.24959	1979.674
136	36.79753	1981.623
136.1	36.39021	1983.613
136.2	36.03318	1985.637
136.3	35.732	1987.693
136.4	35.49114	1989.774
136.5	35.31437	1991.875
136.6	35.20524	1993.988
136.7	35.16592	1996.108
136.8	35.19732	1998.228
136.9	35.29984	2000.338
137	35.47249	2002.433
137.1	35.71276	2004.506
137.2	36.01749	2006.549
137.3	36.38234	2008.556
137.4	36.80188	2010.522
137.5	37.26994	2012.442
137.6	37.77979	2014.311
137.7	38.32435	2016.127
137.8	38.89604	2017.888
137.9	39.48712	2019.592
138	40.0901	2021.238
138.1	40.69782	2022.828
138.2	41.30309	2024.362
138.3	41.89901	2025.841
138.4	42.47937	2027.267
138.5	43.03868	2028.644
138.6	43.57166	2029.973
138.7	44.07331	2031.258
138.8	44.53911	2032.503
138.9	44.96489	2033.71
139	45.34642	2034.885
139.1	45.67872	2036.031
139.2	45.95572	2037.154
139.3	46.1703	2038.261
139.4	46.31377	2039.356
139.5	46.37545	2040.446
139.6	46.34882	2041.531
139.7	46.23267	2042.614
139.8	46.02748	2043.692
139.9	45.73494	2044.766
140	45.3642	2045.843
140.1	44.9377	2046.936
140.2	44.45984	2048.051
140.3	43.92127	2049.187
140.4	43.31853	2050.346
140.5	42.65315	2051.532
140.6	41.9294	2052.752
140.7	41.15265	2054.013
140.8	40.32841	2055.32
140.9	39.4616	2056.679
141	38.55709	2058.093
141.1	37.6208	2059.565
141.2	36.65984	2061.1
141.3	35.68154	2062.704
141.4	34.69358	2064.377
141.5	33.70474	2066.123
141.6	32.72426	2067.945
141.7	31.76164	2069.844
141.8	30.82786	2071.821
141.9	29.93426	2073.876
142	29.09227	2076.007
142.1	28.31478	2078.213
142.2	27.61411	2080.489
142.3	27.00261	2082.829
142.4	26.49317	2085.226
142.5	26.09644	2087.67
142.6	25.82303	2090.15
142.7	25.68131	2092.653
142.8	25.67669	2095.161
142.9	25.81309	2097.664
143	26.08994	2100.141
143.1	26.50402	2102.577
143.2	27.04884	2104.956
143.3	27.71423	2107.262
143.4	28.48792	2109.485
143.5	29.35537	2111.613
143.6	30.3001	2113.639
143.7	31.30507	2115.56
143.8	32.35355	2117.372
143.9	33.42844	2119.078
144	34.51374	2120.679
144.1	35.59544	2122.179
144.2	36.66019	2123.585
144.3	37.69579	2124.903
144.4	38.69239	2126.14
144.5	39.6418	2127.303
144.6	40.53637	2128.399
144.7	41.36963	2129.435
144.8	42.13654	2130.418
144.9	42.8332	2131.354
145	43.4565	2132.249
145.1	44.00362	2133.107
145.2	44.47203	2133.936
145.3	44.85883	2134.741
145.4	45.15865	2135.532
145.5	45.36445	2136.32
145.6	45.47446	2137.104
145.7	45.48817	2137.885
145.8	45.40573	2138.666
145.9	45.22823	2139.437
146	44.95761	2140.206
146.1	44.59661	2140.97
146.2	44.14827	2141.726
146.3	43.61581	2142.472
146.4	43.00245	2143.215
146.5	42.3112	2143.948
146.6	41.54293	2144.672
146.7	40.70627	2145.403
146.8	39.81273	2146.168
146.9	38.83755	2146.925
147	37.77127	2147.663
147.1	36.6124	2148.398
147.2	35.3632	2149.139
147.3	34.02694	2149.907
147.4	32.60622	2150.708
147.5	31.10345	2151.546
147.6	29.52106	2152.426
147.7	27.86177	2153.352
147.8	26.12881	2154.33
147.9	24.32591	2155.365
148	22.45739	2156.464
148.1	20.52846	2157.636
148.2	18.5453	2158.889
148.3	16.51528	2160.232
148.4	14.44759	2161.676
148.5	12.35306	2163.233
148.6	10.24553	2164.917
148.7	8.141478	2166.742
148.8	6.061893	2168.723
148.9	4.03204	2170.875
149	2.08384	2173.212
149.1	0.2550178	2175.748
149.2	-1.407596	2178.489
149.3	-2.851388	2181.437
149.4	-4.01442	2184.581
149.5	-4.833553	2187.893
149.6	-5.244161	2191.329
149.7	-5.192029	2194.823
149.8	-4.642066	2198.281
149.9	-3.585557	2201.607
150	-2.049527	2204.693
150.1	-0.0910649	2207.443
150.2	2.20374	2209.784
150.3	4.733558	2211.672
150.4	7.391185	2213.095
150.5	10.0787	2214.074
150.6	12.71401	2214.656
150.7	15.23847	2214.894
150.8	17.61359	2214.855
150.9	19.81984	2214.595
151	21.85125	2214.171
151.1	23.71008	2213.624
151.2	25.40573	2212.993
151.3	26.94891	2212.307
151.4	28.35201	2211.587
151.5	29.6282	2210.853
151.6	30.78804	2210.118
151.7	31.84209	2209.389
151.8	32.79923	2208.674
151.9	33.66485	2207.976
152	34.443	2207.298
152.1	35.13704	2206.639
152.2	35.74964	2205.999
152.3	36.28267	2205.379
152.4	36.73752	2204.776
152.5	37.11548	2204.188
152.6	37.41806	2203.615
152.7	37.64681	2203.056
152.8	37.80306	2202.51
152.9	37.88782	2201.974
153	37.9019	2201.443
153.1	37.84593	2200.923
153.2	37.72028	2200.404
153.3	37.52481	2199.886
153.4	37.25892	2199.368
153.5	36.92167	2198.851
153.6	36.51196	2198.335
153.7	36.02862	2197.814
153.8	35.47065	2197.285
153.9	34.83703	2196.756
154	34.12667	2196.219
154.1	33.33839	2195.677
154.2	32.47147	2195.134
154.3	31.52547	2194.579
154.4	30.49986	2194.024
154.5	29.39403	2193.465
154.6	28.20775	2192.897
154.7	26.94091	2192.328
154.8	25.5932	2191.76
154.9	24.1646	2191.191
155	22.65511	2190.622
155.1	21.0647	2190.052
155.2	19.39354	2189.482
155.3	17.64177	2188.913
155.4	15.80946	2188.349
155.5	13.89671	2187.791
155.6	11.90367	2187.242
155.7	9.830376	2186.702
155.8	7.676918	2186.175
155.9	5.443258	2185.662
156	3.129395	2185.169
156.1	0.7351441	2184.698
156.2	-1.739612	2184.253
156.3	-4.295228	2183.841
156.4	-6.931936	2183.467
156.5	-9.650223	2183.137
156.6	-12.45038	2182.862
156.7	-15.33279	2182.649
156.8	-18.29762	2182.514
156.9	-21.34454	2182.469
157	-24.47277	2182.534
157.1	-27.67999	2182.732
157.2	-30.96194	2183.091
