Time	Aircraft Simulation Altitude	Aircraft Simulation Position Z
100.4	1.433785	4.846581
100.5	1.433782	4.846561
100.6	1.433789	4.846541
100.7	1.433787	4.846519
100.8	1.433785	4.846503
100.9	1.433788	4.846482
101	1.433783	4.846459
101.1	1.43378	4.846438
101.2	1.433786	4.84641
101.3	1.433782	4.846385
101.4	1.433782	4.846361
101.5	1.43378	4.846345
101.6	1.433784	4.846327
101.7	1.433785	4.846304
101.8	1.433784	4.846285
101.9	1.433783	4.846259
102	1.433781	4.846231
102.1	1.433778	4.84621
102.2	1.433782	4.846192
102.3	1.433781	4.846178
102.4	1.433782	4.846151
102.5	1.433782	4.846135
102.6	1.433782	4.846107
102.7	1.433777	4.846091
102.8	1.433779	4.846067
102.9	1.433777	4.846047
103	1.433779	4.846023
103.1	1.433781	4.845998
103.2	1.433777	4.845978
103.3	1.433776	4.845957
103.4	1.433774	4.845933
103.5	1.433775	4.845918
103.6	1.433775	4.8459
103.7	1.433775	4.84588
103.8	1.433775	4.845855
103.9	1.433772	4.845831
104	1.433774	4.845803
104.1	1.433774	4.845779
104.2	1.433773	4.845761
104.3	1.433774	4.845741
104.4	1.433773	4.845718
104.5	1.433777	4.845695
104.6	1.433778	4.845677
104.7	1.433777	4.845655
104.8	1.433775	4.845634
104.9	1.433773	4.845616
105	1.433774	4.845592
105.1	1.433773	4.845564
105.2	1.43377	4.84554
105.3	1.43377	4.845519
105.4	1.433771	4.845498
105.5	1.433767	4.845487
105.6	1.433771	4.845463
105.7	1.433771	4.845443
105.8	1.433769	4.845421
105.9	1.433773	4.845408
106	1.433773	4.845386
106.1	1.433771	4.845361
106.2	1.43377	4.845333
106.3	1.433767	4.845305
106.4	1.433767	4.845283
106.5	1.433765	4.845268
106.6	1.433766	4.845243
106.7	1.433767	4.845227
106.8	1.433771	4.845208
106.9	1.433766	4.845183
107	1.43377	4.84516
107.1	1.433767	4.845139
107.2	1.433767	4.845117
107.3	1.433767	4.845099
107.4	1.433768	4.845077
107.5	1.433766	4.84506
107.6	1.433764	4.84504
107.7	1.433765	4.845012
107.8	1.433764	4.844987
107.9	1.433763	4.844965
108	1.433764	4.84494
108.1	1.433766	4.844921
108.2	1.433764	4.844907
108.3	1.433758	4.844882
108.4	1.433764	4.844855
108.5	1.433761	4.844829
108.6	1.433764	4.844813
108.7	1.433765	4.844793
108.8	1.433764	4.844771
108.9	1.43376	4.844755
109	1.433759	4.844722
109.1	1.433763	4.844697
109.2	1.43376	4.844675
109.3	1.433761	4.844654
109.4	1.43376	4.844638
109.5	1.433762	4.844617
109.6	1.433761	4.844594
109.7	1.43376	4.844568
109.8	1.433761	4.844549
109.9	1.433759	4.844528
110	1.433757	4.844508
110.1	1.433761	4.844481
110.2	1.433757	4.844469
110.3	1.433757	4.844452
110.4	1.433757	4.844432
110.5	1.433761	4.844405
110.6	1.433759	4.844386
110.7	1.433762	4.844358
110.8	1.433759	4.844336
110.9	1.433761	4.84431
111	1.433761	4.844289
111.1	1.433757	4.844274
111.2	1.433756	4.844255
111.3	1.433759	4.844235
111.4	1.433758	4.844207
111.5	1.433757	4.844189
111.6	1.433758	4.844167
111.7	1.433761	4.844144
111.8	1.433753	4.844124
111.9	1.433756	4.844108
112	1.433757	4.844085
112.1	1.433754	4.844071
112.2	1.433753	4.84405
112.3	1.433756	4.844019
112.4	1.433758	4.843994
112.5	1.433751	4.843973
112.6	1.433758	4.843949
112.7	1.433756	4.843929
112.8	1.433757	4.843911
112.9	1.433758	4.843894
113	1.433757	4.843871
113.1	1.433757	4.84385
113.2	1.433758	4.843827
113.3	1.433758	4.843809
113.4	1.433757	4.843787
113.5	1.433754	4.843764
113.6	1.433753	4.843741
113.7	1.433753	4.843724
113.8	1.433757	4.843702
113.9	1.433754	4.843688
114	1.433751	4.843663
114.1	1.433753	4.84364
114.2	1.433752	4.843629
114.3	1.433753	4.843603
114.4	1.433754	4.843585
114.5	1.433753	4.843559
114.6	1.433751	4.843538
114.7	1.433752	4.843519
114.8	1.433753	4.843499
114.9	1.433753	4.843478
115	1.433753	4.84346
115.1	1.43375	4.843442
115.2	1.433748	4.84342
115.3	1.433749	4.843401
115.4	1.433745	4.843389
115.5	1.433748	4.843362
115.6	1.433749	4.843339
115.7	1.433747	4.843324
115.8	1.43375	4.843305
115.9	1.433744	4.84329
116	1.433749	4.843264
116.1	1.433748	4.843242
116.2	1.433751	4.843222
116.3	1.433752	4.843199
116.4	1.433749	4.84318
116.5	1.433747	4.843157
116.6	1.43375	4.843129
116.7	1.433747	4.843107
116.8	1.433744	4.843083
116.9	1.433746	4.843069
117	1.433743	4.84305
117.1	1.433742	4.84303
117.2	1.433741	4.843011
117.3	1.433743	4.842995
117.4	1.433742	4.842973
117.5	1.433742	4.842951
117.6	1.433743	4.842929
117.7	1.433742	4.842913
117.8	1.433744	4.84289
117.9	1.433742	4.842868
118	1.433741	4.842843
118.1	1.433738	4.842816
118.2	1.433742	4.842802
118.3	1.433742	4.842782
118.4	1.433739	4.842762
118.5	1.433741	4.842742
118.6	1.433742	4.842724
118.7	1.433743	4.842705
118.8	1.43374	4.842686
118.9	1.433741	4.842663
119	1.433739	4.842635
119.1	1.433738	4.842621
119.2	1.433738	4.842597
119.3	1.433738	4.842576
119.4	1.433736	4.842554
119.5	1.433737	4.842534
119.6	1.433739	4.842516
119.7	1.433736	4.842494
119.8	1.433739	4.84247
119.9	1.433739	4.842453
120	1.433738	4.842432
120.1	1.433737	4.842416
120.2	1.433736	4.842394
120.3	1.433738	4.84237
120.4	1.433735	4.842348
120.5	1.433734	4.842325
120.6	1.43373	4.842307
120.7	1.433736	4.842281
120.8	1.433736	4.842265
120.9	1.433732	4.842247
121	1.433737	4.842229
121.1	1.433735	4.842206
121.2	1.433736	4.842185
121.3	1.433735	4.842165
121.4	1.433734	4.842144
121.5	1.433734	4.842122
121.6	1.433735	4.842096
121.7	1.433732	4.842073
121.8	1.433733	4.842053
121.9	1.433734	4.842033
122	1.433734	4.842014
122.1	1.433733	4.841992
122.2	1.433732	4.841971
122.3	1.433733	4.841952
122.4	1.433731	4.841935
122.5	1.433733	4.841917
122.6	1.433731	4.84189
122.7	1.433732	4.841868
122.8	1.433732	4.841847
122.9	1.433731	4.841827
123	1.433735	4.841805
123.1	1.433733	4.841785
123.2	1.433731	4.841766
123.3	1.433733	4.841746
123.4	1.43373	4.841724
123.5	1.433729	4.841702
123.6	1.43373	4.841677
123.7	1.43373	4.84167
123.8	1.433728	4.841692
123.9	1.433727	4.841745
124	1.433728	4.841807
124.1	1.433725	4.841895
124.2	1.433727	4.842057
124.3	1.433727	4.84263
124.4	1.433757	4.845507
124.5	1.433853	4.854634
124.6	1.434068	4.874652
124.7	1.434446	4.910309
124.8	1.435047	4.966291
124.9	1.435918	5.047188
125	1.437097	5.157446
125.1	1.438649	5.301345
125.2	1.440608	5.482906
125.3	1.44302	5.705957
125.4	1.445917	5.974088
125.5	1.449351	6.290637
125.6	1.453341	6.658727
125.7	1.457906	7.079572
125.8	1.463032	7.551927
125.9	1.468701	8.074479
126	1.474901	8.646063
126.1	1.481621	9.265628
126.2	1.488852	9.932254
126.3	1.496593	10.64513
126.4	1.504825	11.40352
126.5	1.513547	12.20672
126.6	1.522752	13.05415
126.7	1.532426	13.94534
126.8	1.54257	14.87993
126.9	1.553186	15.85763
127	1.564272	16.87821
127.1	1.57582	17.94158
127.2	1.587831	19.04769
127.3	1.600312	20.19659
127.4	1.613263	21.38846
127.5	1.626683	22.62352
127.6	1.640947	23.90213
127.7	1.656867	25.2238
127.8	1.674718	26.5867
127.9	1.695745	27.98939
128	1.724312	29.43013
128.1	1.772109	30.90631
128.2	1.860932	32.41422
128.3	2.019681	33.94701
128.4	2.277997	35.49247
128.5	2.659919	37.03303
128.6	3.177502	38.54823
128.7	3.826838	40.01928
128.8	4.58913	41.43351
128.9	5.440055	42.78611
129	6.35539	44.07862
129.1	7.310925	45.31846
129.2	8.280287	46.52077
129.3	9.233267	47.70639
129.4	10.14301	48.89619
129.5	10.98386	50.11094
129.6	11.72746	51.36459
129.7	12.36246	52.65773
129.8	12.89378	53.98758
129.9	13.3333	55.34964
130	13.69558	56.73904
130.1	13.9984	58.15016
130.2	14.26111	59.57726
130.3	14.50618	61.01556
130.4	14.75947	62.46172
130.5	15.04728	63.90951
130.6	15.39978	65.34834
130.7	15.84535	66.76349
130.8	16.39634	68.13751
130.9	17.04739	69.45146
131	17.78546	70.69133
131.1	18.591	71.84915
131.2	19.44112	72.92564
131.3	20.31332	73.92814
131.4	21.18756	74.86712
131.5	22.04752	75.75432
131.6	22.87944	76.60231
131.7	23.67019	77.42007
131.8	24.41309	78.21012
131.9	25.10879	78.97076
132	25.76145	79.70164
132.1	26.3722	80.40536
132.2	26.93797	81.08691
132.3	27.4542	81.75185
132.4	27.91831	82.40423
132.5	28.33102	83.04676
132.6	28.69497	83.68156
132.7	29.01289	84.31094
132.8	29.28635	84.93755
132.9	29.51583	85.56427
133	29.70097	86.19431
133.1	29.84031	86.83189
133.2	29.93212	87.48032
133.3	29.97532	88.14245
133.4	29.96967	88.82088
133.5	29.91572	89.51838
133.6	29.81506	90.23989
133.7	29.67112	90.99197
133.8	29.48956	91.78086
133.9	29.27783	92.61002
134	29.04365	93.48161
134.1	28.79349	94.39713
134.2	28.53243	95.35729
134.3	28.2668	96.36211
134.4	28.00597	97.41127
134.5	27.76136	98.50396
134.6	27.54332	99.63812
134.7	27.35887	100.8107
134.8	27.21488	102.0174
134.9	27.11989	103.2521
135	27.07868	104.5085
135.1	27.09505	105.7807
135.2	27.17613	107.0612
135.3	27.32959	108.3418
135.4	27.55828	109.6137
135.5	27.86038	110.8689
135.6	28.23101	112.0997
135.7	28.66111	113.3003
135.8	29.13834	114.4675
135.9	29.64902	115.6012
136	30.17931	116.7035
136.1	30.71677	117.7773
136.2	31.25381	118.8249
136.3	31.78559	119.8489
136.4	32.30833	120.8514
136.5	32.81767	121.8358
136.6	33.3063	122.8069
136.7	33.76635	123.7689
136.8	34.19521	124.7243
136.9	34.5961	125.6743
137	34.97334	126.6195
137.1	35.32972	127.561
137.2	35.66563	128.5005
137.3	35.97898	129.4401
137.4	36.26846	130.3812
137.5	36.53417	131.3261
137.6	36.77674	132.2761
137.7	36.99731	133.2331
137.8	37.19689	134.1982
137.9	37.37681	135.1727
138	37.54007	136.1568
138.1	37.69243	137.1505
138.2	37.84184	138.1535
138.3	37.99671	139.1643
138.4	38.16439	140.1809
138.5	38.34952	141.2012
138.6	38.55417	142.2232
138.7	38.7786	143.2444
138.8	39.02092	144.2632
138.9	39.27655	145.2791
139	39.53918	146.2928
139.1	39.80224	147.3052
139.2	40.06203	148.3163
139.3	40.32029	149.3259
139.4	40.58269	150.3327
139.5	40.85582	151.3344
139.6	41.14461	152.3279
139.7	41.45097	153.311
139.8	41.77413	154.2825
139.9	42.11236	155.2404
140	42.4629	156.1825
140.1	42.82335	157.1084
140.2	43.19225	158.0171
140.3	43.56758	158.909
140.4	43.94673	159.7841
140.5	44.32718	160.643
140.6	44.70638	161.4865
140.7	45.08042	162.3164
140.8	45.44415	163.1358
140.9	45.79251	163.948
141	46.12169	164.7558
141.1	46.42994	165.5619
141.2	46.71614	166.3693
141.3	46.97891	167.1801
141.4	47.21733	167.9964
141.5	47.43209	168.8195
141.6	47.62569	169.6509
141.7	47.80175	170.4916
141.8	47.9632	171.3431
141.9	48.11226	172.2056
142	48.25116	173.0792
142.1	48.38251	173.964
142.2	48.50841	174.8601
142.3	48.6292	175.7673
142.4	48.74247	176.6859
142.5	48.84365	177.6168
142.6	48.93004	178.5614
142.7	49.0064	179.5195
142.8	49.08314	180.4899
142.9	49.16835	181.4712
143	49.26482	182.4628
143.1	49.37181	183.464
143.2	49.48486	184.4743
143.3	49.59932	185.4931
143.4	49.71393	186.5192
143.5	49.83121	187.5513
143.6	49.95509	188.5882
143.7	50.08851	189.6287
143.8	50.23269	190.6721
143.9	50.38764	191.7175
144	50.55328	192.7636
144.1	50.72989	193.8093
144.2	50.91795	194.8531
144.3	51.11759	195.8939
144.4	51.32838	196.9306
144.5	51.54962	197.9624
144.6	51.78049	198.9882
144.7	52.02015	200.0074
144.8	52.26746	201.0193
144.9	52.52119	202.0235
145	52.78025	203.0201
145.1	53.04531	204.0089
145.2	53.3193	204.9886
145.3	53.60538	205.9575
145.4	53.90438	206.9138
145.5	54.21354	207.8577
145.6	54.52841	208.7907
145.7	54.84691	209.7132
145.8	55.16975	210.6238
145.9	55.49727	211.5222
146	55.82709	212.4094
146.1	56.15524	213.2873
146.2	56.47742	214.1583
146.3	56.78909	215.025
146.4	57.08583	215.8898
146.5	57.36498	216.7546
146.6	57.62647	217.6214
146.7	57.87065	218.4922
146.8	58.0969	219.3686
146.9	58.30478	220.2516
147	58.49571	221.1421
147.1	58.67358	222.0406
147.2	58.84343	222.9472
147.3	59.01014	223.8612
147.4	59.17714	224.782
147.5	59.34526	225.7094
147.6	59.51446	226.6438
147.7	59.68675	227.5842
147.8	59.86363	228.5298
147.9	60.04315	229.4809
148	60.2219	230.4381
148.1	60.39564	231.4003
148.2	60.56005	232.3648
148.3	60.71212	233.3293
148.4	60.84999	234.2922
148.5	60.97211	235.2515
148.6	61.07717	236.2055
148.7	61.16432	237.153
148.8	61.23303	238.0931
148.9	61.28288	239.0251
149	61.31338	239.9489
149.1	61.32414	240.8651
149.2	61.3148	241.7759
149.3	61.28539	242.685
149.4	61.23587	243.594
149.5	61.16634	244.5048
149.6	61.07711	245.4188
149.7	60.96869	246.3378
149.8	60.84152	247.2634
149.9	60.69636	248.1971
150	60.53394	249.1405
150.1	60.35505	250.0949
150.2	60.16059	251.0618
150.3	59.95155	252.0423
150.4	59.72905	253.0376
150.5	59.49427	254.0488
150.6	59.2484	255.0769
150.7	58.99273	256.1225
150.8	58.72864	257.1865
150.9	58.45758	258.2695
151	58.18104	259.372
151.1	57.90053	260.4942
151.2	57.61759	261.6364
151.3	57.33385	262.7986
151.4	57.05099	263.9808
151.5	56.77062	265.1828
151.6	56.49438	266.4044
151.7	56.22393	267.6449
151.8	55.9609	268.9039
151.9	55.70694	270.1807
152	55.4636	271.4744
152.1	55.23236	272.7841
152.2	55.01467	274.1086
152.3	54.81194	275.4468
152.4	54.62545	276.7974
152.5	54.45631	278.1588
152.6	54.30552	279.5297
152.7	54.17411	280.9084
152.8	54.06278	282.2933
152.9	53.97207	283.6825
153	53.90244	285.0744
153.1	53.85417	286.4677
153.2	53.82733	287.8596
153.3	53.82177	289.2487
153.4	53.83723	290.6333
153.5	53.87326	292.0116
153.6	53.92916	293.382
153.7	54.0041	294.7428
153.8	54.09711	296.0925
153.9	54.20708	297.4295
154	54.33271	298.7526
154.1	54.47259	300.0605
154.2	54.62524	301.3523
154.3	54.78908	302.6269
154.4	54.96242	303.8835
154.5	55.1435	305.1213
154.6	55.3306	306.3401
154.7	55.52192	307.5395
154.8	55.71568	308.7191
154.9	55.91007	309.879
155	56.10339	311.0192
155.1	56.29388	312.14
155.2	56.47993	313.2415
155.3	56.65993	314.3245
155.4	56.83234	315.3895
155.5	56.99573	316.4372
155.6	57.14878	317.4685
155.7	57.29025	318.4841
155.8	57.419	319.4852
155.9	57.53398	320.473
156	57.63426	321.4485
156.1	57.71903	322.413
156.2	57.78757	323.368
156.3	57.8393	324.3146
156.4	57.87375	325.2543
156.5	57.89054	326.1888
156.6	57.88942	327.1192
156.7	57.87025	328.0475
156.8	57.83302	328.9741
156.9	57.77783	329.902
157	57.7049	330.8321
157.1	57.61454	331.7657
157.2	57.50719	332.7046
157.3	57.38336	333.6499
157.4	57.24364	334.6032
157.5	57.08874	335.5658
157.6	56.91946	336.5388
157.7	56.73667	337.5237
157.8	56.54133	338.5211
157.9	56.33441	339.5324
158	56.117	340.5584
158.1	55.89025	341.5998
158.2	55.6554	342.6574
158.3	55.41368	343.7318
158.4	55.16641	344.8235
158.5	54.91488	345.9327
158.6	54.66053	347.0598
158.7	54.40479	348.2049
158.8	54.14907	349.3679
158.9	53.89483	350.5488
159	53.64353	351.7473
159.1	53.39665	352.9631
159.2	53.15563	354.1957
159.3	52.9219	355.4446
159.4	52.69684	356.7091
159.5	52.48176	357.9883
159.6	52.278	359.2813
159.7	52.08678	360.587
159.8	51.90925	361.9044
159.9	51.7464	363.2324
160	51.59926	364.5694
160.1	51.46864	365.9143
160.2	51.35523	367.2656
160.3	51.2596	368.6217
160.4	51.18225	369.9812
160.5	51.12347	371.3426
160.6	51.08337	372.7039
160.7	51.06193	374.0641
160.8	51.05906	375.4213
160.9	51.07441	376.774
161	51.10748	378.1207
161.1	51.15765	379.46
161.2	51.22421	380.7903
161.3	51.30624	382.1105
161.4	51.40268	383.4193
161.5	51.51242	384.7154
161.6	51.63424	385.9981
161.7	51.76678	387.2662
161.8	51.90865	388.5191
161.9	52.05837	389.756
162	52.21445	390.9763
162.1	52.37533	392.1797
162.2	52.53949	393.3659
162.3	52.70535	394.5348
162.4	52.87133	395.6862
162.5	53.03598	396.8205
162.6	53.1978	397.9376
162.7	53.35534	399.038
162.8	53.50723	400.122
162.9	53.65213	401.1904
163	53.78883	402.2437
163.1	53.91612	403.2827
163.2	54.03301	404.3082
163.3	54.13845	405.3212
163.4	54.23154	406.3226
163.5	54.3115	407.3135
163.6	54.37763	408.2951
163.7	54.42934	409.2685
163.8	54.46611	410.2349
163.9	54.48754	411.1956
164	54.49333	412.1521
164.1	54.4833	413.1053
164.2	54.45736	414.057
164.3	54.41551	415.0078
164.4	54.35788	415.9602
164.5	54.28468	416.9149
164.6	54.19619	417.8731
164.7	54.09282	418.8363
164.8	53.97504	419.8056
164.9	53.84341	420.7823
165	53.6986	421.7675
165.1	53.54133	422.7623
165.2	53.37237	423.7677
165.3	53.19255	424.7847
165.4	53.00283	425.8141
165.5	52.80421	426.8567
165.6	52.59773	427.9131
165.7	52.38445	428.984
165.8	52.16548	430.0698
165.9	51.94202	431.171
166	51.71528	432.2878
166.1	51.4865	433.4204
166.2	51.25694	434.5689
166.3	51.02784	435.7332
166.4	50.8005	436.9131
166.5	50.57621	438.1086
166.6	50.35625	439.3192
166.7	50.14188	440.5445
166.8	49.93431	441.7839
166.9	49.73476	443.0367
167	49.54438	444.3023
167.1	49.36429	445.5797
167.2	49.19549	446.8681
167.3	49.03894	448.1664
167.4	48.89557	449.4736
167.5	48.76614	450.7885
167.6	48.6513	452.1099
167.7	48.55164	453.4364
167.8	48.46765	454.767
167.9	48.39966	456.1002
168	48.34783	457.4342
168.1	48.31227	458.7682
168.2	48.29296	460.1007
168.3	48.2897	461.4303
168.4	48.30214	462.7557
168.5	48.32986	464.0756
168.6	48.37233	465.3886
168.7	48.42881	466.6936
168.8	48.4985	467.9894
168.9	48.58051	469.2751
169	48.67385	470.5496
169.1	48.77741	471.8121
169.2	48.89005	473.0617
169.3	49.01055	474.2979
169.4	49.13765	475.52
169.5	49.27001	476.7276
169.6	49.40633	477.9203
169.7	49.54527	479.0978
169.8	49.68546	480.2602
169.9	49.82559	481.4074
170	49.96432	482.5395
170.1	50.10039	483.6567
170.2	50.23256	484.7593
170.3	50.35962	485.8477
170.4	50.48043	486.9224
170.5	50.59391	487.9839
170.6	50.69907	489.0331
170.7	50.79496	490.0705
170.8	50.88071	491.097
170.9	50.95555	492.1136
171	51.01881	493.1212
171.1	51.06987	494.1206
171.2	51.10821	495.1132
171.3	51.1334	496.0997
171.4	51.14509	497.0815
171.5	51.14304	498.0598
171.6	51.12711	499.0355
171.7	51.0972	500.0104
171.8	51.05335	500.9853
171.9	50.99567	501.9608
172	50.92433	502.9385
172.1	50.83962	503.9196
172.2	50.74191	504.9054
172.3	50.63162	505.8967
172.4	50.50927	506.8946
172.5	50.37543	507.9003
172.6	50.23076	508.9145
172.7	50.07593	509.9382
172.8	49.91176	510.9721
172.9	49.73908	512.0172
173	49.55877	513.074
173.1	49.37172	514.1429
173.2	49.17891	515.2247
173.3	48.98137	516.3198
173.4	48.78016	517.4282
173.5	48.57632	518.5504
173.6	48.37091	519.6863
173.7	48.16509	520.8365
173.8	47.95992	522.0004
173.9	47.75659	523.178
174	47.55618	524.3691
174.1	47.35981	525.5735
174.2	47.16856	526.7906
174.3	46.98354	528.02
174.4	46.80577	529.2609
174.5	46.63621	530.5129
174.6	46.47579	531.7751
174.7	46.32543	533.0468
174.8	46.18595	534.327
174.9	46.05808	535.6147
175	45.94245	536.9089
175.1	45.83963	538.2087
175.2	45.75013	539.5128
175.3	45.67429	540.8203
175.4	45.61235	542.1292
175.5	45.5645	543.4405
175.6	45.53079	544.7507
175.7	45.51114	546.059
175.8	45.50534	547.3646
175.9	45.51315	548.6662
176	45.53416	549.9631
176.1	45.56785	551.2537
176.2	45.61358	552.5374
176.3	45.67069	553.8128
176.4	45.73839	555.0793
176.5	45.81578	556.336
176.6	45.90199	557.5821
176.7	45.99596	558.817
176.8	46.09669	560.04
176.9	46.20304	561.2509
177	46.3139	562.4489
177.1	46.4281	563.634
177.2	46.54448	564.8059
177.3	46.66188	565.9645
177.4	46.77913	567.1098
177.5	46.89511	568.2418
177.6	47.0087	569.361
177.7	47.11879	570.4673
177.8	47.22435	571.5612
177.9	47.32441	572.6431
178	47.41801	573.7136
178.1	47.5043	574.7733
178.2	47.58243	575.8228
178.3	47.65168	576.8628
178.4	47.71139	577.8943
178.5	47.76091	578.9177
178.6	47.79972	579.9344
178.7	47.82737	580.9449
178.8	47.8435	581.9506
178.9	47.8478	582.9519
179	47.84007	583.9504
179.1	47.82015	584.9465
179.2	47.788	585.9426
179.3	47.74364	586.9387
179.4	47.68716	587.9348
179.5	47.61873	588.9335
179.6	47.53862	589.9349
179.7	47.44714	590.9407
179.8	47.34469	591.9514
179.9	47.23171	592.968
180	47.10869	593.9914
180.1	46.97624	595.0224
180.2	46.83502	596.0618
180.3	46.6857	597.1102
180.4	46.52899	598.1684
180.5	46.36567	599.2369
180.6	46.19659	600.316
180.7	46.02259	601.4066
180.8	45.84459	602.5087
180.9	45.66348	603.6225
181	45.48019	604.7484
181.1	45.29572	605.8866
181.2	45.11101	607.0369
181.3	44.92708	608.1993
181.4	44.74487	609.3737
181.5	44.56535	610.5597
181.6	44.38954	611.7573
181.7	44.21836	612.9662
181.8	44.05274	614.1855
181.9	43.89355	615.415
182	43.74165	616.6541
182.1	43.59785	617.902
182.2	43.46291	619.1581
182.3	43.33752	620.4214
182.4	43.22225	621.6913
182.5	43.11769	622.9669
182.6	43.02435	624.2468
182.7	42.94258	625.5305
182.8	42.87268	626.8173
182.9	42.81487	628.105
183	42.7693	629.395
183.1	42.73598	630.6835
183.2	42.71479	631.9705
183.3	42.70561	633.255
183.4	42.70821	634.5363
183.5	42.7222	635.8128
183.6	42.74711	637.0842
183.7	42.78242	638.3493
183.8	42.82756	639.6074
183.9	42.88182	640.8577
184	42.94443	642.0994
184.1	43.0146	643.3318
184.2	43.09147	644.5544
184.3	43.17412	645.7668
184.4	43.26159	646.9683
184.5	43.35293	648.1589
184.6	43.44717	649.3382
184.7	43.54328	650.506
184.8	43.64025	651.6622
184.9	43.73711	652.8068
185	43.83287	653.94
185.1	43.92658	655.0618
185.2	44.01729	656.1724
185.3	44.10411	657.2723
185.4	44.18616	658.3617
185.5	44.26264	659.4411
185.6	44.33276	660.5111
185.7	44.39578	661.5723
185.8	44.45108	662.6253
185.9	44.49805	663.6705
186	44.53615	664.709
186.1	44.56494	665.7415
186.2	44.58397	666.7689
186.3	44.59293	667.7915
186.4	44.59157	668.8107
186.5	44.57969	669.8277
186.6	44.55715	670.8419
186.7	44.52393	671.8561
186.8	44.48003	672.8703
186.9	44.42553	673.8845
187	44.3606	674.9017
187.1	44.28546	675.9213
187.2	44.20041	676.9443
187.3	44.1058	677.972
187.4	44.00191	679.0047
187.5	43.88929	680.0434
187.6	43.76844	681.0886
187.7	43.63992	682.1415
187.8	43.50432	683.2021
187.9	43.36227	684.2711
188	43.21449	685.3494
188.1	43.0617	686.437
188.2	42.90466	687.5344
188.3	42.74414	688.6419
188.4	42.58096	689.7599
188.5	42.41596	690.8882
188.6	42.25	692.0273
188.7	42.0839	693.1768
188.8	41.91855	694.3371
188.9	41.75479	695.5078
189	41.59348	696.6888
189.1	41.43547	697.8798
189.2	41.28157	699.0804
189.3	41.13257	700.2902
189.4	40.98923	701.509
189.5	40.85231	702.7358
189.6	40.72249	703.9706
189.7	40.60042	705.2123
189.8	40.48666	706.4604
189.9	40.38175	707.714
190	40.28622	708.9725
190.1	40.20037	710.2347
190.2	40.12457	711.5005
190.3	40.05906	712.7689
190.4	40.00405	714.0377
190.5	39.95962	715.3065
190.6	39.92577	716.5752
190.7	39.90244	717.8439
190.8	39.88952	719.1099
190.9	39.88678	720.3732
191	39.89389	721.6324
191.1	39.91046	722.8873
191.2	39.93604	724.1366
191.3	39.97012	725.3799
191.4	40.01209	726.616
191.5	40.06132	727.845
191.6	40.11711	729.0657
191.7	40.17872	730.2781
191.8	40.24533	731.4816
191.9	40.31618	732.6757
192	40.39042	733.8602
192.1	40.46719	735.0349
192.2	40.54562	736.1995
192.3	40.62481	737.3542
192.4	40.70393	738.4988
192.5	40.78213	739.6332
192.6	40.85859	740.7578
192.7	40.93246	741.8727
192.8	41.00299	742.9783
192.9	41.0694	744.0747
193	41.13097	745.1624
193.1	41.18702	746.2419
193.2	41.23694	747.3137
193.3	41.28014	748.3783
193.4	41.31611	749.4363
193.5	41.34436	750.4882
193.6	41.36448	751.5348
193.7	41.37613	752.5771
193.8	41.37902	753.6153
193.9	41.37291	754.6506
194	41.35764	755.683
194.1	41.33309	756.7151
194.2	41.29921	757.7445
194.3	41.25599	758.774
194.4	41.20354	759.8063
194.5	41.14202	760.839
194.6	41.07157	761.8744
194.7	40.99244	762.9131
194.8	40.90491	763.9556
194.9	40.80937	765.0023
195	40.7062	766.0543
195.1	40.59584	767.1122
195.2	40.47879	768.1766
195.3	40.35555	769.2479
195.4	40.22671	770.3264
195.5	40.09288	771.413
195.6	39.9547	772.5077
195.7	39.81281	773.6109
195.8	39.66791	774.723
195.9	39.52073	775.8441
196	39.37197	776.9744
196.1	39.22238	778.114
196.2	39.07267	779.2627
196.3	38.92363	780.4207
196.4	38.77597	781.5878
196.5	38.63047	782.7639
196.6	38.48785	783.9485
196.7	38.34882	785.1417
196.8	38.21407	786.343
196.9	38.08428	787.5518
197	37.96007	788.768
197.1	37.84201	789.9908
197.2	37.73067	791.2198
197.3	37.62654	792.454
197.4	37.53011	793.6936
197.5	37.44178	794.9371
197.6	37.36185	796.1841
197.7	37.29063	797.4341
197.8	37.22836	798.6858
197.9	37.17516	799.9394
198	37.13111	801.193
198.1	37.09621	802.4466
198.2	37.07046	803.6991
198.3	37.05369	804.9496
198.4	37.04572	806.1974
198.5	37.04631	807.442
198.6	37.05514	808.6823
198.7	37.0718	809.9183
198.8	37.09582	811.149
198.9	37.12671	812.3737
199	37.16393	813.5919
199.1	37.20688	814.8032
199.2	37.25491	816.0073
199.3	37.30735	817.2034
199.4	37.3635	818.3915
199.5	37.42263	819.5714
199.6	37.48402	820.7427
199.7	37.5469	821.9053
199.8	37.61054	823.059
199.9	37.67418	824.2041
200	37.73709	825.3405
200.1	37.79852	826.4683
200.2	37.85779	827.5876
200.3	37.91421	828.6987
200.4	37.96711	829.8018
200.5	38.01587	830.8973
200.6	38.05989	831.9857
200.7	38.09865	833.0672
200.8	38.13163	834.1424
200.9	38.15835	835.2119
201	38.1784	836.2761
201.1	38.19143	837.3356
201.2	38.1971	838.391
201.3	38.19515	839.4431
201.4	38.18537	840.4925
201.5	38.16761	841.54
201.6	38.14176	842.5856
201.7	38.10776	843.63
201.8	38.06562	844.6744
201.9	38.01541	845.72
202	37.95725	846.7675
202.1	37.89128	847.8168
