Time	Aircraft Simulation Altitude	Aircraft Simulation Position Z
302.7	-3.492884	1999.767
302.8	-3.534387	2000.921
302.9	-3.575209	2002.074
303	-3.615328	2003.228
303.1	-3.654745	2004.381
303.2	-3.693476	2005.535
303.3	-3.731531	2006.688
303.4	-3.768915	2007.842
303.5	-3.805638	2008.995
303.6	-3.841721	2010.149
303.7	-3.877202	2011.302
303.8	-3.912097	2012.456
303.9	-3.946427	2013.609
304	-3.98022	2014.763
304.1	-4.013517	2015.915
304.2	-4.046424	2017.063
304.3	-4.078977	2018.21
304.4	-4.111224	2019.357
304.5	-4.143234	2020.505
304.6	-4.175064	2021.652
304.7	-4.206743	2022.8
304.8	-4.238303	2023.947
304.9	-4.269798	2025.094
305	-4.301312	2026.241
305.1	-4.33298	2027.382
305.2	-4.364865	2028.524
305.3	-4.396988	2029.665
305.4	-4.429371	2030.806
305.5	-4.462028	2031.948
305.6	-4.494992	2033.089
305.7	-4.52831	2034.23
305.8	-4.562048	2035.372
305.9	-4.596257	2036.513
306	-4.63095	2037.655
306.1	-4.666162	2038.792
306.2	-4.701984	2039.928
306.3	-4.738452	2041.063
306.4	-4.775588	2042.198
306.5	-4.813404	2043.334
306.6	-4.851923	2044.469
306.7	-4.89116	2045.604
306.8	-4.931115	2046.74
306.9	-4.971782	2047.875
307	-5.013134	2049.01
307.1	-5.055111	2050.146
307.2	-5.097658	2051.281
307.3	-5.140735	2052.416
307.4	-5.18434	2053.552
307.5	-5.228458	2054.687
307.6	-5.273038	2055.822
307.7	-5.318016	2056.958
307.8	-5.363348	2058.093
307.9	-5.409031	2059.228
308	-5.455077	2060.363
308.1	-5.501482	2061.502
308.2	-5.548045	2062.649
308.3	-5.594638	2063.797
308.4	-5.641181	2064.944
308.5	-5.687605	2066.092
308.6	-5.733846	2067.239
308.7	-5.77986	2068.386
308.8	-5.825657	2069.534
308.9	-5.87128	2070.681
309	-5.916742	2071.829
309.1	-5.962024	2072.976
309.2	-6.007104	2074.124
309.3	-6.051953	2075.271
309.4	-6.096537	2076.419
309.5	-6.140816	2077.566
309.6	-6.184742	2078.714
309.7	-6.22828	2079.861
309.8	-6.271395	2081.009
309.9	-6.314032	2082.156
310	-6.356154	2083.303
310.1	-6.397785	2084.451
310.2	-6.438969	2085.598
310.3	-6.479723	2086.746
310.4	-6.520018	2087.893
310.5	-6.559818	2089.041
310.6	-6.599092	2090.188
310.7	-6.637869	2091.335
310.8	-6.676187	2092.483
310.9	-6.714071	2093.63
311	-6.75152	2094.778
311.1	-6.788515	2095.925
311.2	-6.825033	2097.072
