Time	Aircraft Simulation Altitude	Aircraft Simulation Position Z	Aircraft Simulation Net Global Force Z
264.7	11.501	1564.508	0
264.8	11.44024	1565.674	0
264.9	11.38148	1566.845	0
265	11.3249	1568.017	0
265.1	11.27058	1569.189	0
265.2	11.21862	1570.36	0
265.3	11.16906	1571.532	0
265.4	11.12201	1572.706	0
265.5	11.0776	1573.884	0
265.6	11.0358	1575.061	0
265.7	10.99656	1576.239	0
265.8	10.95986	1577.417	0
265.9	10.9257	1578.591	0
266	10.89393	1579.763	0
266.1	10.86451	1580.934	0
266.2	10.83734	1582.106	0
266.3	10.81235	1583.278	0
266.4	10.78942	1584.449	0
266.5	10.76841	1585.615	0
266.6	10.74915	1586.781	0
266.7	10.73153	1587.947	0
266.8	10.71536	1589.109	0
266.9	10.70044	1590.268	0
267	10.68662	1591.428	0
267.1	10.67373	1592.582	0
267.2	10.66157	1593.736	0
267.3	10.65001	1594.888	0
267.4	10.6388	1596.035	0
267.5	10.62782	1597.183	0
267.6	10.6169	1598.326	0
267.7	10.60583	1599.467	0
267.8	10.59441	1600.607	0
267.9	10.58245	1601.742	0
268	10.56981	1602.878	0
268.1	10.55632	1604.009	0
268.2	10.54172	1605.138	0
268.3	10.52586	1606.268	0
268.4	10.50855	1607.393	0
268.5	10.48961	1608.516	0
268.6	10.46889	1609.639	0
268.7	10.44625	1610.762	0
268.8	10.42154	1611.88	0
268.9	10.39465	1612.997	0
269	10.36551	1614.114	0
269.1	10.33404	1615.231	0
269.2	10.3002	1616.349	0
269.3	10.26402	1617.466	0
269.4	10.22545	1618.583	0
269.5	10.18444	1619.7	0
269.6	10.14107	1620.817	0
269.7	10.09535	1621.934	0
269.8	10.0473	1623.052	0
269.9	9.996993	1624.169	0
270	9.944521	1625.286	0
270.1	9.890012	1626.406	0
270.2	9.833632	1627.529	0
270.3	9.775491	1628.652	0
270.4	9.715705	1629.775	0
270.5	9.654408	1630.902	0
270.6	9.591792	1632.032	0
270.7	9.527986	1633.161	0
270.8	9.463145	1634.294	0
270.9	9.397472	1635.429	0
271	9.33112	1636.564	0
271.1	9.264279	1637.705	0
271.2	9.197163	1638.846	0
271.3	9.129908	1639.989	0
271.4	9.062744	1641.137	0
271.5	8.995821	1642.284	0
271.6	8.929296	1643.435	0
271.7	8.86338	1644.589	0
271.8	8.798221	1645.742	0
271.9	8.73402	1646.901	0
272	8.67099	1648.06	0
272.1	8.609247	1649.22	0
272.2	8.548944	1650.383	0
272.3	8.490251	1651.549	0
272.4	8.433287	1652.715	0
272.5	8.37816	1653.88	0
272.6	8.324965	1655.047	0
272.7	8.27384	1656.219	0
272.8	8.22487	1657.391	0
272.9	8.178141	1658.563	0
273	8.133677	1659.734	0
273.1	8.091455	1660.906	0
273.2	8.051455	1662.078	0
273.3	8.01365	1663.25	0
273.4	7.978041	1664.421	0
273.5	7.944565	1665.593	0
273.6	7.913179	1666.765	0
273.7	7.883836	1667.936	0
273.8	7.856436	1669.102	0
273.9	7.830846	1670.267	0
274	7.806962	1671.433	0
274.1	7.784683	1672.599	0
274.2	7.763892	1673.761	0
274.3	7.744399	1674.92	0
274.4	7.726068	1676.08	0
274.5	7.708733	1677.238	0
274.6	7.692207	1678.392	0
274.7	7.676337	1679.545	0
274.8	7.660978	1680.698	0
274.9	7.645937	1681.845	0
275	7.631066	1682.992	0
275.1	7.616231	1684.138	0
275.2	7.601225	1685.279	0
275.3	7.585915	1686.42	0
275.4	7.570164	1687.559	0
275.5	7.553782	1688.694	0
275.6	7.536602	1689.83	0
275.7	7.518456	1690.963	0
275.8	7.499156	1692.092	0
275.9	7.478559	1693.222	0
276	7.456554	1694.351	0
276.1	7.43301	1695.477	0
276.2	7.407793	1696.6	0
276.3	7.380823	1697.724	0
276.4	7.352028	1698.847	0
276.5	7.321349	1699.97	0
276.6	7.288738	1701.093	0
276.7	7.254172	1702.216	0
276.8	7.217637	1703.34	0
276.9	7.179105	1704.463	0
277	7.138557	1705.586	0
277.1	7.096012	1706.709	0
277.2	7.05151	1707.832	0
277.3	7.005074	1708.956	0
277.4	6.956743	1710.079	0
277.5	6.906591	1711.202	0
277.6	6.854719	1712.325	0
277.7	6.801236	1713.448	0
277.8	6.746247	1714.576	0
277.9	6.689905	1715.705	0
278	6.632321	1716.834	0
278.1	6.573624	1717.963	0
278.2	6.513937	1719.096	0
278.3	6.453435	1720.232	0
278.4	6.392231	1721.367	0
278.5	6.33047	1722.504	0
278.6	6.268336	1723.646	0
278.7	6.205967	1724.787	0
278.8	6.14349	1725.929	0
278.9	6.081106	1727.076	0
279	6.018961	1728.224	0
279.1	5.957173	1729.371	0
279.2	5.895898	1730.524	0
279.3	5.835316	1731.678	0
279.4	5.775552	1732.831	0
279.5	5.716729	1733.987	0
279.6	5.659018	1735.146	0
279.7	5.602527	1736.306	0
279.8	5.547361	1737.465	0
279.9	5.493621	1738.625	0
280	5.441421	1739.789	0
280.1	5.390877	1740.955	0
280.2	5.342058	1742.121	0
280.3	5.295059	1743.286	0
280.4	5.249896	1744.452	0
280.5	5.206555	1745.618	0
280.6	5.16501	1746.783	0
280.7	5.12525	1747.949	0
280.8	5.087247	1749.114	0
280.9	5.050982	1750.28	0
281	5.01641	1751.446	0
281.1	4.983499	1752.611	0
281.2	4.952207	1753.777	0
281.3	4.922471	1754.943	0
281.4	4.894208	1756.104	0
281.5	4.867284	1757.264	0
281.6	4.84163	1758.423	0
281.7	4.817148	1759.583	0
281.8	4.793728	1760.742	0
281.9	4.771248	1761.897	0
282	4.749557	1763.051	0
282.1	4.728546	1764.204	0
282.2	4.708088	1765.358	0
282.3	4.688018	1766.505	0
282.4	4.66818	1767.653	0
282.5	4.648444	1768.8	0
282.6	4.628653	1769.945	0
282.7	4.608593	1771.086	0
282.8	4.588122	1772.228	0
282.9	4.567127	1773.369	0
283	4.545515	1774.506	0
283.1	4.523139	1775.641	0
283.2	4.499902	1776.777	0
283.3	4.47572	1777.912	0
283.4	4.450506	1779.045	0
283.5	4.424109	1780.174	0
283.6	4.396449	1781.303	0
283.7	4.367468	1782.433	0
283.8	4.337113	1783.562	0
283.9	4.305329	1784.691	0
284	4.272078	1785.82	0
284.1	4.23733	1786.95	0
284.2	4.20106	1788.078	0
284.3	4.163205	1789.201	0
284.4	4.123731	1790.325	0
284.5	4.08265	1791.448	0
284.6	4.039994	1792.576	0
284.7	3.995811	1793.705	0
284.8	3.950102	1794.835	0
284.9	3.902929	1795.964	0
285	3.854373	1797.093	0
285.1	3.804516	1798.223	0
285.2	3.753441	1799.352	0
285.3	3.701242	1800.481	0
285.4	3.648028	1801.613	0
285.5	3.593939	1802.749	0
285.6	3.539077	1803.884	0
285.7	3.483536	1805.019	0
285.8	3.427411	1806.155	0
285.9	3.370827	1807.295	0
286	3.313941	1808.437	0
286.1	3.25685	1809.578	0
286.2	3.199637	1810.719	0
286.3	3.142424	1811.865	0
286.4	3.085398	1813.013	0
286.5	3.028666	1814.16	0
286.6	2.972308	1815.307	0
286.7	2.916397	1816.458	0
286.8	2.861091	1817.611	0
286.9	2.8065	1818.765	0
287	2.752717	1819.918	0
287.1	2.699826	1821.072	0
287.2	2.647915	1822.228	0
287.3	2.597134	1823.387	0
287.4	2.547545	1824.547	0
287.5	2.499238	1825.706	0
287.6	2.452238	1826.866	0
287.7	2.406583	1828.026	0
287.8	2.362289	1829.185	0
287.9	2.319345	1830.345	0
288	2.27773	1831.504	0
288.1	2.23743	1832.664	0
288.2	2.198427	1833.823	0
288.3	2.160712	1834.983	0
288.4	2.124249	1836.143	0
288.5	2.089016	1837.302	0
288.6	2.054987	1838.462	0
288.7	2.02212	1839.621	0
288.8	1.99036	1840.781	0
288.9	1.959658	1841.94	0
289	1.929972	1843.099	0
289.1	1.901198	1844.253	0
289.2	1.87323	1845.406	0
289.3	1.845988	1846.56	0
289.4	1.819391	1847.714	0
289.5	1.793366	1848.867	0
289.6	1.767809	1850.017	0
289.7	1.742572	1851.165	0
289.8	1.717562	1852.312	0
289.9	1.692684	1853.46	0
290	1.667835	1854.607	0
290.1	1.642908	1855.75	0
290.2	1.617769	1856.892	0
290.3	1.592364	1858.033	0
290.4	1.566614	1859.174	0
290.5	1.540426	1860.316	0
290.6	1.51368	1861.453	0
290.7	1.486251	1862.588	0
290.8	1.458084	1863.724	0
290.9	1.429111	1864.859	0
291	1.399266	1865.994	0
291.1	1.368493	1867.13	0
291.2	1.336753	1868.265	0
291.3	1.303971	1869.396	0
291.4	1.270044	1870.525	0
291.5	1.234947	1871.654	0
291.6	1.19866	1872.784	0
291.7	1.161165	1873.913	0
291.8	1.122447	1875.042	0
291.9	1.0825	1876.171	0
292	1.041329	1877.301	0
292.1	0.9989477	1878.43	0
292.2	0.9553643	1879.559	0
292.3	0.9105684	1880.688	0
292.4	0.8645923	1881.818	0
292.5	0.8175083	1882.952	0
292.6	0.7694247	1884.087	0
292.7	0.7204061	1885.222	0
292.8	0.6705389	1886.358	0
292.9	0.6199245	1887.493	0
293	0.5686604	1888.628	0
293.1	0.5168443	1889.764	0
293.2	0.4645697	1890.904	0
293.3	0.4119533	1892.045	0
293.4	0.359083	1893.187	0
293.5	0.3060291	1894.328	0
293.6	0.2528763	1895.47	0
293.7	0.1997237	1896.613	0
293.8	0.1467329	1897.761	0
293.9	0.09399515	1898.908	0
294	0.04158598	1900.056	0
294.1	-0.01043443	1901.203	0
294.2	-0.06201123	1902.35	0
294.3	-0.1130649	1903.502	0
294.4	-0.163463	1904.656	0
294.5	-0.2131071	1905.809	0
294.6	-0.2619314	1906.963	0
294.7	-0.3098921	1908.116	0
294.8	-0.356945	1909.27	0
294.9	-0.4030863	1910.423	0
295	-0.4483038	1911.577	0
295.1	-0.4925948	1912.73	0
295.2	-0.5359542	1913.884	0
295.3	-0.5783694	1915.041	0
295.4	-0.6197874	1916.2	0
295.5	-0.6602191	1917.36	0
295.6	-0.6996422	1918.519	0
295.7	-0.7380553	1919.679	0
295.8	-0.7754933	1920.833	0
295.9	-0.8120259	1921.987	0
296	-0.8476718	1923.14	0
296.1	-0.8824847	1924.294	0
296.2	-0.9165159	1925.447	0
296.3	-0.9498066	1926.601	0
296.4	-0.9823957	1927.754	0
296.5	-1.014318	1928.908	0
296.6	-1.045635	1930.061	0
296.7	-1.076398	1931.215	0
296.8	-1.106659	1932.368	0
296.9	-1.136502	1933.516	0
297	-1.166019	1934.663	0
297.1	-1.195286	1935.811	0
297.2	-1.224387	1936.958	0
297.3	-1.253377	1938.105	0
297.4	-1.282304	1939.253	0
297.5	-1.311219	1940.398	0
297.6	-1.340237	1941.54	0
297.7	-1.369425	1942.681	0
297.8	-1.398832	1943.822	0
297.9	-1.428517	1944.964	0
298	-1.45854	1946.105	0
298.1	-1.488961	1947.246	0
298.2	-1.519845	1948.386	0
298.3	-1.55132	1949.522	0
298.4	-1.58346	1950.657	0
298.5	-1.616308	1951.792	0
298.6	-1.649901	1952.928	0
298.7	-1.684283	1954.063	0
298.8	-1.719491	1955.198	0
298.9	-1.755553	1956.334	0
299	-1.792483	1957.469	0
299.1	-1.83029	1958.604	0
299.2	-1.868983	1959.74	0
299.3	-1.908573	1960.875	0
299.4	-1.949056	1962.01	0
299.5	-1.990414	1963.146	0
299.6	-2.032638	1964.281	0
299.7	-2.075717	1965.417	0
299.8	-2.119657	1966.552	0
299.9	-2.164431	1967.687	0
300	-2.210001	1968.822	0
300.1	-2.256331	1969.958	0
300.2	-2.303371	1971.093	0
300.3	-2.351066	1972.228	0
300.4	-2.39934	1973.367	0
300.5	-2.448074	1974.508	0
300.6	-2.497203	1975.65	0
300.7	-2.546635	1976.791	0
300.8	-2.596291	1977.932	0
300.9	-2.646113	1979.074	0
301	-2.696044	1980.215	0
301.1	-2.746007	1981.358	0
301.2	-2.795851	1982.505	0
301.3	-2.845479	1983.653	0
301.4	-2.894838	1984.8	0
301.5	-2.943895	1985.947	0
301.6	-2.992627	1987.095	0
301.7	-3.040987	1988.242	0
301.8	-3.088915	1989.39	0
301.9	-3.13636	1990.539	0
302	-3.183219	1991.693	0
302.1	-3.22945	1992.846	0
302.2	-3.275036	1994	0
302.3	-3.319966	1995.153	0
302.4	-3.364227	1996.307	0
302.5	-3.407807	1997.46	0
302.6	-3.450696	1998.614	0
302.7	-3.492884	1999.767	0
302.8	-3.534387	2000.921	0
302.9	-3.575209	2002.074	0
303	-3.615328	2003.228	0
303.1	-3.654745	2004.381	0
303.2	-3.693476	2005.535	0
303.3	-3.731531	2006.688	0
303.4	-3.768915	2007.842	0
303.5	-3.805638	2008.995	0
303.6	-3.841721	2010.149	0
303.7	-3.877202	2011.302	0
303.8	-3.912097	2012.456	0
303.9	-3.946427	2013.609	0
304	-3.98022	2014.763	0
304.1	-4.013517	2015.915	0
304.2	-4.046424	2017.063	0
304.3	-4.078977	2018.21	0
304.4	-4.111224	2019.357	0
304.5	-4.143234	2020.505	0
304.6	-4.175064	2021.652	0
304.7	-4.206743	2022.8	0
304.8	-4.238303	2023.947	0
304.9	-4.269798	2025.094	0
305	-4.301312	2026.241	0
305.1	-4.33298	2027.382	0
305.2	-4.364865	2028.524	0
305.3	-4.396988	2029.665	0
305.4	-4.429371	2030.806	0
305.5	-4.462028	2031.948	0
305.6	-4.494992	2033.089	0
305.7	-4.52831	2034.23	0
305.8	-4.562048	2035.372	0
305.9	-4.596257	2036.513	0
306	-4.63095	2037.655	0
306.1	-4.666162	2038.792	0
306.2	-4.701984	2039.928	0
306.3	-4.738452	2041.063	0
306.4	-4.775588	2042.198	0
306.5	-4.813404	2043.334	0
306.6	-4.851923	2044.469	0
306.7	-4.89116	2045.604	0
306.8	-4.931115	2046.74	0
306.9	-4.971782	2047.875	0
307	-5.013134	2049.01	0
307.1	-5.055111	2050.146	0
307.2	-5.097658	2051.281	0
307.3	-5.140735	2052.416	0
307.4	-5.18434	2053.552	0
307.5	-5.228458	2054.687	0
307.6	-5.273038	2055.822	0
307.7	-5.318016	2056.958	0
307.8	-5.363348	2058.093	0
307.9	-5.409031	2059.228	0
308	-5.455077	2060.363	0
308.1	-5.501482	2061.502	0
308.2	-5.548045	2062.649	0
308.3	-5.594638	2063.797	0
308.4	-5.641181	2064.944	0
308.5	-5.687605	2066.092	0
308.6	-5.733846	2067.239	0
308.7	-5.77986	2068.386	0
308.8	-5.825657	2069.534	0
308.9	-5.87128	2070.681	0
309	-5.916742	2071.829	0
309.1	-5.962024	2072.976	0
309.2	-6.007104	2074.124	0
309.3	-6.051953	2075.271	0
309.4	-6.096537	2076.419	0
309.5	-6.140816	2077.566	0
309.6	-6.184742	2078.714	0
309.7	-6.22828	2079.861	0
309.8	-6.271395	2081.009	0
309.9	-6.314032	2082.156	0
310	-6.356154	2083.303	0
310.1	-6.397785	2084.451	0
310.2	-6.438969	2085.598	0
310.3	-6.479723	2086.746	0
310.4	-6.520018	2087.893	0
310.5	-6.559818	2089.041	0
310.6	-6.599092	2090.188	0
310.7	-6.637869	2091.335	0
310.8	-6.676187	2092.483	0
310.9	-6.714071	2093.63	0
311	-6.75152	2094.778	0
311.1	-6.788515	2095.925	0
311.2	-6.825033	2097.072	0
