Time	Aircraft Simulation Altitude	Aircraft Simulation Position Z	Aircraft Simulation Net Global Force Z	Aircraft Simulation Airspeed
62.1	1.433877	4.854871	0	0.001006818
62.2	1.43387	4.854854	0	0.00116107
62.3	1.433877	4.854829	0	0.0009624104
62.4	1.433875	4.854808	0	0.001199455
62.5	1.433872	4.854787	0	0.001275178
62.6	1.433874	4.854764	0	0.001256443
62.7	1.433874	4.854744	0	0.0009185981
62.8	1.433873	4.854721	0	0.001025824
62.9	1.433874	4.854695	0	0.0007764719
63	1.433874	4.854674	0	0.0010126
63.1	1.433868	4.854654	0	0.001104575
63.2	1.433871	4.854632	0	0.001357019
63.3	1.433866	4.854615	0	0.001389696
63.4	1.433872	4.854603	0	0.001443149
63.5	1.433876	4.854583	0	0.001339217
63.6	1.43387	4.854558	0	0.001218371
63.7	1.433867	4.854537	0	0.001085224
63.8	1.433871	4.854507	0	0.0006788112
63.9	1.433866	4.854479	0	0.0008386901
64	1.433868	4.854464	0	0.001340408
64.1	1.433867	4.854449	0	0.001641735
64.2	1.433868	4.854435	0	0.001903757
64.3	1.43387	4.854405	0	0.001462888
64.4	1.433866	4.854379	0	0.000958728
64.5	1.433863	4.854359	0	0.0007282955
64.6	1.433869	4.854332	0	0.0003832389
64.7	1.433866	4.854309	0	0.0007194184
64.8	1.433863	4.854291	0	0.001403572
64.9	1.433869	4.854271	0	0.001346523
65	1.433866	4.85425	0	0.001280313
65.1	1.433867	4.854232	0	0.001398813
65.2	1.433865	4.854208	0	0.00123752
65.3	1.433865	4.854188	0	0.001407785
65.4	1.433865	4.85417	0	0.00107756
65.5	1.433864	4.854142	0	0.0008949941
65.6	1.433866	4.854118	0	0.0007284943
65.7	1.433863	4.854096	0	0.000903309
65.8	1.433866	4.854078	0	0.0007422671
65.9	1.433866	4.854061	0	0.00112414
66	1.433864	4.854038	0	0.001035164
66.1	1.433865	4.854017	0	0.001203662
66.2	1.433862	4.853992	0	0.001460717
66.3	1.433863	4.853969	0	0.00117064
66.4	1.433864	4.853951	0	0.001318954
66.5	1.433861	4.853931	0	0.001200626
66.6	1.433865	4.85391	0	0.001247945
66.7	1.433864	4.853891	0	0.001428376
66.8	1.433863	4.853866	0	0.001518331
66.9	1.433861	4.853835	0	0.0007288023
67	1.433862	4.853813	0	0.0002796137
67.1	1.433859	4.853793	0	0.0005676761
67.2	1.433862	4.853773	0	0.0006926557
67.3	1.433861	4.853748	0	0.0007630697
67.4	1.43386	4.853732	0	0.001305682
67.5	1.433862	4.853711	0	0.001127754
67.6	1.433861	4.853687	0	0.0009839295
67.7	1.433862	4.853671	0	0.0005803395
67.8	1.433859	4.853647	0	0.0006066976
67.9	1.43386	4.85362	0	0.0006008982
68	1.433859	4.853593	0	0.0004065089
68.1	1.433858	4.853572	0	0.001268347
68.2	1.433858	4.853556	0	0.0009419661
68.3	1.433859	4.853536	0	0.0009492159
68.4	1.433859	4.853513	0	0.0005627187
68.5	1.433859	4.853489	0	0.0006649778
68.6	1.433859	4.853466	0	0.0009035785
68.7	1.433857	4.853438	0	0.0008649182
68.8	1.433859	4.853416	0	0.0008352057
68.9	1.433858	4.8534	0	0.0009044486
69	1.433856	4.853383	0	0.001476869
69.1	1.433859	4.853369	0	0.001107117
69.2	1.433858	4.853348	0	0.001108487
69.3	1.433856	4.853325	0	0.0009714663
69.4	1.433856	4.853305	0	0.0008587227
69.5	1.433851	4.853282	0	0.001303014
69.6	1.433854	4.853261	0	0.0011452
69.7	1.433859	4.853237	0	0.001252143
69.8	1.433854	4.853218	0	0.001440772
69.9	1.433856	4.853201	0	0.001141
70	1.433855	4.85318	0	0.001122051
70.1	1.433857	4.85316	0	0.001138677
70.2	1.433858	4.853137	0	0.0006729611
70.3	1.433856	4.853109	0	0.0005946084
70.4	1.433857	4.853084	0	0.0004486832
70.5	1.433849	4.853064	0	0.0005393372
70.6	1.433851	4.853041	0	0.0008693264
70.7	1.433855	4.853022	0	0.001113069
70.8	1.433856	4.853002	0	0.001223142
70.9	1.433854	4.852987	0	0.001030235
71	1.433852	4.852968	0	0.001167049
71.1	1.433856	4.852937	0	0.0007461371
71.2	1.433855	4.852909	0	0.0001499095
71.3	1.43385	4.852885	0	0.0004552935
71.4	1.433852	4.852861	0	0.0008145034
71.5	1.433853	4.852842	0	0.001091106
71.6	1.433853	4.852827	0	0.001309634
71.7	1.433852	4.852802	0	0.0009981683
71.8	1.433852	4.85278	0	0.0008801665
71.9	1.43385	4.852757	0	0.0007794743
72	1.43385	4.852739	0	0.0005200502
72.1	1.433848	4.852716	0	0.0008379314
72.2	1.433849	4.85269	0	0.001052042
72.3	1.43385	4.852665	0	0.001124051
72.4	1.433847	4.852645	0	0.001162336
72.5	1.43385	4.852628	0	0.00115293
72.6	1.43385	4.852613	0	0.00119796
72.7	1.433848	4.852592	0	0.001068306
72.8	1.433851	4.852568	0	0.0009198304
72.9	1.433851	4.852545	0	0.0009145855
73	1.433849	4.85252	0	0.0009867446
73.1	1.433849	4.852499	0	0.000813583
73.2	1.433848	4.852481	0	0.001160903
73.3	1.433847	4.852462	0	0.001141748
73.4	1.433847	4.852441	0	0.001030684
73.5	1.433845	4.85242	0	0.001268314
73.6	1.433849	4.852395	0	0.001152564
73.7	1.433845	4.852369	0	0.001150099
73.8	1.433844	4.852354	0	0.001432821
73.9	1.43385	4.852328	0	0.001356875
74	1.433849	4.852312	0	0.001246954
74.1	1.433849	4.852292	0	0.001426919
74.2	1.433845	4.852268	0	0.001409962
74.3	1.433848	4.852243	0	0.000990971
74.4	1.433842	4.852218	0	0.001121915
74.5	1.433848	4.852195	0	0.001371161
74.6	1.433847	4.852178	0	0.001775011
74.7	1.433848	4.85216	0	0.001436011
74.8	1.433847	4.852139	0	0.001371316
74.9	1.433846	4.852116	0	0.00127923
75	1.433841	4.852089	0	0.001066909
75.1	1.433842	4.852061	0	0.0008783898
75.2	1.43384	4.852045	0	0.001464963
75.3	1.433844	4.852022	0	0.0016542
75.4	1.433846	4.852008	0	0.00150023
75.5	1.433844	4.851995	0	0.001423529
75.6	1.433843	4.851971	0	0.001584161
75.7	1.433845	4.851947	0	0.0009277826
75.8	1.433841	4.851924	0	0.0008377733
75.9	1.433845	4.851894	0	0.0008495914
76	1.433841	4.851864	0	0.0009362147
76.1	1.433843	4.85184	0	0.001340819
76.2	1.43384	4.851824	0	0.001148895
76.3	1.433841	4.851805	0	0.001150654
76.4	1.433841	4.851786	0	0.0009601625
76.5	1.433841	4.851768	0	0.0009161097
76.6	1.433838	4.851742	0	0.0007589596
76.7	1.433841	4.851717	0	0.001099503
76.8	1.433841	4.851692	0	0.001052969
76.9	1.433841	4.851671	0	0.00115066
77	1.433834	4.851649	0	0.0009338736
77.1	1.433841	4.851628	0	0.0007758829
77.2	1.433839	4.851613	0	0.0008155587
77.3	1.433841	4.851588	0	0.001270658
77.4	1.43384	4.851566	0	0.001337026
77.5	1.43384	4.851545	0	0.001507191
77.6	1.433838	4.851519	0	0.001266846
77.7	1.433838	4.851496	0	0.001075142
77.8	1.433835	4.851473	0	0.0009367809
77.9	1.433836	4.851453	0	0.001411945
78	1.433841	4.851426	0	0.001391802
78.1	1.433837	4.851409	0	0.001051909
78.2	1.433836	4.851395	0	0.001432411
78.3	1.433841	4.851376	0	0.001129674
78.4	1.433836	4.851356	0	0.001039563
78.5	1.433834	4.851326	0	0.0008622885
78.6	1.433837	4.851302	0	0.001134047
78.7	1.433833	4.851277	0	0.00111375
78.8	1.433833	4.851255	0	0.001350872
78.9	1.433837	4.851234	0	0.001532429
79	1.433839	4.85122	0	0.001480582
79.1	1.433835	4.851195	0	0.001276722
79.2	1.433837	4.851177	0	0.0009775285
79.3	1.433834	4.851152	0	0.000962759
79.4	1.433833	4.851123	0	0.0009547842
79.5	1.433829	4.851107	0	0.001247696
79.6	1.433834	4.851086	0	0.001423868
79.7	1.433832	4.85107	0	0.001261553
79.8	1.43383	4.851049	0	0.001061128
79.9	1.433833	4.851024	0	0.0009199896
80	1.433834	4.850998	0	0.0008978891
80.1	1.43383	4.850975	0	0.0007342653
80.2	1.433828	4.85095	0	0.001181969
80.3	1.433831	4.850926	0	0.0008442373
80.4	1.433834	4.850903	0	0.001252583
80.5	1.433831	4.850892	0	0.00167774
80.6	1.433829	4.850871	0	0.001736464
80.7	1.433828	4.850846	0	0.00183812
80.8	1.433829	4.850818	0	0.001255571
80.9	1.433831	4.850792	0	0.001208982
81	1.43383	4.850769	0	0.001047276
81.1	1.433825	4.850749	0	0.001226191
81.2	1.433831	4.850729	0	0.00119048
81.3	1.433827	4.850709	0	0.0009416545
81.4	1.433828	4.850685	0	0.0006048104
81.5	1.433826	4.850665	0	0.0008958292
81.6	1.433827	4.85064	0	0.001141791
81.7	1.433829	4.850621	0	0.001161162
81.8	1.433826	4.850608	0	0.001205565
81.9	1.433825	4.850586	0	0.001302558
82	1.433826	4.850561	0	0.001274709
82.1	1.433827	4.85054	0	0.001491084
82.2	1.433827	4.850514	0	0.001339269
82.3	1.433828	4.850492	0	0.001386917
82.4	1.433827	4.850469	0	0.001275641
82.5	1.433825	4.850446	0	0.001204238
82.6	1.433826	4.850431	0	0.001391466
82.7	1.433827	4.85041	0	0.0009486793
82.8	1.433822	4.850392	0	0.0008088078
82.9	1.433826	4.850366	0	0.001055733
83	1.433825	4.850341	0	0.0009974078
83.1	1.433822	4.850323	0	0.001157925
83.2	1.433827	4.850298	0	0.001130975
83.3	1.433825	4.850278	0	0.0013945
83.4	1.433825	4.850254	0	0.001366633
83.5	1.433823	4.850232	0	0.001135311
83.6	1.433826	4.850212	0	0.0008385644
83.7	1.433824	4.850188	0	0.000791328
83.8	1.433822	4.850166	0	0.001166393
83.9	1.433824	4.850142	0	0.0007894624
84	1.433825	4.850122	0	0.00109291
84.1	1.433824	4.850097	0	0.001113787
84.2	1.433823	4.850076	0	0.001115565
84.3	1.433823	4.850054	0	0.001315491
84.4	1.433824	4.850033	0	0.001125679
84.5	1.433821	4.85002	0	0.001330336
84.6	1.433821	4.849998	0	0.001251059
84.7	1.433824	4.849972	0	0.00124447
84.8	1.433826	4.849943	0	0.0009472538
84.9	1.433818	4.849922	0	0.0009421493
85	1.433817	4.8499	0	0.00130995
85.1	1.43382	4.849882	0	0.001303581
85.2	1.433815	4.849864	0	0.001694871
85.3	1.433819	4.849844	0	0.001600657
85.4	1.433822	4.849831	0	0.001698015
85.5	1.433824	4.849805	0	0.0013415
85.6	1.433819	4.849793	0	0.001115985
85.7	1.433817	4.849766	0	0.001241862
85.8	1.43382	4.849734	0	0.0009634954
85.9	1.433817	4.849717	0	0.001130605
86	1.433814	4.849693	0	0.001110634
86.1	1.433818	4.849667	0	0.001265094
86.2	1.433819	4.849646	0	0.0013548
86.3	1.433817	4.849631	0	0.001248449
86.4	1.433813	4.849608	0	0.001099284
86.5	1.433816	4.849585	0	0.0009507626
86.6	1.433815	4.849558	0	0.0008825459
86.7	1.433815	4.849532	0	0.0005283793
86.8	1.433817	4.849512	0	0.00116287
86.9	1.433811	4.849498	0	0.00143234
87	1.433815	4.849476	0	0.001484091
87.1	1.433817	4.849454	0	0.00123283
87.2	1.433812	4.849437	0	0.001286573
87.3	1.433817	4.849415	0	0.0009415512
87.4	1.433815	4.849391	0	0.000864914
87.5	1.433815	4.849372	0	0.0008815982
87.6	1.43381	4.849349	0	0.000847733
87.7	1.43381	4.849329	0	0.001159494
87.8	1.433806	4.849304	0	0.00128102
87.9	1.433812	4.849278	0	0.001085282
88	1.433813	4.849259	0	0.0004576559
88.1	1.433814	4.849245	0	0.0005663252
88.2	1.433815	4.84922	0	0.000717042
88.3	1.43381	4.849196	0	0.0009425226
88.4	1.433812	4.849171	0	0.001223364
88.5	1.433808	4.849149	0	0.001318756
88.6	1.433806	4.849129	0	0.001361449
88.7	1.433808	4.849107	0	0.001083205
88.8	1.433812	4.849089	0	0.0009334841
88.9	1.433809	4.849067	0	0.001101107
89	1.433808	4.849037	0	0.0006894756
89.1	1.433806	4.849013	0	0.0009379957
89.2	1.43381	4.84899	0	0.001667256
89.3	1.433812	4.848975	0	0.001507824
89.4	1.433807	4.848966	0	0.001645164
89.5	1.433809	4.848945	0	0.001565784
89.6	1.433809	4.848915	0	0.0009143428
89.7	1.433807	4.848896	0	0.0005179725
89.8	1.433803	4.848868	0	0.0005536044
89.9	1.433805	4.848845	0	0.0004125921
90	1.433808	4.848823	0	0.001158247
90.1	1.433805	4.848804	0	0.002053971
90.2	1.433806	4.848778	0	0.001638768
90.3	1.433807	4.848763	0	0.001689701
90.4	1.433805	4.848743	0	0.001138961
90.5	1.433805	4.848724	0	0.001048529
90.6	1.433806	4.848693	0	0.0004609521
90.7	1.433807	4.848671	0	0.0005630758
90.8	1.433802	4.84865	0	0.000987086
90.9	1.433804	4.848628	0	0.001058523
91	1.433802	4.848608	0	0.001302157
91.1	1.433807	4.84859	0	0.001466647
91.2	1.433804	4.848565	0	0.001325089
91.3	1.433804	4.848548	0	0.001223258
91.4	1.433806	4.84853	0	0.0008149238
91.5	1.433803	4.848505	0	0.0008987016
91.6	1.433803	4.848482	0	0.0006553502
91.7	1.433802	4.848462	0	0.0009589783
91.8	1.433803	4.848443	0	0.0008811284
91.9	1.433802	4.848419	0	0.00105448
92	1.433805	4.848399	0	0.001170171
92.1	1.433801	4.848382	0	0.001242125
92.2	1.433801	4.848356	0	0.001378404
92.3	1.433805	4.848329	0	0.001147588
92.4	1.433801	4.848308	0	0.001110553
92.5	1.4338	4.848281	0	0.0008656688
92.6	1.433803	4.848261	0	0.001100421
92.7	1.433803	4.84824	0	0.001120484
92.8	1.433799	4.848225	0	0.001565697
92.9	1.4338	4.848199	0	0.001320964
93	1.433797	4.848178	0	0.00149736
93.1	1.433799	4.848158	0	0.001356704
93.2	1.433797	4.848142	0	0.001505626
93.3	1.433805	4.848113	0	0.00138423
93.4	1.433801	4.848093	0	0.001060943
93.5	1.433799	4.848073	0	0.001039519
93.6	1.433804	4.848045	0	0.0008282863
93.7	1.433798	4.848032	0	0.0009995175
93.8	1.433797	4.848011	0	0.001150306
93.9	1.433799	4.847991	0	0.0004874845
94	1.433794	4.847969	0	0.0004591509
94.1	1.433797	4.847941	0	0.0007051665
94.2	1.433797	4.84792	0	0.001016409
94.3	1.433799	4.847904	0	0.001248979
94.4	1.433795	4.847887	0	0.00125386
94.5	1.433801	4.847866	0	0.001064829
94.6	1.433796	4.847847	0	0.001077408
94.7	1.433794	4.847818	0	0.00107613
94.8	1.433795	4.847795	0	0.001099966
94.9	1.433796	4.847767	0	0.0009295131
95	1.433793	4.847747	0	0.001210021
95.1	1.433796	4.847726	0	0.001322207
95.2	1.433795	4.847708	0	0.001537713
95.3	1.433796	4.847687	0	0.001328568
95.4	1.433796	4.847663	0	0.001131207
95.5	1.433794	4.847645	0	0.0008996188
95.6	1.433795	4.847628	0	0.001312026
95.7	1.433795	4.847603	0	0.001440541
95.8	1.433794	4.847583	0	0.001546038
95.9	1.43379	4.847562	0	0.00135799
96	1.433791	4.847542	0	0.001088698
96.1	1.433794	4.847517	0	0.001057832
96.2	1.433797	4.847496	0	0.001160046
96.3	1.433794	4.847472	0	0.001055921
96.4	1.433793	4.847451	0	0.001406308
96.5	1.433789	4.847431	0	0.001338163
96.6	1.433792	4.847404	0	0.001291091
96.7	1.433791	4.847386	0	0.001354142
96.8	1.433793	4.847369	0	0.00123811
96.9	1.433793	4.847347	0	0.001037472
97	1.433789	4.847327	0	0.001367698
97.1	1.433789	4.847299	0	0.001153278
97.2	1.433787	4.847273	0	0.001033405
97.3	1.433791	4.847248	0	0.001108549
97.4	1.433787	4.847233	0	0.0015801
97.5	1.433787	4.847214	0	0.001902154
97.6	1.433794	4.847191	0	0.001563487
97.7	1.43379	4.847169	0	0.001347182
97.8	1.433787	4.847153	0	0.001192208
97.9	1.433789	4.847125	0	0.0007984114
98	1.433788	4.8471	0	0.0007684054
98.1	1.433786	4.847075	0	0.00122315
98.2	1.433788	4.847053	0	0.001583454
98.3	1.43379	4.847035	0	0.001741111
98.4	1.433785	4.847017	0	0.001491168
98.5	1.433787	4.847002	0	0.001465647
98.6	1.433786	4.846984	0	0.001088643
98.7	1.433786	4.846959	0	0.0009305048
98.8	1.433787	4.846945	0	0.0005714571
98.9	1.433787	4.846918	0	0.0005262959
99	1.433788	4.84689	0	0.0003560506
99.1	1.433787	4.846864	0	0.0005764351
99.2	1.433789	4.846842	0	0.0008241984
99.3	1.433789	4.846823	0	0.0009914829
99.4	1.433788	4.846798	0	0.001261425
99.5	1.433787	4.846779	0	0.001236447
99.6	1.433787	4.846753	0	0.001144677
99.7	1.433788	4.84673	0	0.0008937421
99.8	1.433786	4.84671	0	0.001067782
99.9	1.433787	4.84669	0	0.001226357
100	1.433787	4.846669	0	0.001205385
100.1	1.433784	4.846648	0	0.001182053
100.2	1.433782	4.846627	0	0.001136642
100.3	1.433786	4.846603	0	0.0009120529
100.4	1.433785	4.846581	0	0.0006856103
100.5	1.433782	4.846561	0	0.001087833
100.6	1.433789	4.846541	0	0.00115255
100.7	1.433787	4.846519	0	0.001210825
100.8	1.433785	4.846503	0	0.001363964
100.9	1.433788	4.846482	0	0.001142359
101	1.433783	4.846459	0	0.0008250426
101.1	1.43378	4.846438	0	0.0007976989
101.2	1.433786	4.84641	0	0.0005743108
101.3	1.433782	4.846385	0	0.0006108771
101.4	1.433782	4.846361	0	0.0007933786
101.5	1.43378	4.846345	0	0.0009786969
101.6	1.433784	4.846327	0	0.0009496132
101.7	1.433785	4.846304	0	0.000641801
101.8	1.433784	4.846285	0	0.001050996
101.9	1.433783	4.846259	0	0.001221673
102	1.433781	4.846231	0	0.0009372065
102.1	1.433778	4.84621	0	0.001129549
102.2	1.433782	4.846192	0	0.001225284
102.3	1.433781	4.846178	0	0.00121794
102.4	1.433782	4.846151	0	0.001263904
102.5	1.433782	4.846135	0	0.001236657
102.6	1.433782	4.846107	0	0.0008895759
102.7	1.433777	4.846091	0	0.0008640618
102.8	1.433779	4.846067	0	0.000834778
102.9	1.433777	4.846047	0	0.0009199307
103	1.433779	4.846023	0	0.001155543
103.1	1.433781	4.845998	0	0.001132149
103.2	1.433777	4.845978	0	0.001342974
103.3	1.433776	4.845957	0	0.001395955
103.4	1.433774	4.845933	0	0.001179666
103.5	1.433775	4.845918	0	0.001037529
103.6	1.433775	4.8459	0	0.0009938771
103.7	1.433775	4.84588	0	0.001252148
103.8	1.433775	4.845855	0	0.0009451237
103.9	1.433772	4.845831	0	0.001168783
104	1.433774	4.845803	0	0.001017634
104.1	1.433774	4.845779	0	0.0007851063
104.2	1.433773	4.845761	0	0.0009562666
104.3	1.433774	4.845741	0	0.001033854
104.4	1.433773	4.845718	0	0.0008063283
104.5	1.433777	4.845695	0	0.001032648
104.6	1.433778	4.845677	0	0.001538564
104.7	1.433777	4.845655	0	0.001330257
104.8	1.433775	4.845634	0	0.0008400613
104.9	1.433773	4.845616	0	0.0006703902
105	1.433774	4.845592	0	0.0005300602
105.1	1.433773	4.845564	0	0.0004990669
105.2	1.43377	4.84554	0	0.0008039232
105.3	1.43377	4.845519	0	0.001187321
105.4	1.433771	4.845498	0	0.001363571
105.5	1.433767	4.845487	0	0.001965831
105.6	1.433771	4.845463	0	0.001823704
105.7	1.433771	4.845443	0	0.00116313
105.8	1.433769	4.845421	0	0.000943731
105.9	1.433773	4.845408	0	0.0005442792
106	1.433773	4.845386	0	0.0006909899
106.1	1.433771	4.845361	0	0.0004943245
106.2	1.43377	4.845333	0	0.0007626636
106.3	1.433767	4.845305	0	0.001090936
106.4	1.433767	4.845283	0	0.0009326711
106.5	1.433765	4.845268	0	0.001310066
106.6	1.433766	4.845243	0	0.001643278
106.7	1.433767	4.845227	0	0.001456683
106.8	1.433771	4.845208	0	0.001327071
106.9	1.433766	4.845183	0	0.001385715
107	1.43377	4.84516	0	0.0008837654
107.1	1.433767	4.845139	0	0.0009075904
107.2	1.433767	4.845117	0	0.0007672334
107.3	1.433767	4.845099	0	0.001266717
107.4	1.433768	4.845077	0	0.001269336
107.5	1.433766	4.84506	0	0.001583029
107.6	1.433764	4.84504	0	0.001671663
107.7	1.433765	4.845012	0	0.001198985
107.8	1.433764	4.844987	0	0.001150523
107.9	1.433763	4.844965	0	0.001085605
108	1.433764	4.84494	0	0.001086431
108.1	1.433766	4.844921	0	0.001074128
108.2	1.433764	4.844907	0	0.001137393
108.3	1.433758	4.844882	0	0.001168085
108.4	1.433764	4.844855	0	0.001093794
108.5	1.433761	4.844829	0	0.0009879189
108.6	1.433764	4.844813	0	0.001365517
108.7	1.433765	4.844793	0	0.001398868
108.8	1.433764	4.844771	0	0.001314828
108.9	1.43376	4.844755	0	0.0008796489
109	1.433759	4.844722	0	0.000636502
109.1	1.433763	4.844697	0	0.0003664412
109.2	1.43376	4.844675	0	0.0006737567
109.3	1.433761	4.844654	0	0.001172565
109.4	1.43376	4.844638	0	0.001582462
109.5	1.433762	4.844617	0	0.001382289
109.6	1.433761	4.844594	0	0.001070025
109.7	1.43376	4.844568	0	0.0006905558
109.8	1.433761	4.844549	0	0.0005073736
109.9	1.433759	4.844528	0	0.0008112021
110	1.433757	4.844508	0	0.001029033
110.1	1.433761	4.844481	0	0.001539906
110.2	1.433757	4.844469	0	0.001559941
110.3	1.433757	4.844452	0	0.001302695
110.4	1.433757	4.844432	0	0.000933868
110.5	1.433761	4.844405	0	0.0006031553
110.6	1.433759	4.844386	0	0.0007311289
110.7	1.433762	4.844358	0	0.0008460693
110.8	1.433759	4.844336	0	0.0009401555
110.9	1.433761	4.84431	0	0.0008263749
111	1.433761	4.844289	0	0.0007109707
111.1	1.433757	4.844274	0	0.0006856488
111.2	1.433756	4.844255	0	0.0008641265
111.3	1.433759	4.844235	0	0.0006171113
111.4	1.433758	4.844207	0	0.001079888
111.5	1.433757	4.844189	0	0.001497065
111.6	1.433758	4.844167	0	0.001424048
111.7	1.433761	4.844144	0	0.001602602
111.8	1.433753	4.844124	0	0.001306357
111.9	1.433756	4.844108	0	0.002224316
112	1.433757	4.844085	0	0.00165911
112.1	1.433754	4.844071	0	0.00167299
112.2	1.433753	4.84405	0	0.001613492
112.3	1.433756	4.844019	0	0.001294265
112.4	1.433758	4.843994	0	0.0006644357
112.5	1.433751	4.843973	0	0.0009083991
112.6	1.433758	4.843949	0	0.0006323702
112.7	1.433756	4.843929	0	0.0008698198
112.8	1.433757	4.843911	0	0.001197601
112.9	1.433758	4.843894	0	0.001635467
113	1.433757	4.843871	0	0.001543195
113.1	1.433757	4.84385	0	0.001238975
113.2	1.433758	4.843827	0	0.0008702806
113.3	1.433758	4.843809	0	0.0007601537
113.4	1.433757	4.843787	0	0.0007131658
113.5	1.433754	4.843764	0	0.0006901948
113.6	1.433753	4.843741	0	0.0008801613
113.7	1.433753	4.843724	0	0.0009786595
113.8	1.433757	4.843702	0	0.00112763
113.9	1.433754	4.843688	0	0.001122486
114	1.433751	4.843663	0	0.00117696
114.1	1.433753	4.84364	0	0.0006676669
114.2	1.433752	4.843629	0	0.0006921078
114.3	1.433753	4.843603	0	0.0008573931
114.4	1.433754	4.843585	0	0.001056046
114.5	1.433753	4.843559	0	0.0007792671
114.6	1.433751	4.843538	0	0.0009776833
114.7	1.433752	4.843519	0	0.001277493
114.8	1.433753	4.843499	0	0.001144559
114.9	1.433753	4.843478	0	0.001378752
115	1.433753	4.84346	0	0.001638925
115.1	1.43375	4.843442	0	0.001597139
115.2	1.433748	4.84342	0	0.001411172
115.3	1.433749	4.843401	0	0.001374886
115.4	1.433745	4.843389	0	0.001493684
115.5	1.433748	4.843362	0	0.001322425
115.6	1.433749	4.843339	0	0.0008553654
115.7	1.433747	4.843324	0	0.001382559
115.8	1.43375	4.843305	0	0.001083723
115.9	1.433744	4.84329	0	0.001109182
116	1.433749	4.843264	0	0.001101351
116.1	1.433748	4.843242	0	0.0007490576
116.2	1.433751	4.843222	0	0.00104499
116.3	1.433752	4.843199	0	0.0005881302
116.4	1.433749	4.84318	0	0.0008272491
116.5	1.433747	4.843157	0	0.0009440053
116.6	1.43375	4.843129	0	0.0002494788
116.7	1.433747	4.843107	0	0.0006565711
116.8	1.433744	4.843083	0	0.001115312
116.9	1.433746	4.843069	0	0.001044632
117	1.433743	4.84305	0	0.001198963
117.1	1.433742	4.84303	0	0.001245399
117.2	1.433741	4.843011	0	0.001269379
117.3	1.433743	4.842995	0	0.001357274
117.4	1.433742	4.842973	0	0.001689254
117.5	1.433742	4.842951	0	0.001257439
117.6	1.433743	4.842929	0	0.001003301
117.7	1.433742	4.842913	0	0.001287107
117.8	1.433744	4.84289	0	0.001105741
117.9	1.433742	4.842868	0	0.001224002
118	1.433741	4.842843	0	0.00108404
118.1	1.433738	4.842816	0	0.0009726964
118.2	1.433742	4.842802	0	0.0008442157
118.3	1.433742	4.842782	0	0.0009508876
118.4	1.433739	4.842762	0	0.0009877321
118.5	1.433741	4.842742	0	0.0008359428
118.6	1.433742	4.842724	0	0.0009088916
118.7	1.433743	4.842705	0	0.001136052
118.8	1.43374	4.842686	0	0.0009274225
118.9	1.433741	4.842663	0	0.001059266
119	1.433739	4.842635	0	0.001047887
119.1	1.433738	4.842621	0	0.0006760088
119.2	1.433738	4.842597	0	0.0009152154
119.3	1.433738	4.842576	0	0.001191212
119.4	1.433736	4.842554	0	0.00121451
119.5	1.433737	4.842534	0	0.001248455
119.6	1.433739	4.842516	0	0.001298732
119.7	1.433736	4.842494	0	0.001030723
119.8	1.433739	4.84247	0	0.001013153
119.9	1.433739	4.842453	0	0.0009220132
120	1.433738	4.842432	0	0.0008726053
120.1	1.433737	4.842416	0	0.0006362768
120.2	1.433736	4.842394	0	0.0005960389
120.3	1.433738	4.84237	0	0.0003990565
120.4	1.433735	4.842348	0	0.0005736688
120.5	1.433734	4.842325	0	0.0007136408
120.6	1.43373	4.842307	0	0.001054984
120.7	1.433736	4.842281	0	0.0009462151
120.8	1.433736	4.842265	0	0.0009730257
120.9	1.433732	4.842247	0	0.001277306
121	1.433737	4.842229	0	0.001764534
121.1	1.433735	4.842206	0	0.001417852
121.2	1.433736	4.842185	0	0.001117293
121.3	1.433735	4.842165	0	0.001058573
121.4	1.433734	4.842144	0	0.0007521358
121.5	1.433734	4.842122	0	0.0008208315
121.6	1.433735	4.842096	0	0.0007909594
121.7	1.433732	4.842073	0	0.0005830388
121.8	1.433733	4.842053	0	0.0006585105
121.9	1.433734	4.842033	0	0.000864055
122	1.433734	4.842014	0	0.0009666895
122.1	1.433733	4.841992	0	0.001146437
122.2	1.433732	4.841971	0	0.0009610511
122.3	1.433733	4.841952	0	0.0009405172
122.4	1.433731	4.841935	0	0.001104178
122.5	1.433733	4.841917	0	0.001004208
122.6	1.433731	4.84189	0	0.001297412
122.7	1.433732	4.841868	0	0.001006337
122.8	1.433732	4.841847	0	0.001014847
122.9	1.433731	4.841827	0	0.001038785
123	1.433735	4.841805	0	0.0008777807
123.1	1.433733	4.841785	0	0.001022343
123.2	1.433731	4.841766	0	0.001429693
123.3	1.433733	4.841746	0	0.001042073
123.4	1.43373	4.841724	0	0.001030428
123.5	1.433729	4.841702	0	0.001211134
123.6	1.43373	4.841677	0	0.001185851
123.7	1.43373	4.84167	0	0.001223485
123.8	1.433728	4.841692	0	0.001206814
123.9	1.433727	4.841745	0	0.001244705
124	1.433728	4.841807	0	0.0002184188
124.1	1.433725	4.841895	0	0.000916164
124.2	1.433727	4.842057	0	0.002129972
124.3	1.433727	4.84263	0	0.01136786
124.4	1.433757	4.845507	0	0.05067351
124.5	1.433853	4.854634	0	0.1347303
124.6	1.434068	4.874652	0	0.2658696
124.7	1.434446	4.910309	0	0.4443297
124.8	1.435047	4.966291	0	0.6695958
124.9	1.435918	5.047188	0	0.9396217
