Time	Aircraft Simulation Altitude	Aircraft Simulation Position Z	Aircraft Simulation Net Global Force Z	Aircraft Simulation Airspeed
125	1.437097	5.157446	0	1.25376
125.1	1.438649	5.301345	0	1.609672
125.2	1.440608	5.482906	0	2.004455
125.3	1.44302	5.705957	0	2.436767
125.4	1.445917	5.974088	0	2.903715
125.5	1.449351	6.290637	0	3.402995
125.6	1.453341	6.658727	0	3.930454
125.7	1.457906	7.079572	0	4.453093
125.8	1.463032	7.551927	0	4.961793
125.9	1.468701	8.074479	0	5.458145
126	1.474901	8.646063	0	5.943362
126.1	1.481621	9.265628	0	6.418606
126.2	1.488852	9.932254	0	6.885417
126.3	1.496593	10.64513	0	7.344259
126.4	1.504825	11.40352	0	7.796032
126.5	1.513547	12.20672	0	8.241194
126.6	1.522752	13.05415	0	8.681174
126.7	1.532426	13.94534	0	9.116991
126.8	1.54257	14.87993	0	9.549502
126.9	1.553186	15.85763	0	9.979589
127	1.564272	16.87821	0	10.40786
127.1	1.57582	17.94158	0	10.83515
127.2	1.587831	19.04769	0	11.26285
127.3	1.600312	20.19659	0	11.69151
127.4	1.613263	21.38846	0	12.12186
127.5	1.626683	22.62352	0	12.55531
127.6	1.640947	23.90213	0	12.99237
127.7	1.656867	25.2238	0	13.41354
127.8	1.674718	26.5867	0	13.81757
127.9	1.695745	27.98939	0	14.20948
128	1.724312	29.43013	0	14.58002
128.1	1.772109	30.90631	0	14.93169
128.2	1.860932	32.41422	0	15.25544
128.3	2.019681	33.94701	0	15.54087
128.4	2.277997	35.49247	0	15.77125
128.5	2.659919	37.03303	0	15.94322
128.6	3.177502	38.54823	0	16.05338
128.7	3.826838	40.01928	0	16.08759
128.8	4.58913	41.43351	0	16.03957
128.9	5.440055	42.78611	0	15.92501
129	6.35539	44.07862	0	15.7575
129.1	7.310925	45.31846	0	15.55474
129.2	8.280287	46.52077	0	15.31961
129.3	9.233267	47.70639	0	15.0649
129.4	10.14301	48.89619	0	14.82316
129.5	10.98386	50.11094	0	14.59905
129.6	11.72746	51.36459	0	14.3782
129.7	12.36246	52.65773	0	14.26033
129.8	12.89378	53.98758	0	14.23742
129.9	13.3333	55.34964	0	14.27156
130	13.69558	56.73904	0	14.35067
130.1	13.9984	58.15016	0	14.44446
130.2	14.26111	59.57726	0	14.52979
130.3	14.50618	61.01556	0	14.62683
130.4	14.75947	62.46172	0	14.72324
130.5	15.04728	63.90951	0	14.79055
130.6	15.39978	65.34834	0	14.82845
130.7	15.84535	66.76349	0	14.82447
130.8	16.39634	68.13751	0	14.74505
130.9	17.04739	69.45146	0	14.55826
131	17.78546	70.69133	0	14.28449
131.1	18.591	71.84915	0	13.92771
131.2	19.44112	72.92564	0	13.52245
131.3	20.31332	73.92814	0	13.07951
131.4	21.18756	74.86712	0	12.61136
131.5	22.04752	75.75432	0	12.13466
131.6	22.87944	76.60231	0	11.64853
131.7	23.67019	77.42007	0	11.12826
131.8	24.41309	78.21012	0	10.59185
131.9	25.10879	78.97076	0	10.06584
132	25.76145	79.70164	0	9.570445
132.1	26.3722	80.40536	0	9.0991
132.2	26.93797	81.08691	0	8.649003
132.3	27.4542	81.75185	0	8.219431
132.4	27.91831	82.40423	0	7.823267
132.5	28.33102	83.04676	0	7.469102
132.6	28.69497	83.68156	0	7.163646
132.7	29.01289	84.31094	0	6.908468
132.8	29.28635	84.93755	0	6.704451
132.9	29.51583	85.56427	0	6.551012
133	29.70097	86.19431	0	6.455726
133.1	29.84031	86.83189	0	6.429518
133.2	29.93212	87.48032	0	6.470228
133.3	29.97532	88.14245	0	6.578017
133.4	29.96967	88.82088	0	6.750037
133.5	29.91572	89.51838	0	6.988269
133.6	29.81506	90.23989	0	7.316342
133.7	29.67112	90.99197	0	7.729119
133.8	29.48956	91.78086	0	8.194155
133.9	29.27783	92.61002	0	8.667236
134	29.04365	93.48161	0	9.130826
134.1	28.79349	94.39713	0	9.581167
134.2	28.53243	95.35729	0	10.02227
134.3	28.2668	96.36211	0	10.45489
134.4	28.00597	97.41127	0	10.87074
134.5	27.76136	98.50396	0	11.25177
134.6	27.54332	99.63812	0	11.5871
134.7	27.35887	100.8107	0	11.88891
134.8	27.21488	102.0174	0	12.15494
134.9	27.11989	103.2521	0	12.36326
135	27.07868	104.5085	0	12.53176
135.1	27.09505	105.7807	0	12.6773
135.2	27.17613	107.0612	0	12.79427
135.3	27.32959	108.3418	0	12.86504
135.4	27.55828	109.6137	0	12.88384
135.5	27.86038	110.8689	0	12.86028
135.6	28.23101	112.0997	0	12.7929
135.7	28.66111	113.3003	0	12.67921
135.8	29.13834	114.4675	0	12.52599
135.9	29.64902	115.6012	0	12.34117
136	30.17931	116.7035	0	12.13194
136.1	30.71677	117.7773	0	11.89864
136.2	31.25381	118.8249	0	11.66674
136.3	31.78559	119.8489	0	11.42931
136.4	32.30833	120.8514	0	11.20176
136.5	32.81767	121.8358	0	10.98493
136.6	33.3063	122.8069	0	10.77601
136.7	33.76635	123.7689	0	10.57288
136.8	34.19521	124.7243	0	10.39306
136.9	34.5961	125.6743	0	10.24648
137	34.97334	126.6195	0	10.12111
137.1	35.32972	127.561	0	10.01864
137.2	35.66563	128.5005	0	9.939512
137.3	35.97898	129.4401	0	9.869844
137.4	36.26846	130.3812	0	9.825994
137.5	36.53417	131.3261	0	9.803728
137.6	36.77674	132.2761	0	9.804543
137.7	36.99731	133.2331	0	9.829114
137.8	37.19689	134.1982	0	9.873306
137.9	37.37681	135.1727	0	9.931614
138	37.54007	136.1568	0	10.00148
138.1	37.69243	137.1505	0	10.07887
138.2	37.84184	138.1535	0	10.15849
138.3	37.99671	139.1643	0	10.23193
138.4	38.16439	140.1809	0	10.29216
138.5	38.34952	141.2012	0	10.34732
138.6	38.55417	142.2232	0	10.39182
138.7	38.7786	143.2444	0	10.42594
138.8	39.02092	144.2632	0	10.44678
138.9	39.27655	145.2791	0	10.45485
139	39.53918	146.2928	0	10.45479
139.1	39.80224	147.3052	0	10.44286
139.2	40.06203	148.3163	0	10.42207
139.3	40.32029	149.3259	0	10.39966
139.4	40.58269	150.3327	0	10.37273
139.5	40.85582	151.3344	0	10.33459
139.6	41.14461	152.3279	0	10.27822
139.7	41.45097	153.311	0	10.21412
139.8	41.77413	154.2825	0	10.15086
139.9	42.11236	155.2404	0	10.06722
140	42.4629	156.1825	0	9.958487
140.1	42.82335	157.1084	0	9.830406
140.2	43.19225	158.0171	0	9.690412
140.3	43.56758	158.909	0	9.545939
140.4	43.94673	159.7841	0	9.402698
140.5	44.32718	160.643	0	9.266885
140.6	44.70638	161.4865	0	9.133745
140.7	45.08042	162.3164	0	9.001556
140.8	45.44415	163.1358	0	8.875813
140.9	45.79251	163.948	0	8.758625
141	46.12169	164.7558	0	8.652785
141.1	46.42994	165.5619	0	8.573936
141.2	46.71614	166.3693	0	8.519568
141.3	46.97891	167.1801	0	8.488621
141.4	47.21733	167.9964	0	8.478178
141.5	47.43209	168.8195	0	8.48957
141.6	47.62569	169.6509	0	8.522244
141.7	47.80175	170.4916	0	8.580125
141.8	47.9632	171.3431	0	8.65952
141.9	48.11226	172.2056	0	8.745739
142	48.25116	173.0792	0	8.83615
142.1	48.38251	173.964	0	8.927866
142.2	48.50841	174.8601	0	9.014585
142.3	48.6292	175.7673	0	9.092499
142.4	48.74247	176.6859	0	9.164493
142.5	48.84365	177.6168	0	9.253272
142.6	48.93004	178.5614	0	9.383176
142.7	49.0064	179.5195	0	9.547917
142.8	49.08314	180.4899	0	9.706627
142.9	49.16835	181.4712	0	9.831891
143	49.26482	182.4628	0	9.928085
143.1	49.37181	183.464	0	9.998661
143.2	49.48486	184.4743	0	10.05857
143.3	49.59932	185.4931	0	10.12094
143.4	49.71393	186.5192	0	10.19085
143.5	49.83121	187.5513	0	10.26151
143.6	49.95509	188.5882	0	10.32375
143.7	50.08851	189.6287	0	10.37297
143.8	50.23269	190.6721	0	10.40971
143.9	50.38764	191.7175	0	10.43654
144	50.55328	192.7636	0	10.45494
144.1	50.72989	193.8093	0	10.4644
144.2	50.91795	194.8531	0	10.46263
144.3	51.11759	195.8939	0	10.44936
144.4	51.32838	196.9306	0	10.42584
144.5	51.54962	197.9624	0	10.3932
144.6	51.78049	198.9882	0	10.35195
144.7	52.02015	200.0074	0	10.30224
144.8	52.26746	201.0193	0	10.24548
144.9	52.52119	202.0235	0	10.18408
145	52.78025	203.0201	0	10.13019
145.1	53.04531	204.0089	0	10.08669
145.2	53.3193	204.9886	0	10.0463
145.3	53.60538	205.9575	0	9.988736
145.4	53.90438	206.9138	0	9.897668
145.5	54.21354	207.8577	0	9.795132
145.6	54.52841	208.7907	0	9.701971
145.7	54.84691	209.7132	0	9.621486
145.8	55.16975	210.6238	0	9.545781
145.9	55.49727	211.5222	0	9.465768
146	55.82709	212.4094	0	9.381545
146.1	56.15524	213.2873	0	9.299136
146.2	56.47742	214.1583	0	9.224426
146.3	56.78909	215.025	0	9.158243
146.4	57.08583	215.8898	0	9.09902
146.5	57.36498	216.7546	0	9.049598
146.6	57.62647	217.6214	0	9.02668
146.7	57.87065	218.4922	0	9.025483
146.8	58.0969	219.3686	0	9.040486
146.9	58.30478	220.2516	0	9.06683
147	58.49571	221.1421	0	9.105997
147.1	58.67358	222.0406	0	9.156961
147.2	58.84343	222.9472	0	9.213832
147.3	59.01014	223.8612	0	9.268386
147.4	59.17714	224.782	0	9.316126
147.5	59.34526	225.7094	0	9.371727
147.6	59.51446	226.6438	0	9.445098
147.7	59.68675	227.5842	0	9.527902
147.8	59.86363	228.5298	0	9.604753
147.9	60.04315	229.4809	0	9.675715
148	60.2219	230.4381	0	9.738551
148.1	60.39564	231.4003	0	9.768118
148.2	60.56005	232.3648	0	9.76396
148.3	60.71212	233.3293	0	9.736147
148.4	60.84999	234.2922	0	9.688882
148.5	60.97211	235.2515	0	9.623542
148.6	61.07717	236.2055	0	9.544488
148.7	61.16432	237.153	0	9.457132
148.8	61.23303	238.0931	0	9.363054
148.9	61.28288	239.0251	0	9.268444
149	61.31338	239.9489	0	9.179605
149.1	61.32414	240.8651	0	9.103441
149.2	61.3148	241.7759	0	9.072498
149.3	61.28539	242.685	0	9.069813
149.4	61.23587	243.594	0	9.088061
149.5	61.16634	244.5048	0	9.127503
149.6	61.07711	245.4188	0	9.187722
149.7	60.96869	246.3378	0	9.267819
149.8	60.84152	247.2634	0	9.366614
149.9	60.69636	248.1971	0	9.482809
150	60.53394	249.1405	0	9.614944
150.1	60.35505	250.0949	0	9.761281
150.2	60.16059	251.0618	0	9.920244
150.3	59.95155	252.0423	0	10.09033
150.4	59.72905	253.0376	0	10.26995
150.5	59.49427	254.0488	0	10.45737
150.6	59.2484	255.0769	0	10.65079
150.7	58.99273	256.1225	0	10.84871
150.8	58.72864	257.1865	0	11.0497
150.9	58.45758	258.2695	0	11.25238
151	58.18104	259.372	0	11.45518
151.1	57.90053	260.4942	0	11.65669
151.2	57.61759	261.6364	0	11.85569
151.3	57.33385	262.7986	0	12.05114
151.4	57.05099	263.9808	0	12.24179
151.5	56.77062	265.1828	0	12.42646
151.6	56.49438	266.4044	0	12.60422
151.7	56.22393	267.6449	0	12.77408
151.8	55.9609	268.9039	0	12.93517
151.9	55.70694	270.1807	0	13.08672
152	55.4636	271.4744	0	13.22785
152.1	55.23236	272.7841	0	13.35778
152.2	55.01467	274.1086	0	13.47591
152.3	54.81194	275.4468	0	13.58184
152.4	54.62545	276.7974	0	13.67482
152.5	54.45631	278.1588	0	13.75421
152.6	54.30552	279.5297	0	13.81989
152.7	54.17411	280.9084	0	13.87156
152.8	54.06278	282.2933	0	13.90871
152.9	53.97207	283.6825	0	13.93105
153	53.90244	285.0744	0	13.93881
153.1	53.85417	286.4677	0	13.93181
153.2	53.82733	287.8596	0	13.9098
153.3	53.82177	289.2487	0	13.8731
153.4	53.83723	290.6333	0	13.82195
153.5	53.87326	292.0116	0	13.75653
153.6	53.92916	293.382	0	13.677
153.7	54.0041	294.7428	0	13.58399
153.8	54.09711	296.0925	0	13.47798
153.9	54.20708	297.4295	0	13.3595
154	54.33271	298.7526	0	13.2291
154.1	54.47259	300.0605	0	13.08766
154.2	54.62524	301.3523	0	12.93591
154.3	54.78908	302.6269	0	12.77476
154.4	54.96242	303.8835	0	12.60512
154.5	55.1435	305.1213	0	12.42797
154.6	55.3306	306.3401	0	12.24446
154.7	55.52192	307.5395	0	12.05574
154.8	55.71568	308.7191	0	11.86296
154.9	55.91007	309.879	0	11.66737
155	56.10339	311.0192	0	11.47025
155.1	56.29388	312.14	0	11.27303
155.2	56.47993	313.2415	0	11.0771
155.3	56.65993	314.3245	0	10.88381
155.4	56.83234	315.3895	0	10.6947
155.5	56.99573	316.4372	0	10.51124
155.6	57.14878	317.4685	0	10.33487
155.7	57.29025	318.4841	0	10.16714
155.8	57.419	319.4852	0	10.00959
155.9	57.53398	320.473	0	9.863555
156	57.63426	321.4485	0	9.730399
156.1	57.71903	322.413	0	9.611439
156.2	57.78757	323.368	0	9.507983
156.3	57.8393	324.3146	0	9.421044
156.4	57.87375	325.2543	0	9.351493
156.5	57.89054	326.1888	0	9.3001
156.6	57.88942	327.1192	0	9.267444
156.7	57.87025	328.0475	0	9.25374
156.8	57.83302	328.9741	0	9.259067
156.9	57.77783	329.902	0	9.283292
157	57.7049	330.8321	0	9.326046
157.1	57.61454	331.7657	0	9.386701
157.2	57.50719	332.7046	0	9.464365
157.3	57.38336	333.6499	0	9.558059
157.4	57.24364	334.6032	0	9.666624
157.5	57.08874	335.5658	0	9.788845
157.6	56.91946	336.5388	0	9.923364
157.7	56.73667	337.5237	0	10.06883
157.8	56.54133	338.5211	0	10.2238
157.9	56.33441	339.5324	0	10.38667
158	56.117	340.5584	0	10.55604
158.1	55.89025	341.5998	0	10.73062
158.2	55.6554	342.6574	0	10.9091
158.3	55.41368	343.7318	0	11.08991
158.4	55.16641	344.8235	0	11.2717
158.5	54.91488	345.9327	0	11.45337
158.6	54.66053	347.0598	0	11.6338
158.7	54.40479	348.2049	0	11.81172
158.8	54.14907	349.3679	0	11.98604
158.9	53.89483	350.5488	0	12.15571
159	53.64353	351.7473	0	12.31986
159.1	53.39665	352.9631	0	12.47757
159.2	53.15563	354.1957	0	12.62789
159.3	52.9219	355.4446	0	12.77008
159.4	52.69684	356.7091	0	12.90334
159.5	52.48176	357.9883	0	13.02697
159.6	52.278	359.2813	0	13.1405
159.7	52.08678	360.587	0	13.24322
159.8	51.90925	361.9044	0	13.33454
159.9	51.7464	363.2324	0	13.414
160	51.59926	364.5694	0	13.48144
160.1	51.46864	365.9143	0	13.53635
160.2	51.35523	367.2656	0	13.57825
160.3	51.2596	368.6217	0	13.60717
160.4	51.18225	369.9812	0	13.62306
160.5	51.12347	371.3426	0	13.62563
160.6	51.08337	372.7039	0	13.61475
160.7	51.06193	374.0641	0	13.59074
160.8	51.05906	375.4213	0	13.55369
160.9	51.07441	376.774	0	13.50366
161	51.10748	378.1207	0	13.44088
161.1	51.15765	379.46	0	13.3659
161.2	51.22421	380.7903	0	13.27903
161.3	51.30624	382.1105	0	13.18069
161.4	51.40268	383.4193	0	13.07143
161.5	51.51242	384.7154	0	12.95201
161.6	51.63424	385.9981	0	12.82301
161.7	51.76678	387.2662	0	12.68521
161.8	51.90865	388.5191	0	12.5394
161.9	52.05837	389.756	0	12.38649
162	52.21445	390.9763	0	12.22745
162.1	52.37533	392.1797	0	12.06323
162.2	52.53949	393.3659	0	11.89491
162.3	52.70535	394.5348	0	11.72355
162.4	52.87133	395.6862	0	11.55032
162.5	53.03598	396.8205	0	11.37643
162.6	53.1978	397.9376	0	11.20304
162.7	53.35534	399.038	0	11.03142
162.8	53.50723	400.122	0	10.86288
162.9	53.65213	401.1904	0	10.69865
163	53.78883	402.2437	0	10.54003
163.1	53.91612	403.2827	0	10.3884
163.2	54.03301	404.3082	0	10.24496
163.3	54.13845	405.3212	0	10.11092
163.4	54.23154	406.3226	0	9.987514
163.5	54.3115	407.3135	0	9.87589
163.6	54.37763	408.2951	0	9.777117
163.7	54.42934	409.2685	0	9.69209
163.8	54.46611	410.2349	0	9.621686
163.9	54.48754	411.1956	0	9.566586
164	54.49333	412.1521	0	9.527267
164.1	54.4833	413.1053	0	9.504114
164.2	54.45736	414.057	0	9.497347
164.3	54.41551	415.0078	0	9.506939
164.4	54.35788	415.9602	0	9.5327
164.5	54.28468	416.9149	0	9.574186
164.6	54.19619	417.8731	0	9.630916
164.7	54.09282	418.8363	0	9.702136
164.8	53.97504	419.8056	0	9.786978
164.9	53.84341	420.7823	0	9.88454
165	53.6986	421.7675	0	9.993814
165.1	53.54133	422.7623	0	10.11365
165.2	53.37237	423.7677	0	10.24272
165.3	53.19255	424.7847	0	10.37984
165.4	53.00283	425.8141	0	10.52392
165.5	52.80421	426.8567	0	10.67376
165.6	52.59773	427.9131	0	10.82799
165.7	52.38445	428.984	0	10.98536
165.8	52.16548	430.0698	0	11.14476
165.9	51.94202	431.171	0	11.30512
166	51.71528	432.2878	0	11.46537
166.1	51.4865	433.4204	0	11.62431
166.2	51.25694	434.5689	0	11.78089
166.3	51.02784	435.7332	0	11.93426
166.4	50.8005	436.9131	0	12.08356
166.5	50.57621	438.1086	0	12.2278
166.6	50.35625	439.3192	0	12.36617
166.7	50.14188	440.5445	0	12.49792
166.8	49.93431	441.7839	0	12.62228
166.9	49.73476	443.0367	0	12.7387
167	49.54438	444.3023	0	12.84648
167.1	49.36429	445.5797	0	12.94507
167.2	49.19549	446.8681	0	13.03383
167.3	49.03894	448.1664	0	13.11248
167.4	48.89557	449.4736	0	13.18064
167.5	48.76614	450.7885	0	13.23781
167.6	48.6513	452.1099	0	13.28363
167.7	48.55164	453.4364	0	13.31807
167.8	48.46765	454.767	0	13.34097
167.9	48.39966	456.1002	0	13.35203
168	48.34783	457.4342	0	13.35119
168.1	48.31227	458.7682	0	13.33867
168.2	48.29296	460.1007	0	13.31447
168.3	48.2897	461.4303	0	13.27857
168.4	48.30214	462.7557	0	13.23125
168.5	48.32986	464.0756	0	13.1729
168.6	48.37233	465.3886	0	13.10377
168.7	48.42881	466.6936	0	13.02418
168.8	48.4985	467.9894	0	12.93461
168.9	48.58051	469.2751	0	12.83571
169	48.67385	470.5496	0	12.72794
169.1	48.77741	471.8121	0	12.61195
169.2	48.89005	473.0617	0	12.48846
169.3	49.01055	474.2979	0	12.35821
169.4	49.13765	475.52	0	12.22207
169.5	49.27001	476.7276	0	12.08077
169.6	49.40633	477.9203	0	11.93532
169.7	49.54527	479.0978	0	11.78662
169.8	49.68546	480.2602	0	11.63567
169.9	49.82559	481.4074	0	11.4835
170	49.96432	482.5395	0	11.33115
170.1	50.10039	483.6567	0	11.17969
170.2	50.23256	484.7593	0	11.03028
170.3	50.35962	485.8477	0	10.88393
170.4	50.48043	486.9224	0	10.7418
170.5	50.59391	487.9839	0	10.60508
170.6	50.69907	489.0331	0	10.47482
170.7	50.79496	490.0705	0	10.35203
170.8	50.88071	491.097	0	10.23781
170.9	50.95555	492.1136	0	10.13317
171	51.01881	493.1212	0	10.03903
171.1	51.06987	494.1206	0	9.956198
171.2	51.10821	495.1132	0	9.885477
171.3	51.1334	496.0997	0	9.827468
171.4	51.14509	497.0815	0	9.782701
171.5	51.14304	498.0598	0	9.751606
171.6	51.12711	499.0355	0	9.734439
171.7	51.0972	500.0104	0	9.731294
171.8	51.05335	500.9853	0	9.742126
171.9	50.99567	501.9608	0	9.766732
172	50.92433	502.9385	0	9.804827
172.1	50.83962	503.9196	0	9.855872
172.2	50.74191	504.9054	0	9.919271
172.3	50.63162	505.8967	0	9.994432
172.4	50.50927	506.8946	0	10.08053
172.5	50.37543	507.9003	0	10.17659
172.6	50.23076	508.9145	0	10.28163
172.7	50.07593	509.9382	0	10.39476
172.8	49.91176	510.9721	0	10.51506
172.9	49.73908	512.0172	0	10.64135
173	49.55877	513.074	0	10.77252
173.1	49.37172	514.1429	0	10.90756
173.2	49.17891	515.2247	0	11.04542
173.3	48.98137	516.3198	0	11.18524
173.4	48.78016	517.4282	0	11.32588
173.5	48.57632	518.5504	0	11.46629
173.6	48.37091	519.6863	0	11.6056
173.7	48.16509	520.8365	0	11.74301
173.8	47.95992	522.0004	0	11.87762
173.9	47.75659	523.178	0	12.00852
174	47.55618	524.3691	0	12.13499
174.1	47.35981	525.5735	0	12.25627
174.2	47.16856	526.7906	0	12.37169
174.3	46.98354	528.02	0	12.48065
174.4	46.80577	529.2609	0	12.58244
174.5	46.63621	530.5129	0	12.67658
174.6	46.47579	531.7751	0	12.76244
174.7	46.32543	533.0468	0	12.83977
174.8	46.18595	534.327	0	12.90808
174.9	46.05808	535.6147	0	12.96691
175	45.94245	536.9089	0	13.01595
175.1	45.83963	538.2087	0	13.05509
175.2	45.75013	539.5128	0	13.08413
175.3	45.67429	540.8203	0	13.10273
175.4	45.61235	542.1292	0	13.11087
175.5	45.5645	543.4405	0	13.10864
175.6	45.53079	544.7507	0	13.09604
175.7	45.51114	546.059	0	13.07302
175.8	45.50534	547.3646	0	13.03973
175.9	45.51315	548.6662	0	12.99654
176	45.53416	549.9631	0	12.94357
176.1	45.56785	551.2537	0	12.88107
176.2	45.61358	552.5374	0	12.80946
176.3	45.67069	553.8128	0	12.72928
176.4	45.73839	555.0793	0	12.64092
176.5	45.81578	556.336	0	12.54482
176.6	45.90199	557.5821	0	12.44167
176.7	45.99596	558.817	0	12.33207
176.8	46.09669	560.04	0	12.21676
176.9	46.20304	561.2509	0	12.09638
177	46.3139	562.4489	0	11.9717
177.1	46.4281	563.634	0	11.84363
177.2	46.54448	564.8059	0	11.71294
177.3	46.66188	565.9645	0	11.58052
177.4	46.77913	567.1098	0	11.4473
177.5	46.89511	568.2418	0	11.31419
177.6	47.0087	569.361	0	11.18218
177.7	47.11879	570.4673	0	11.05221
177.8	47.22435	571.5612	0	10.92519
177.9	47.32441	572.6431	0	10.8022
178	47.41801	573.7136	0	10.68416
178.1	47.5043	574.7733	0	10.57194
178.2	47.58243	575.8228	0	10.46646
178.3	47.65168	576.8628	0	10.36867
178.4	47.71139	577.8943	0	10.27935
178.5	47.76091	578.9177	0	10.19922
178.6	47.79972	579.9344	0	10.12903
178.7	47.82737	580.9449	0	10.06933
178.8	47.8435	581.9506	0	10.02069
178.9	47.8478	582.9519	0	9.983497
179	47.84007	583.9504	0	9.95808
179.1	47.82015	584.9465	0	9.944617
179.2	47.788	585.9426	0	9.943165
179.3	47.74364	586.9387	0	9.953685
179.4	47.68716	587.9348	0	9.976013
179.5	47.61873	588.9335	0	10.00987
179.6	47.53862	589.9349	0	10.05479
179.7	47.44714	590.9407	0	10.11045
179.8	47.34469	591.9514	0	10.17614
179.9	47.23171	592.968	0	10.25116
180	47.10869	593.9914	0	10.33478
180.1	46.97624	595.0224	0	10.4263
180.2	46.83502	596.0618	0	10.52493
180.3	46.6857	597.1102	0	10.62968
180.4	46.52899	598.1684	0	10.73963
180.5	46.36567	599.2369	0	10.85395
180.6	46.19659	600.316	0	10.97175
180.7	46.02259	601.4066	0	11.0922
180.8	45.84459	602.5087	0	11.2143
180.9	45.66348	603.6225	0	11.33711
181	45.48019	604.7484	0	11.45987
181.1	45.29572	605.8866	0	11.58187
181.2	45.11101	607.0369	0	11.70214
181.3	44.92708	608.1993	0	11.81997
181.4	44.74487	609.3737	0	11.93461
181.5	44.56535	610.5597	0	12.0454
181.6	44.38954	611.7573	0	12.15171
181.7	44.21836	612.9662	0	12.25289
181.8	44.05274	614.1855	0	12.34828
181.9	43.89355	615.415	0	12.43743
182	43.74165	616.6541	0	12.51975
182.1	43.59785	617.902	0	12.59493
182.2	43.46291	619.1581	0	12.66249
182.3	43.33752	620.4214	0	12.72199
182.4	43.22225	621.6913	0	12.77314
182.5	43.11769	622.9669	0	12.81577
182.6	43.02435	624.2468	0	12.84963
182.7	42.94258	625.5305	0	12.87444
182.8	42.87268	626.8173	0	12.89004
182.9	42.81487	628.105	0	12.8966
183	42.7693	629.395	0	12.89392
183.1	42.73598	630.6835	0	12.88201
183.2	42.71479	631.9705	0	12.86093
183.3	42.70561	633.255	0	12.83097
183.4	42.70821	634.5363	0	12.79223
183.5	42.7222	635.8128	0	12.74485
183.6	42.74711	637.0842	0	12.68918
183.7	42.78242	638.3493	0	12.62562
183.8	42.82756	639.6074	0	12.55456
183.9	42.88182	640.8577	0	12.47631
184	42.94443	642.0994	0	12.39142
184.1	43.0146	643.3318	0	12.30048
184.2	43.09147	644.5544	0	12.204
184.3	43.17412	645.7668	0	12.10259
184.4	43.26159	646.9683	0	11.99688
184.5	43.35293	648.1589	0	11.88762
184.6	43.44717	649.3382	0	11.77555
184.7	43.54328	650.506	0	11.6613
184.8	43.64025	651.6622	0	11.54571
184.9	43.73711	652.8068	0	11.42962
185	43.83287	653.94	0	11.31377
185.1	43.92658	655.0618	0	11.19903
185.2	44.01729	656.1724	0	11.08619
185.3	44.10411	657.2723	0	10.97612
185.4	44.18616	658.3617	0	10.86967
185.5	44.26264	659.4411	0	10.76759
185.6	44.33276	660.5111	0	10.67068
185.7	44.39578	661.5723	0	10.57977
185.8	44.45108	662.6253	0	10.49565
185.9	44.49805	663.6705	0	10.41887
186	44.53615	664.709	0	10.35012
186.1	44.56494	665.7415	0	10.28998
186.2	44.58397	666.7689	0	10.23898
186.3	44.59293	667.7915	0	10.19747
186.4	44.59157	668.8107	0	10.16582
186.5	44.57969	669.8277	0	10.14432
186.6	44.55715	670.8419	0	10.13305
186.7	44.52393	671.8561	0	10.1321
186.8	44.48003	672.8703	0	10.14141
186.9	44.42553	673.8845	0	10.16084
187	44.3606	674.9017	0	10.19016
187.1	44.28546	675.9213	0	10.22908
187.2	44.20041	676.9443	0	10.27716
187.3	44.1058	677.972	0	10.33387
187.4	44.00191	679.0047	0	10.39864
187.5	43.88929	680.0434	0	10.47097
187.6	43.76844	681.0886	0	10.55024
187.7	43.63992	682.1415	0	10.6356
187.8	43.50432	683.2021	0	10.72632
187.9	43.36227	684.2711	0	10.82173
188	43.21449	685.3494	0	10.92107
188.1	43.0617	686.437	0	11.02358
188.2	42.90466	687.5344	0	11.12839
188.3	42.74414	688.6419	0	11.23473
188.4	42.58096	689.7599	0	11.34185
188.5	42.41596	690.8882	0	11.44913
188.6	42.25	692.0273	0	11.55573
188.7	42.0839	693.1768	0	11.6609
188.8	41.91855	694.3371	0	11.764
188.9	41.75479	695.5078	0	11.86439
189	41.59348	696.6888	0	11.96149
189.1	41.43547	697.8798	0	12.05468
189.2	41.28157	699.0804	0	12.14334
189.3	41.13257	700.2902	0	12.22701
189.4	40.98923	701.509	0	12.30518
189.5	40.85231	702.7358	0	12.37746
189.6	40.72249	703.9706	0	12.44343
189.7	40.60042	705.2123	0	12.50264
189.8	40.48666	706.4604	0	12.55476
189.9	40.38175	707.714	0	12.59967
190	40.28622	708.9725	0	12.637
190.1	40.20037	710.2347	0	12.66657
190.2	40.12457	711.5005	0	12.68813
190.3	40.05906	712.7689	0	12.70178
190.4	40.00405	714.0377	0	12.7074
190.5	39.95962	715.3065	0	12.70485
190.6	39.92577	716.5752	0	12.69418
190.7	39.90244	717.8439	0	12.67552
190.8	39.88952	719.1099	0	12.64908
190.9	39.88678	720.3732	0	12.61486
191	39.89389	721.6324	0	12.57308
191.1	39.91046	722.8873	0	12.52411
191.2	39.93604	724.1366	0	12.46822
191.3	39.97012	725.3799	0	12.40572
191.4	40.01209	726.616	0	12.33696
191.5	40.06132	727.845	0	12.26247
191.6	40.11711	729.0657	0	12.18273
191.7	40.17872	730.2781	0	12.09815
191.8	40.24533	731.4816	0	12.00932
191.9	40.31618	732.6757	0	11.91685
192	40.39042	733.8602	0	11.82135
192.1	40.46719	735.0349	0	11.72343
192.2	40.54562	736.1995	0	11.6237
